r_kpc,v_obs,v_model
1.87,27.7,1.3674794331177343e-06
3.36,42.4,1.833030277982336e-06
4.86,52.5,2.2045407685048603e-06
6.35,55.6,2.51992063367083e-06
7.85,58.6,2.8017851452243797e-06
9.34,59.0,3.056141357987225e-06
10.83,60.0,3.2908965343808667e-06
12.33,62.2,3.5114099732158876e-06
