r_kpc,v_obs,v_model
0.42,35.7,650.3730146969154
1.47,83.3,510.2613146942145
2.11,94.2,1.4525839046333949e-06
2.84,97.6,1.6852299546352715e-06
3.9,101.0,1.97484176581315e-06
4.74,105.0,2.1771541057077243e-06
5.69,106.0,2.3853720883753127e-06
6.32,108.0,2.5139610179953073e-06
7.37,110.0,2.7147743920996455e-06
8.21,112.0,2.8653097563788805e-06
9.16,113.0,3.026549190084311e-06
10.85,114.0,3.293933818400121e-06
12.21,114.0,3.4942810419312296e-06
15.16,114.0,3.893584466786357e-06
