r_kpc,v_obs,v_model
0.26,18.3,256.70356311603746
0.77,35.3,91.13734516250044
1.29,47.8,1.1357816691600548e-06
1.81,52.8,1.345362404707371e-06
2.32,58.0,1.5231546211727815e-06
3.39,63.1,1.8411952639521969e-06
4.44,62.7,2.107130750570548e-06
