r_kpc,v_obs,v_model
0.32,284.0,22911.071926569446
0.63,282.0,7.937253933193772e-07
0.95,281.0,9.746794344808963e-07
1.26,280.0,1.1224972160321825e-06
1.58,280.0,1.2569805089976536e-06
1.89,279.0,1.374772708486752e-06
2.21,279.0,1.4866068747318505e-06
2.52,279.0,1.5874507866387544e-06
2.84,279.0,1.6852299546352715e-06
3.15,279.0,1.7748239349298848e-06
3.47,279.0,1.8627936010197157e-06
3.79,279.0,1.9467922333931785e-06
4.1,280.0,2.0248456731316586e-06
4.42,280.0,2.102379604162864e-06
4.73,280.0,2.1748563170931545e-06
5.05,281.0,2.2472205054244232e-06
5.36,282.0,2.3151673805580453e-06
5.68,282.0,2.383275057562597e-06
5.99,283.0,2.4474476501040833e-06
6.31,284.0,2.511971337416094e-06
6.62,284.0,2.5729360660537215e-06
6.94,285.0,2.6343879744638983e-06
7.57,286.0,2.751363298439521e-06
7.89,287.0,2.8089143810376276e-06
8.2,287.0,2.8635642126552704e-06
8.31,288.0,2.882707061079915e-06
8.52,288.0,2.918903903865285e-06
8.83,288.0,2.971531591620725e-06
9.15,288.0,3.024896692450835e-06
9.78,289.0,3.1272991542223777e-06
10.1,289.0,3.1780497164141405e-06
11.04,288.0,3.3226495451672295e-06
11.36,288.0,3.370459909270543e-06
11.67,288.0,3.4161381705077446e-06
13.57,285.0,3.6837480912787726e-06
13.88,284.0,3.7255872020394314e-06
14.2,284.0,3.7682887362833543e-06
16.61,278.0,4.075536774462966e-06
19.35,273.0,4.398863489584554e-06
22.19,269.0,4.710626285325551e-06
24.92,265.0,4.991993589739474e-06
27.66,262.0,5.259277516921882e-06
30.5,257.0,5.52268050859363e-06
33.23,252.0,5.764546816532935e-06
35.96,247.0,5.9966657402259794e-06
38.8,242.0,6.228964600958975e-06
41.54,238.0,6.445153217728807e-06
44.27,235.0,6.653570470055908e-06
47.11,236.0,6.863672486358888e-06
49.84,239.0,7.059745037889116e-06
52.58,242.0,7.25120679611332e-06
55.42,245.0,7.4444610281739e-06
58.15,247.0,7.625614729318548e-06
60.89,246.0,7.80320446995976e-06
63.62,243.0,7.976214641043708e-06
66.46,239.0,8.152300288875526e-06
69.19,234.0,8.318052656722004e-06
71.93,230.0,8.481155581640984e-06
74.77,228.0,8.646964785403025e-06
77.5,228.0,8.803408430829505e-06
80.23,227.0,8.957120072880569e-06
83.07,226.0,9.114274518577986e-06
85.81,224.0,9.263368717696602e-06
88.54,222.0,9.409569596958195e-06
91.38,222.0,9.55928867646542e-06
94.12,224.0,9.701546268507922e-06
99.69,227.0,9.984487968844471e-06
108.31,229.0,1.040720903989153e-05
