galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_response,beta_cinfo_limit,beta_mode
NGC4559,0.67,43.8,10.9,-0.5951452540855032,5207.733134328358,-7207.600851707454,0.0,59.06929151428854,0.0,0.0,,11628.466466604126,8114.141106719149,True,3.63283244193293,0.6977825605828771,130269385054.54784,formula
NGC4559,1.32,64.2,7.71,-0.3472673684673774,4425.93606060606,-2134.6791132601,2291.25694734596,76.4345183801141,0.0,54.99508314837488,,11628.466466604126,8114.141106719149,True,3.63283244193293,0.6977825605828771,130269385054.54784,formula
NGC4559,1.97,73.3,8.62,-0.38059896006941024,3997.638223350253,-1567.631303083128,2430.006920267125,88.74315353873784,0.0,69.18897045719235,,11628.466466604126,8114.141106719149,True,3.63283244193293,0.6977825605828771,130269385054.54784,formula
NGC4559,2.62,84.2,8.4,-0.27603317525854015,3570.5631297709924,-854.8748603753937,2715.6882693955986,96.72060483681851,0.0,84.35107151552059,,11628.466466604126,8114.141106719149,True,3.63283244193293,0.6977825605828771,130269385054.54784,formula
NGC4559,3.28,96.2,5.67,-0.2028429618342657,3458.994207317074,-501.797687447585,2957.1965198694893,106.51526181726261,0.0,98.48657058285625,,11628.466466604126,8114.141106719149,True,3.63283244193293,0.6977825605828771,130269385054.54784,formula
NGC4559,3.93,102.0,4.79,-0.2405251425693484,3370.7361323155214,-496.60431209196787,2874.1318202235534,115.09558201772994,0.0,106.27952791332189,,11628.466466604126,8114.141106719149,True,3.63283244193293,0.6977825605828771,130269385054.54784,formula
NGC4559,4.58,104.0,5.67,-0.24470454918004847,3019.5490174672486,-433.52996539367007,2586.0190520735787,117.59904123758832,0.0,108.8299924584073,,11628.466466604126,8114.141106719149,True,3.63283244193293,0.6977825605828771,130269385054.54784,formula
NGC4559,5.22,106.0,5.37,-0.1948536625264212,2617.753601532567,-302.88699480850863,2314.8666067240583,116.8959956542567,0.0,109.92544604003017,,11628.466466604126,8114.141106719149,True,3.63283244193293,0.6977825605828771,130269385054.54784,formula
NGC4559,5.9,106.0,5.24,-0.18387233349844642,2290.6351186440675,-252.8756033267994,2037.759515317268,116.25294490893552,0.0,109.64844340149969,,11628.466466604126,8114.141106719149,True,3.63283244193293,0.6977825605828771,130269385054.54784,formula
NGC4559,6.54,108.0,5.22,-0.10858122088682398,1988.935290519878,-134.71610822867436,1854.2191822912037,114.05102717643538,0.0,110.12081298367022,,11628.466466604126,8114.141106719149,True,3.63283244193293,0.6977825605828771,130269385054.54784,formula
NGC4559,7.19,111.0,4.68,-0.016002567340572656,1741.3830598052848,-18.05940048277913,1723.3236593225056,111.89523761090102,0.0,111.31350821229567,,11628.466466604126,8114.141106719149,True,3.63283244193293,0.6977825605828771,130269385054.54784,formula
NGC4559,7.87,114.0,4.61,0.03052336761509556,1601.502986022872,31.470255639281692,1632.9732416621537,112.26677380240336,15.737563721273599,113.36445391691855,,11628.466466604126,8114.141106719149,True,3.63283244193293,0.6977825605828771,130269385054.54784,formula
NGC4559,8.51,116.0,4.47,0.05928341061573768,1489.8488014101058,56.52572961500206,1546.374531025108,112.59934857715652,21.932486384896436,114.71550574801851,,11628.466466604126,8114.141106719149,True,3.63283244193293,0.6977825605828771,130269385054.54784,formula
NGC4559,9.16,117.0,5.22,0.10337149473521809,1347.1501528384279,91.56887496659772,1438.7190278050257,111.08508180669446,28.96154164912557,114.79837235211149,,11628.466466604126,8114.141106719149,True,3.63283244193293,0.6977825605828771,130269385054.54784,formula
NGC4559,9.84,118.0,5.22,0.17935238863551806,1181.951758130081,147.89538508289894,1329.84714321298,107.84435682964593,38.148271116994614,114.392726557311,,11628.466466604126,8114.141106719149,True,3.63283244193293,0.6977825605828771,130269385054.54784,formula
