source_id,ra_deg,dec_deg,gal_l_deg,gal_b_deg,parallax_mas,parallax_error_mas,distance_proxy_kpc,pmra_masyr,pmra_error_masyr,pmdec_masyr,pmdec_error_masyr,phot_g_mean_mag,bp_rp,int_average_g,metallicity,quality_basic_pass,external_body_flag,external_body_reason,halo_candidate_flag,halo_candidate_reason,has_full_6d,input_ready_flag,input_exclusion_reason,processing_note,radial_velocity_kms,radial_velocity_error_kms,input_row_index,ra_rad,dec_rad,vt_ra_proxy_kms,vt_dec_proxy_kms,vt_total_proxy_kms,speed_total_proxy_kms,skeleton_preserved_input
136503307733082624,43.99857072905317,33.12372374272229,4.893480454585096,-22.87930786533533,0.1468906247499605,0.0211267508566379,6.80778641728984,5.065782732344731,0.0261151418089866,-8.506463788462266,0.0231208689510822,14.144244194030762,0.7607908248901367,14.101322174072266,-0.8714499473571777,True,False,,True,,True,True,,full_6d,-105.5351791381836,6.432307720184326,0,0.7679199253935798,0.5781180398315231,163.4834837830907,-274.5215119340185,319.5135521138275,336.49158090526436,True
576582596231278592,135.18687119191983,0.9618664671050772,287.77519397233624,28.91518050770468,0.1364707650564392,0.0243032574653625,7.32757671275923,-4.587548644834675,0.0252094846218824,-3.13723209671052,0.0176219772547483,14.511561393737791,0.6358833312988281,14.4634428024292,-1.211238145828247,True,False,,True,,True,True,,full_6d,285.085693359375,7.087171077728272,1,2.3594560077684723,0.016787736815509328,-159.3538126307538,-108.97538847490767,193.0525133045784,344.300922815217,True
582019956109094912,133.2234745097028,5.099604628746366,293.00069094408946,29.250706022386996,0.136314147570968,0.0213782247155904,7.335995696847087,-1.5973063125525715,0.0229175928980112,-8.755419615493233,0.0163159258663654,14.258975982666016,0.6830024719238281,14.28695583343506,-0.7025076746940613,True,False,,True,,True,True,,full_6d,209.10215759277344,4.790733814239502,2,2.3251882711410525,0.08900489132156716,-55.548032177100005,-304.47906372336695,309.50457851961784,373.5194726310254,True
585206856201832576,134.26529167911133,8.060024591537305,295.48368094915907,31.54189414854167,0.1882703869619801,0.0189663413912057,5.311509771326614,-0.9164890398729542,0.0194737408310174,-12.086699298390943,0.0142348138615489,13.847180366516112,0.7661094665527344,13.827573776245115,-0.8818349838256836,True,False,,True,,True,True,,full_6d,140.45510864257812,4.41250467300415,3,2.3433714109510384,0.14067396691403705,-23.076325857469573,-304.3316389136332,305.2052805226969,335.9730655911818,True
626819694821103872,151.32000955454117,19.704904295223056,300.98383725429176,51.342414492098776,0.1120800873837305,0.0260783582925796,8.922191473462034,-0.5288137946359079,0.0245585646480321,-8.803908362477614,0.0201263669878244,14.352100372314451,0.5911359786987305,14.362244606018066,-0.902953326702118,True,False,,True,,True,True,,full_6d,-20.69414329528809,7.344954490661621,4,2.6410323908760214,0.34391545874201507,-22.366380929691996,-372.3646586051149,373.0357810907633,373.6093434869125,True
627719232771542912,149.07618280815726,19.946400600943075,302.4171890501234,49.42435294311933,0.1281757099887106,0.0221337806433439,7.801790215073336,-5.618473642019064,0.026249935850501,-9.08572382481746,0.0287728086113929,13.996207237243652,0.6429882049560547,13.982748985290527,-0.974173665046692,True,False,,True,,True,True,,full_6d,252.8891143798828,6.376136302947998,5,2.60187022630731,0.34813036440823225,-207.7944857736929,-336.0277951542143,395.08635440135873,469.0907498618977,True
628186009817147008,148.77256190311493,21.267368515676967,304.486468155066,49.56344622273544,0.1193789418616938,0.0254330672323703,8.376686745628453,-6.5297176867378,0.0271322522312402,2.918841911567566,0.0210847929120063,14.22931957244873,0.7246484756469727,14.143210411071776,-0.8680264353752136,True,False,,True,,True,True,,full_6d,138.9202880859375,15.283366203308104,6,2.596571041836437,0.3711856038335424,-259.2913818779827,115.90555503967491,284.0178135350826,316.1723657233959,True
635766627094916096,140.18121501096388,19.43667951802697,305.63865171990045,41.343739503891136,0.0991767526757983,0.0249252039939165,10.083008094335659,-0.3464754680929398,0.0303817819803953,-8.884152357084043,0.0283543318510055,14.400760650634766,0.6291484832763672,14.408048629760742,-0.7210740447044373,True,False,,True,,True,True,,full_6d,152.77268981933594,11.240147590637209,7,2.4466237513874187,0.33923405324451517,-16.56090281156524,-424.6464679263829,424.9692768004373,451.5953730707631,True
686327256981818752,134.5088016072972,22.63813996061554,311.7394027861607,37.33875308202308,0.1597824548457487,0.0253944192081689,6.2585094274924185,-2.540226902869004,0.0271332971751689,-13.735889837029546,0.0196083430200815,13.425740242004396,0.6386613845825195,13.385870933532717,-1.0108425617218018,True,False,,True,,True,True,,full_6d,152.37359619140625,6.17341423034668,8,2.347621460959177,0.3951100788400406,-75.36415332877722,-407.5201733419603,414.43026830532636,441.5542549947022,True
785226506833768704,170.66451389210872,45.89002755890149,355.63188751368466,64.28507073126752,0.0824003855754585,0.0206462983042001,12.135865542573775,-6.225367132661392,0.0134358331561088,-8.871887015478467,0.01711967587471,14.476067543029783,0.6115818023681641,14.455540657043455,-1.0836153030395508,True,False,,True,,True,True,,full_6d,9.537033081054688,7.793797016143799,9,2.9786576837328997,0.800932074733767,-358.1435441748313,-510.3970563554149,623.5158004175852,623.5887333574677,True
