galaxy,beta,rmse,maf,status
NGC2955,3.351825540449109,35.16009718099291,0.11630851543749654,ok
NGC2976,1.6681544446187593,32.32230770263737,1.1536089578356599,ok
NGC2998,1.9282700993377457,31.700046870472693,0.13145166654041202,ok
NGC3109,0.3363996986942072,30.017422360790253,0.5294927788905825,ok
NGC3198,1.655387064157483,38.159382737680524,0.25746697325953904,ok
NGC3521,4.486242195643775,81.18267040540663,0.2691075288569034,ok
NGC3726,1.4770739957545835,34.91172911261501,0.2007966114183772,ok
NGC3741,0.25053165258988,25.726879078457348,0.665093004434249,ok
NGC3769,0.8829049853524373,37.85698384453183,0.2948855410703372,ok
NGC3877,2.248485407684788,22.679534993296006,0.18902095792394455,ok
NGC3893,1.7620834793589086,28.450102725965124,0.1442952950026893,ok
NGC3917,1.1836402224684708,26.29455413418118,0.20765722568087552,ok
NGC3949,2.890418306451511,18.19030116906945,0.1082260077947558,ok
NGC3953,2.5235396269485895,14.184147756724208,0.060554841257650566,ok
NGC3972,1.4001196626132304,22.42427974592478,0.17553822490758292,ok
NGC3992,1.2867368843679827,51.767110659159584,0.1911457761291699,ok
NGC4010,1.2711328463937137,19.202609639324447,0.1895356149541985,ok
NGC4013,1.0671861329920695,39.15700050251919,0.18744331222101943,ok
NGC4051,2.1180175867320887,20.383680087488152,0.11458094047618035,ok
NGC4068,0.6770589099837256,10.00492993015058,0.7973739362269291,ok
NGC4085,2.505815582169521,23.153735167545815,0.27128371336237206,ok
NGC4088,2.1753992243060254,48.20200505781069,0.268109768029201,ok
NGC4100,1.4018792023421698,29.955994349063907,0.14836944099232105,ok
NGC4138,1.3641729200759503,29.52662843268889,0.17090833676559022,ok
NGC4157,1.4948161147233914,39.267828102089446,0.204550285781826,ok
NGC4183,0.8186239531648948,33.66722206341463,0.3130354080742918,ok
NGC4214,0.857868855612199,40.10141568339103,0.5288210015522113,ok
NGC4217,2.2954964359838765,56.83096491415471,0.36275663239920597,ok
NGC4389,2.473829848251855,46.817751105458626,0.7908075323304805,ok
NGC4559,0.9952579973761888,23.731188888202357,0.17284776359895931,ok
NGC5005,4.654049071413338,108.60093619992952,0.2769704631493935,ok
NGC5033,1.1475525687553925,54.495127375229664,0.2380112754128243,ok
NGC5055,1.7813950287277172,51.928333543569146,0.2548525396314222,ok
NGC5371,2.0961303196203436,36.304789165236606,0.14055244205420866,ok
NGC5585,1.0455340007048821,29.496440799706015,0.5666750102623839,ok
NGC5907,1.1183863223593458,43.438424080113,0.16940408009210792,ok
NGC5985,1.8295290314674146,81.41177156714177,0.28434149444394147,ok
NGC6015,1.1673107316655738,44.042762563389665,0.25396444814040964,ok
NGC6195,2.605128880301735,36.56348612264483,0.13575489528852944,ok
NGC6503,0.6752161614523668,41.86669722308698,0.33480888781872487,ok
NGC6674,0.8924425861989239,77.89350525641193,0.28778335276636346,ok
NGC6789,0.974766413503656,42.6880364869255,1.2302979520112411,ok
NGC6946,1.7956595906349067,40.99310385889063,0.1755741391032388,ok
NGC7331,1.9552448804102522,63.113349256814224,0.2108166662224223,ok
NGC7793,2.0306130613097872,28.762047054032717,0.44771725813229546,ok
NGC7814,1.8280801760309993,98.43367512484777,0.29456449235586996,ok
PGC51017,0.5249401656276432,2.881193219849216,0.12125869943457263,ok
UGC00128,0.3854365058715718,65.14548981040063,0.5125971108588876,ok
UGC00191,0.8785215770203499,24.562484330615707,0.322852001166792,ok
UGC00634,0.5004289905908769,48.88673309218803,0.47044526898796535,ok
UGC00731,0.3346471568535407,36.100349053808834,0.5965387187079473,ok
UGC00891,0.44598785694156057,25.7711147479352,0.4232042140178537,ok
UGC01230,0.6283204725926649,43.87246391452137,0.4150417492334396,ok
UGC01281,0.4690528754842038,18.61261093024138,0.47026222179239724,ok
UGC02023,0.7213954207889829,10.241153059446674,0.2613610490708135,ok
UGC02259,0.6801043222835056,39.45816398896202,0.49135953557637574,ok
UGC02455,1.6433215458431916,32.23054362223268,1.0712495681286736,ok
UGC02487,1.2292944893424615,109.7780612396913,0.2947526157841825,ok
UGC02885,1.1527116116067255,70.03595114530722,0.20712337848694384,ok
UGC02916,2.665119279002834,30.546453272785225,0.11700233388051347,ok
UGC02953,4.158259532909431,227.38381259607215,0.4259846228186334,ok
UGC03205,2.622331583761038,54.902664875636994,0.21112783726386133,ok
UGC03546,3.7498089143960938,133.05112378356094,0.4101986720950262,ok
UGC03580,2.251125924348242,72.26853472442521,0.5926943141961408,ok
UGC04278,0.588126828281282,27.881692892941782,0.46709817818560095,ok
UGC04305,0.6697397279498226,7.808679324780353,0.5228441944956428,ok
UGC04325,0.873310967882928,35.30995732729558,0.42721167415534755,ok
UGC04483,0.4967418842972747,14.47902998821789,1.077938429737973,ok
UGC04499,0.668154436974231,21.958056466107102,0.3037001769795511,ok
UGC05005,0.5253656312622932,33.66647361614081,0.32801296152866716,ok
UGC05253,4.172223522991017,137.20474618806685,0.3351197028767691,ok
UGC05414,0.7399795064207613,13.259441874185587,0.22726481508747912,ok
UGC05716,0.3845841108628935,35.043703056099545,0.5228169132120458,ok
UGC05721,0.8931998872857873,47.64440927420153,0.7525179211413295,ok
UGC05750,0.4516673569791647,20.871467534929305,0.46515894610469105,ok
UGC05764,0.44357610080299636,27.70795301635815,0.5752240332482027,ok
UGC05829,0.44566288957078704,20.70538070954539,0.4281195410951659,ok
UGC05918,0.3540192326938144,18.32627316215468,0.5105462186983263,ok
UGC05986,1.0646322616704986,40.152544438868944,0.33825437542597936,ok
UGC05999,0.49563860781676533,37.25501044523344,0.38102881944662903,ok
UGC06399,0.6970553829478342,29.051073415136592,0.3538239088630166,ok
UGC06446,0.5236730476194658,37.99672070379475,0.5021041369196249,ok
UGC06614,1.507243588820536,50.05222730755815,0.2136399921819917,ok
UGC06628,0.7228190982169416,7.876263210420582,0.1509767844431166,ok
UGC06667,0.3926074011383018,45.140835930530024,0.6598107399828924,ok
UGC06786,2.695809726841517,99.69056034480076,0.35236445834541724,ok
UGC06787,2.826099560007914,177.25396615594872,0.48366452737781956,ok
UGC06818,0.6830273433391503,20.49817764874111,0.292660063331208,ok
UGC06917,0.8650059931866209,31.299195404708833,0.3035098446563891,ok
UGC06923,1.0652140244628798,16.304151211581974,0.19187576090804107,ok
UGC06930,0.7619614777792925,31.866927136648286,0.29887106313116657,ok
UGC06973,3.0059013573177698,70.98001294293165,0.24786093658982158,ok
UGC06983,0.6654042108083386,42.919849888139844,0.3950876337731122,ok
UGC07089,0.680616366408354,15.243217274008932,0.18094869001244848,ok
UGC07125,0.44211504643668736,14.792619556888864,0.22626907914069105,ok
UGC07151,0.9471199325675005,17.569492662634325,0.26800808220392175,ok
UGC07232,1.1039151958373499,33.33343244804131,1.052032762179721,ok
UGC07261,0.8264267707117681,22.54962382035582,0.30800435465419046,ok
UGC07323,0.9688522584055381,10.956178649495463,0.13704443517774234,ok
UGC07399,0.7095475376504448,52.88389152116501,0.5751338530473271,ok
UGC07524,0.5326881798150778,27.09032212454329,0.43475638990985904,ok
UGC07559,0.5194300590136236,7.782927312939085,0.30765808933236816,ok
UGC07577,0.40048331727703534,3.8088886036312624,0.4681944247329958,ok
UGC07603,0.7202875959926787,28.32948242629983,0.4540937618963665,ok
UGC07608,0.4191442454649071,30.651515866883752,0.5495949514403979,ok
UGC07690,0.9511199910043608,27.381623818180568,0.4713210029892562,ok
UGC07866,0.5317238973662017,8.109715509152952,0.2885509440600412,ok
UGC08286,0.6732977839577025,37.12208219751906,0.47275963580505004,ok
UGC08490,0.5285105996841392,39.24532540769451,0.4948826880770569,ok
UGC08550,0.4662977178196733,25.724362753033656,0.4687091038754935,ok
UGC08699,1.9129497681963472,91.12497114882933,0.3507358239862423,ok
UGC08837,0.5434223581549162,8.232404010396891,0.23568787728432228,ok
UGC09037,1.2322693766680455,29.52813002123996,0.22200775842895892,ok
UGC09133,2.5735656438156633,84.57763018960222,0.23621481726554774,ok
UGC09992,0.5610176955327298,7.448258107880659,0.23273389158893504,ok
UGC10310,0.6475021619838467,22.63462798374998,0.34404457793466114,ok
UGC11455,2.8625776467550716,42.2463550467332,0.2551696185192656,ok
UGC11557,1.2785249333277362,23.31011210934337,1.2912339270779734,ok
UGC11820,0.48623983826490585,27.304076691623642,0.40103478627518385,ok
UGC11914,5.109169400032116,155.3076775761601,0.4174986526918592,ok
UGC12506,1.050381257968599,78.57378892676512,0.34624297462180503,ok
UGC12632,0.44907042877481923,28.629041295086783,0.45714664266659905,ok
UGC12732,0.4273975334748322,38.597502681566894,0.4828060350137482,ok
UGCA281,0.7326117662172782,25.629856676799292,1.4934162132067157,ok
UGCA442,0.39365581599512983,26.24352782959566,0.49132562489346154,ok
UGCA444,0.37539374644199014,14.243409092058304,0.4687660479432539,ok
