r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,mean_dw_pert,mean_sigma,mean_beta,r_scale,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms
5.03,214.0,178.85,6.0,NGC5907,0.0,178.85,0.0,9104.572564612326,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,0.35,1,2.0114086786106196,0.0,1.0,0.01140867861061956,0.01140867861061956,0.11488539360893897,372.23019504921217,0.004999310219954034,0.0024245695336931883,0.9944513939378957,2.3031813366766207,0.16664367403180116,0.24245695346931884,0.9212725346710483,1.0,372.23019504921217,1.690209141625826,2.915776394440751,178.87376624866593,35.12623375133407,35.150000000000006
7.55,220.0,207.41,6.0,NGC5907,0.0,207.41,0.0,6410.596026490066,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,0.35,1,2.0114086786106196,0.0,1.0,0.01140867861061956,0.01140867861061956,0.11488539360893897,372.23019504921217,0.004999310219954034,0.0024245695336931883,0.9944513939378957,2.3031813366766207,0.16664367403180116,0.24245695346931884,0.9212725346710483,1.0,372.23019504921217,0.7502094201370267,2.379933007887943,207.42365386117862,12.576346138821378,12.590000000000003
10.07,235.0,227.06,4.0,NGC5907,0.0,227.06,0.0,5484.111221449851,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,0.35,1,2.0114086786106196,0.0,1.0,0.01140867861061956,0.01140867861061956,0.11488539360893897,372.23019504921217,0.004999310219954034,0.0024245695336931883,0.9944513939378957,2.3031813366766207,0.16664367403180116,0.24245695346931884,0.9212725346710483,1.0,372.23019504921217,0.42171347214346505,2.060741290042176,227.06935120060675,7.9306487993932535,7.939999999999998
12.58,235.0,233.42476518141774,4.0,NGC5907,16.93,232.81,0.0,4389.904610492846,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,0.35,1,2.0114086786106196,0.0,1.0,0.01140867861061956,0.01140867861061956,0.11488539360893897,372.23019504921217,0.004999310219954034,0.0024245695336931883,0.9944513939378957,2.3031813366766207,0.16664367403180116,0.24245695346931884,0.9212725346710483,1.0,372.23019504921217,0.27021853442490074,1.8437324000692865,233.4320465342389,1.567953465761093,1.5752348185822598
17.61,231.0,219.46474090386363,2.0,NGC5907,31.1,217.25,0.0,3030.15332197615,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,0.35,2,2.0043292669740147,0.00707941163660486,0.9838270409654284,0.01140867861061956,0.011224166518811416,0.19962785082596518,372.23019504921217,0.004999310219954034,0.0024245695336931883,0.9944513939378957,2.3031813366766207,0.16664367403180116,0.24245695346931884,0.9212725346710483,1.0,372.23019504921217,0.23961500970198857,2.054171443879994,219.47435412895248,11.525645871047516,11.535259096136372
20.13,232.0,213.16109518390076,2.0,NGC5907,42.26,208.93,0.0,2673.820168902136,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,0.35,2,2.0043292669740147,0.00707941163660486,0.9838270409654284,0.01140867861061956,0.011224166518811416,0.19962785082596518,372.23019504921217,0.004999310219954034,0.0024245695336931883,0.9944513939378957,2.3031813366766207,0.16664367403180116,0.24245695346931884,0.9212725346710483,1.0,372.23019504921217,0.18337713419702895,1.9212968826774774,213.169753674651,18.83024632534901,18.838904816099244
22.65,225.0,205.51178384705827,7.0,NGC5907,53.67,198.38,0.0,2235.0993377483446,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,0.35,2,2.0043292669740147,0.00707941163660486,0.9838270409654284,0.01140867861061956,0.011224166518811416,0.19962785082596518,372.23019504921217,0.004999310219954034,0.0024245695336931883,0.9944513939378957,2.3031813366766207,0.16664367403180116,0.24245695346931884,0.9212725346710483,1.0,372.23019504921217,0.14484260212798475,1.8112661146830011,205.51976543616965,19.48023456383035,19.48821615294173
27.68,229.0,186.069371203323,2.0,NGC5907,54.3,177.97,0.0,1894.544797687861,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,0.35,3,2.002548894819335,0.0017803721546796325,0.9959078757333727,0.0043292669740147005,0.004311551075573627,0.24304517015699162,372.23019504921217,0.004999310219954034,0.0024245695336931883,0.9944513939378957,2.3031813366766207,0.16664367403180116,0.24245695346931884,0.9212725346710483,1.0,372.23019504921217,0.11807730260223408,1.807866072481543,186.07815368746552,42.921846312534484,42.93062879667701
30.2,218.0,181.25520378736718,2.0,NGC5907,64.08,169.55,0.0,1573.6423841059602,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,0.35,3,2.002548894819335,0.0017803721546796325,0.9959078757333727,0.0043292669740147005,0.004311551075573627,0.24304517015699162,372.23019504921217,0.004999310219954034,0.0024245695336931883,0.9944513939378957,2.3031813366766207,0.16664367403180116,0.24245695346931884,0.9212725346710483,1.0,372.23019504921217,0.09919384138119595,1.7307957735423662,181.26346723487808,36.73653276512192,36.74479621263282
32.71,214.0,173.52426141609132,2.0,NGC5907,61.58,162.23,0.0,1400.061143381229,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,0.35,3,2.002548894819335,0.0017803721546796325,0.9959078757333727,0.0043292669740147005,0.004311551075573627,0.24304517015699162,372.23019504921217,0.004999310219954034,0.0024245695336931883,0.9944513939378957,2.3031813366766207,0.16664367403180116,0.24245695346931884,0.9212725346710483,1.0,372.23019504921217,0.08455465205453812,1.6630642407026681,173.5322306739261,40.46776932607389,40.47573858390868
