galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,sigma_scale,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,mean_dw_pert,mean_sigma,mean_beta,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
UGC06917,1,1.74,5.24,3.49,3.5,0.35,2.0318717320396127,61.92095464486067,81.17999999999999,3.9799999999999995,5,10.47,1.74,1.794628911656008,0.557218260279359,0.0,1.0,0.03187173203961269,0.03187173203961269,0.11155106213864441,5391.419389271564,0.021287223407772782,0.010584508631839906,0.9813610287142799,0.7095741136257594,1.0584508632839906,0.7178515646628032,1.0,5391.419389271564,49.37714463002146,13.1273087401331,63.297163118813366
UGC06917,2,6.11,10.47,8.290000000000001,4.36,0.35000000000000003,2.010702714775933,68.8610731755489,105.0,4.316666666666666,6,10.47,1.74,1.794628911656008,0.557218260279359,0.021169017263679812,0.9627220574285598,0.03187173203961269,0.030683619442987673,0.24533164291007067,5391.419389271564,0.021287223407772782,0.010584508631839906,0.9813610287142799,0.7095741136257594,1.0584508632839906,0.7178515646628032,1.0,5391.419389271564,19.24631645066581,12.631388022542083,70.0099947312119
