galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,v_obs_segment_kms,v_vis_segment_kms,v_err_segment_kms,mass_bar_segment_msun,n_points,density_ref_gal_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_density_eff_msun_per_kpc3,alpha_geom_i,alpha_dens_i,Dw_i,state_term_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,causal_horizon_kpc,ell_info_kpc,c_info_gal,tau_struct_gal,propagation_term_i,history_term_i,delta_struct_i,DeltaD_i
UGC05986,1,0.63,3.13,1.88,2.5,1.18,65.62,53.532946336351,2.6319999999999997,1252678973.9118457,5,280998407.210728,5.5459999999999985,225870712.93037254,2.202839410538599,2.2753450915742484,2.239092251056424,0.461847732542442,2.2175392119960233,-0.009112686543117365,0.515472914597968,2.51,2.51,1.0,2.0,0.1580235789693341,0.47974319548820044,0.46900591772074535,0.46900591772074535
UGC05986,2,3.77,6.28,5.025,2.5100000000000002,1.18,113.0,72.79067351019327,3.068,6190520797.71245,5,280998407.210728,14.883045000000001,415944505.8260893,2.0940801956775545,2.2978921501936913,2.1959861729356227,0.5,2.188879812817919,-0.008565616787765906,0.5,2.51,2.51,1.0,2.0,0.17603932412806383,0.5067224832842883,0.5026889933137153,0.5026889933137153
UGC05986,3,6.9,9.41,8.155000000000001,2.51,1.18,111.6,59.828755730292514,4.101999999999999,6787089127.597766,5,280998407.210728,24.153478999999997,280998407.210728,2.065931902232632,2.197190126690791,2.1315610144617114,0.5479031073009865,2.163773593698667,-0.008021156268131675,0.4835875092219748,2.51,2.51,1.0,2.0,0.1713684383755389,0.5,0.5287418643805919,0.5287418643805919
