galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,Dw_smooth_i,dDw_dr_i,state_term_i,propagation_source_i,propagation_term_i,history_term_i,delta_struct_i,DeltaD_i,causal_horizon_kpc,ell_info_kpc,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
NGC3917,0.87,24.3,35.64,3.9,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.3003475010683854,2.272272080017139,-0.0057251500934896666,0.42354059180169756,0.4165484958049273,0.08359576833017618,0.42372344695708714,0.4236137338638534,0.4236137338638534,2.6250000000000004,2.6250000000000004,56335393.62140859,26.721457500000003,1,35.64,0.4666666666666667,0.19768640913646493
NGC3917,1.74,49.6,47.54,3.9,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.3003475010683854,2.272272080017139,-0.0057251500934896666,0.42354059180169756,0.4165484958049273,0.08359576833017618,0.42372344695708714,0.4236137338638534,0.4236137338638534,2.6250000000000004,2.6250000000000004,56335393.62140859,26.721457500000003,1,47.54,0.04153225806451617,0.017593634914506835
NGC3917,2.61,73.6,60.47,5.2,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.2935096478037553,2.269838891227406,-0.006283850477529529,0.43101252541407414,0.43433005153358933,0.08776126376705136,0.43409292233872787,0.43224468418393563,0.43224468418393563,2.6250000000000004,2.6250000000000004,72508940.31804904,31.85472440544413,1,60.47,0.17839673913043474,0.07711104216487871
NGC3917,3.5,101.0,74.08847953629498,4.4,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.2791903786142944,2.2647435076442,-0.007453834811165946,0.4466596334494039,0.47156672117714044,0.0964843012701547,0.45580782372616374,0.45031890956010784,0.45031890956010784,2.6250000000000004,2.6250000000000004,106378249.87101376,42.604389219197714,1,74.08847953629498,0.2664506976604457,0.1199877876219819
NGC3917,4.37,107.0,86.0731694548307,3.5,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.2651928907549337,2.259762627062864,-0.008597527362024019,0.46195512107944536,0.5079666117275781,0.10501131545858156,0.4770347498015224,0.4679869725682762,0.4679869725682762,2.6250000000000004,2.6250000000000004,139486451.3441366,53.112488531518636,2,86.0731694548307,0.19557785556232987,0.09152788852601036
NGC3917,5.24,115.0,97.28408400144393,3.5,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.2511954028955734,2.254781746481528,-0.00974121991288209,0.47725060870948677,0.5443665022780156,0.11353832964700841,0.498261675876881,0.4856550355764445,0.4856550355764445,2.6250000000000004,2.6250000000000004,172594652.8172594,63.62058784383956,2,97.28408400144393,0.15405144346570496,0.07481585925693957
NGC3917,6.11,123.0,105.04850308309966,3.9,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.240219011423281,2.2458122381290746,-0.010338000322964912,0.48856096790556897,0.563155000647339,0.11823913549324917,0.509789054317089,0.497052202470177,0.497052202470177,2.6250000000000004,2.6250000000000004,194807920.72141516,74.2071811119082,2,105.04850308309966,0.14594712940569382,0.07254334211530004
NGC3917,6.98,130.0,109.04986198982556,3.9,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.232263716338058,2.2328541020055037,-0.01038786859227248,0.4958861986676919,0.5643321068355482,0.11911373299730382,0.5116168851221462,0.5021784732494736,0.5021784732494736,2.6250000000000004,2.6250000000000004,206126255.05660382,84.87226833572457,2,109.04986198982556,0.16115490777057262,0.08092852554088589
NGC3917,7.85,134.0,111.3441242275496,3.5,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.2243084212528346,2.2198959658819324,-0.01043773686158005,0.5032114294298148,0.5655092130237573,0.11998833050135849,0.5134447159272034,0.5073047440287702,0.5073047440287702,2.6250000000000004,2.6250000000000004,217444589.39179248,95.53735555954093,3,111.3441242275496,0.16907369979440598,0.08577188999619827
NGC3917,8.72,136.0,110.78013043863056,3.9,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.2163531261676113,2.2069378297583615,-0.010487605130887619,0.5105366601919377,0.5666863192119665,0.12086292800541315,0.5152725467322606,0.5124310148080669,0.5124310148080669,2.6250000000000004,2.6250000000000004,228762923.72698116,106.2024427833573,3,110.78013043863056,0.18544021736301056,0.095025318769556
