galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,Dw_smooth_i,dDw_dr_i,state_term_i,propagation_source_i,propagation_term_i,history_term_i,delta_struct_i,DeltaD_i,causal_horizon_kpc,ell_info_kpc,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
ESO563-G021,0.45,18.9,65.19,9.78,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.10705888903762,2.111390544266966,-0.0007926064477973683,0.4933892781048106,0.43505579304746345,0.050733707522568464,0.27021865212468277,0.4041210277127595,0.4041210277127595,8.5,8.5,2671672080.6021585,4.166312500000001,1,65.19,2.4492063492063494,0.9897757869218856
ESO563-G021,1.34,58.3,120.17,10.5,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.10705888903762,2.111390544266966,-0.0007926064477973683,0.4933892781048106,0.43505579304746345,0.050733707522568464,0.27021865212468277,0.4041210277127595,0.4041210277127595,8.5,8.5,2671672080.6021585,4.166312500000001,1,120.17,1.0612349914236707,0.4288673753788753
ESO563-G021,2.23,74.1,137.48,5.69,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.10705888903762,2.111390544266966,-0.0007926064477973683,0.4933892781048106,0.43505579304746345,0.050733707522568464,0.27021865212468277,0.4041210277127595,0.4041210277127595,8.5,8.5,2671672080.6021585,4.166312500000001,1,137.48,0.8553306342780027,0.3456570949586329
ESO563-G021,3.12,119.0,146.18,4.27,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.107675716742279,2.111037834397696,-0.0008044297410458945,0.4929925887067224,0.43841585918113674,0.054494738848089176,0.2816277401638718,0.4084466492895822,0.4084466492895822,8.5,8.5,2906035339.6868567,5.264188020000001,1,146.18,0.22840336134453787,0.09329058762765417
ESO563-G021,4.01,141.0,157.86,3.76,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.1089093721515964,2.1103324146591564,-0.0008280763275429472,0.492199209910546,0.4451359914484833,0.0620168014991306,0.30444591624224987,0.4170978924432276,0.4170978924432276,8.5,8.5,3374761857.8562536,7.45993906,1,157.86,0.11957446808510648,0.049874258628317895
ESO563-G021,4.9,195.0,175.79,4.54,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.110143027560914,2.1096269949206166,-0.0008517229140399998,0.4914058311143696,0.4518561237158299,0.06953886415017203,0.327264092320628,0.42574913559687294,0.42574913559687294,8.5,8.5,3843488376.02565,9.655690100000001,1,175.79,0.09851282051282055,0.041941748178543244
ESO563-G021,5.79,227.0,199.19,4.2,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.111376682970232,2.108921575182077,-0.0008753695005370523,0.49061245231819317,0.4585762559831765,0.07706092680121346,0.3500822683990061,0.43440037875051835,0.43440037875051835,8.5,8.5,4312214894.195047,11.851441140000002,1,199.19,0.12251101321585904,0.053218830542078925
ESO563-G021,6.69,246.0,217.87,4.24,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.1126241996762833,2.1082082293790596,-0.0008992817790172179,0.48981015915352044,0.46537189535465057,0.08466750701013176,0.3731568284782648,0.44314882688341817,0.44314882688341817,8.5,8.5,4786208002.456235,14.071863540000003,2,217.87,0.11434959349593495,0.050673888212319315
ESO563-G021,7.58,268.0,228.65,5.56,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.113857855085601,2.1075028096405197,-0.0009229283655142705,0.489016780357344,0.4720920276219971,0.09218956966117317,0.3959750045566429,0.4518000700370636,0.4518000700370636,8.5,8.5,5254934520.625631,16.26761458,2,228.65,0.1468283582089552,0.06633706252223302
ESO563-G021,8.47,283.0,241.76,2.96,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.1150915104949184,2.1067973899019803,-0.000946574952011323,0.4882234015611676,0.47881215988934367,0.09971163231221461,0.418793180635021,0.460451313190709,0.460451313190709,8.5,8.5,5723661038.795029,18.463365620000005,2,241.76,0.14572438162544174,0.06709898288333867
ESO563-G021,10.23,291.0,260.94,9.81,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.112864595492451,2.1048817904048565,-0.001049132218991838,0.48963157690217796,0.5002941658262055,0.11231851279654617,0.447124045838186,0.47262856447658114,0.47262856447658114,8.5,8.5,5977587145.349638,24.505433086138055,2,260.94,0.10329896907216496,0.048822043464488075
ESO563-G021,12.06,310.0,275.0400029086679,4.74,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.1088573806824398,2.1027012667872484,-0.0011759957865017559,0.49217503725995465,0.5256006576570724,0.1246045180300398,0.4704939075151703,0.4835025853620409,0.4835025853620409,8.5,8.5,5997634770.638495,31.404071149458083,2,275.0400029086679,0.1127741841655875,0.05452660960615649
ESO563-G021,13.44,310.0,277.98028779033956,20.4,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.105835546563415,2.1010569375018395,-0.0012716633947879234,0.49409305654614694,0.5446842416606771,0.13386937443562516,0.4881170818945354,0.49170266668550233,0.49170266668550233,8.5,8.5,6012752652.003864,36.60632280376498,3,277.98028779033956,0.1032893942247111,0.05078767058062057
ESO563-G021,15.18,310.0,282.2671334038024,16.1,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.1020254078916008,2.0989836527506713,-0.001392287770453091,0.4965114286896068,0.5687461519260917,0.14555114990353715,0.5103376061119959,0.5020418996585624,0.5020418996585624,8.5,8.5,6031814328.508024,43.165683585282395,3,282.2671334038024,0.08946085998773418,0.044913100093330736
ESO563-G021,16.83,314.0,283.7363587910439,13.5,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.098412345357984,2.097017606865943,-0.0015066729542735087,0.49880471261874976,0.5915634806260538,0.15662869560586745,0.5314087928699325,0.5118463447192227,0.5118463447192227,8.5,8.5,6049890056.227487,49.38576708499716,3,283.7363587910439,0.09638102295845884,0.04933227430158665
ESO563-G021,18.56,317.0,277.4176075882712,12.7,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.0947618238946113,2.0942493088387195,-0.0015620560998747682,0.5010675706596358,0.6027963330325771,0.16207025091270014,0.5418769316476988,0.5173913150548609,0.5173913150548609,8.5,8.5,5966976173.275147,55.21600000000002,3,277.4176075882712,0.12486559120419177,0.06460437243823945
ESO563-G021,20.3,319.0,274.1903712751416,10.4,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.091227124942303,2.0907621666762313,-0.0015535845024887303,0.5032027119789073,0.6014767012614208,0.16140585933969387,0.5408480933101096,0.5182608645113882,0.5182608645113882,8.5,8.5,5782305830.596241,60.39250000000003,3,274.1903712751416,0.1404690555638194,0.07279961417360326
ESO563-G021,21.94,318.0,275.0623645648383,10.8,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.0878955696079435,2.087475434982852,-0.0015455997785156833,0.5052151440269563,0.6002329103966528,0.16077965119042356,0.5398783836126118,0.5190804398612185,0.5190804398612185,8.5,8.5,5608248726.002329,65.27150000000003,3,275.0623645648383,0.13502401080239534,0.0700883229191333
ESO563-G021,23.68,317.0,274.2245512349323,9.3,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.0843608706556354,2.0839882928203637,-0.0015371281811296456,0.507350285346228,0.5989132786254965,0.1601152596174173,0.5388495452750226,0.5199499893177457,0.5199499893177457,8.5,8.5,5423578383.323423,70.44800000000002,4,274.2245512349323,0.13493832418002435,0.07016118021595817
ESO563-G021,25.41,317.0,265.4585180400132,7.23,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.0808464860651217,2.0805211917047868,-0.001528705271084907,0.5094731557383773,0.5976012309449791,0.1594546863867846,0.5378266198014425,0.5208145413636033,0.5208145413636033,8.5,8.5,5239969364.453016,75.59475000000002,4,265.4585180400132,0.16259142574128332,0.08467997882710084
ESO563-G021,27.06,312.0,257.17034238029856,8.39,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.0774946163689676,2.077214418964496,-0.0015206718597705607,0.5114978587135485,0.5963498559895722,0.15882465989514072,0.5368509972399356,0.5216391141241034,0.5216391141241034,8.5,8.5,5064850936.050606,80.50350000000002,4,257.17034238029856,0.17573608211442768,0.09167081419381073
