galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,v_model_kmps,residual_kmps,abs_residual_kmps,frac_residual
UGCA444,0.12,6.48,2.6,-0.66,2.2,0.0,349.9200000000001,2.296867431960321,4.18313256803968,4.18313256803968,0.6455451493888394
UGCA444,0.19,8.6,2.65,0.47,2.24,0.0,389.2631578947368,2.4422263006535543,6.157773699346445,6.157773699346445,0.716020197598424
UGCA444,0.26,10.2,3.03,1.82,2.72,0.0,400.15384615384613,3.541949130842462,6.658050869157537,6.658050869157537,0.6527500852115233
UGCA444,0.33,11.7,3.55,3.08,2.9,0.0,414.81818181818176,4.6014862079269045,7.098513792073095,7.098513792073095,0.606710580519068
UGCA444,0.4,12.7,3.75,4.2,2.92,0.0,403.22499999999997,5.582003003666519,7.11799699633348,7.11799699633348,0.5604722044357071
UGCA444,0.47,14.1,3.43,5.32,3.03,0.0,423.00000000000006,6.668021618758971,7.431978381241029,7.431978381241029,0.5270906653362432
UGCA444,0.55,16.0,3.33,6.65,3.44,0.0,465.45454545454544,8.110600392558366,7.889399607441634,7.889399607441634,0.4930874754651021
UGCA444,0.62,18.1,2.66,7.97,3.69,0.0,528.4032258064517,9.478242304917593,8.621757695082408,8.621757695082408,0.47634020414819933
UGCA444,0.69,21.2,3.78,9.25,3.81,0.0,651.3623188405797,10.80332957674589,10.39667042325411,10.39667042325411,0.49040898222896745
UGCA444,0.76,21.6,3.33,10.36,3.95,0.0,613.8947368421053,12.003383932364702,9.5966160676353,9.5966160676353,0.4442877809090416
UGCA444,0.83,23.3,3.09,11.58,4.15,0.0,654.0843373493976,13.312592150211902,9.987407849788099,9.987407849788099,0.4286441137248111
UGCA444,0.9,24.5,3.26,12.39,4.32,0.0,666.9444444444445,14.260035310981802,10.239964689018198,10.239964689018198,0.41795774240890604
UGCA444,0.97,24.4,3.29,13.1,4.46,0.0,613.7731958762886,15.09926225533214,9.300737744667858,9.300737744667858,0.38117777642081385
UGCA444,1.04,25.3,2.78,13.71,4.57,0.0,615.4711538461538,15.831305653306407,9.468694346693594,9.468694346693594,0.37425669354520136
UGCA444,1.11,25.4,2.78,14.22,4.69,0.0,581.2252252252251,16.472816607049594,8.927183392950404,8.927183392950404,0.3514639131082836
UGCA444,1.19,25.9,2.73,14.63,4.81,0.0,563.7058823529411,17.041988718918144,8.858011281081854,8.858011281081854,0.342008157570728
UGCA444,1.26,26.7,2.67,14.83,4.88,0.0,565.7857142857142,17.39551270821923,9.30448729178077,9.30448729178077,0.3484826701041487
UGCA444,1.33,27.1,3.16,15.03,4.95,0.0,552.187969924812,17.752232104205948,9.347767895794053,9.347767895794053,0.3449360847156477
UGCA444,1.4,28.6,3.34,15.13,5.03,0.0,584.2571428571429,18.038095478018487,10.561904521981514,10.561904521981514,0.36929736090844456
UGCA444,1.48,28.9,3.21,15.24,5.09,0.0,564.331081081081,18.36437306759658,10.535626932403417,10.535626932403417,0.36455456513506634
UGCA444,1.55,30.4,4.14,15.34,5.13,0.0,596.2322580645161,18.66014655476581,11.73985344523419,11.73985344523419,0.3861793896458615
UGCA444,1.62,30.8,4.35,15.54,5.17,0.0,585.5802469135803,19.048493918073316,11.751506081926685,11.751506081926685,0.3815424052573599
UGCA444,1.69,30.5,4.56,15.54,5.21,0.0,550.4437869822485,19.268068849587472,11.231931150412528,11.231931150412528,0.36826003771844357
UGCA444,1.75,33.0,4.04,15.54,5.22,0.0,622.2857142857143,19.46493645264955,13.53506354735045,13.53506354735045,0.4101534408288015
UGCA444,1.83,32.1,4.35,15.64,5.25,0.0,563.0655737704918,19.8225207331371,12.277479266862901,12.277479266862901,0.3824759896218972
UGCA444,1.9,32.9,4.36,15.64,5.28,0.0,569.6894736842105,20.06015107238976,12.839848927610237,12.839848927610237,0.3902689643650528
UGCA444,1.97,34.2,4.9,15.64,5.3,0.0,593.7258883248732,20.31076696787458,13.889233032125421,13.889233032125421,0.40611792491594795
UGCA444,2.04,32.6,3.98,15.64,5.31,0.0,520.9607843137255,20.55147852611721,12.04852147388279,12.04852147388279,0.36958654827861315
UGCA444,2.11,33.7,4.73,15.74,5.33,0.0,538.2417061611376,20.860562925322967,12.839437074677036,12.839437074677036,0.3809921980616331
UGCA444,2.19,33.8,4.67,15.64,5.35,0.0,521.6621004566209,21.05894361244297,12.741056387557027,12.741056387557027,0.3769543309928115
UGCA444,2.26,34.9,3.74,15.64,5.36,0.0,538.9424778761063,21.3033619899106,13.5966380100894,13.5966380100894,0.38958848166445276
UGCA444,2.33,36.1,5.47,15.64,5.39,0.0,559.3175965665235,21.56934252575061,14.530657474249391,14.530657474249391,0.4025112873753294
UGCA444,2.4,37.2,5.39,15.24,5.42,0.0,576.6000000000001,21.568689279080044,15.63131072091996,15.63131072091996,0.42019652475591285
UGCA444,2.48,37.6,7.1,14.73,5.5,0.0,570.0645161290323,21.57046008173744,16.02953991826256,16.02953991826256,0.4263175510176213
UGCA444,2.55,35.6,4.73,14.22,5.46,0.0,497.00392156862756,21.498762240281476,14.101237759718526,14.101237759718526,0.3961021842617563
UGCA444,2.62,38.3,7.78,13.81,5.25,0.0,559.8816793893129,21.46940865928051,16.830591340719486,16.830591340719486,0.43944102717283257
