galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,v_model_kmps,residual_kmps,abs_residual_kmps,frac_residual
UGC05253,0.13,232.0,33.4,-2.47,8.23,149.99,414030.7692307692,150.2359274607775,81.7640725392225,81.7640725392225,0.3524313471518211
UGC05253,0.25,233.0,16.9,-2.73,15.54,220.78,217156.0,222.3172274586722,10.682772541327807,10.682772541327807,0.0458488091902481
UGC05253,0.38,234.0,14.6,-2.63,23.07,253.99,144094.73684210525,256.02620352195373,-22.026203521953732,22.026203521953732,-0.09412907488014416
UGC05253,0.51,235.0,10.6,-2.41,30.21,269.15,108284.3137254902,271.77109796640417,-36.77109796640417,36.77109796640417,-0.15647275730384752
UGC05253,0.63,236.0,9.12,-2.13,36.51,276.27,88406.3492063492,279.57464994141526,-43.57464994141526,43.57464994141526,-0.18463834720938668
UGC05253,0.76,237.0,10.3,-1.79,43.02,278.6,73906.57894736843,282.7918660249352,-45.79186602493519,45.79186602493519,-0.1932146245777856
UGC05253,0.89,238.0,9.95,-1.58,49.25,279.31,63644.94382022472,284.50217923570443,-46.50217923570443,46.50217923570443,-0.19538730771304383
UGC05253,1.01,239.0,3.51,-1.03,54.76,280.44,56555.44554455445,286.61065418065823,-47.61065418065823,47.61065418065823,-0.1992077580780679
UGC05253,1.14,240.0,3.18,0.66,60.48,280.12,50526.31578947369,287.44536070332543,-47.445360703325434,47.445360703325434,-0.19768900293052263
UGC05253,1.27,240.0,5.19,1.42,65.96,277.94,45354.330708661415,286.53575098033554,-46.535750980335536,46.535750980335536,-0.19389896241806473
UGC05253,1.39,241.0,3.54,1.91,70.82,277.61,41784.89208633094,287.3774305505999,-46.37743055059991,46.37743055059991,-0.19243747116431498
UGC05253,1.52,242.0,2.6,2.31,75.88,276.52,38528.94736842105,287.62088917508214,-45.62088917508214,45.62088917508214,-0.18851607097141382
UGC05253,1.65,242.0,1.75,2.69,80.73,274.47,35493.333333333336,286.98032143313395,-44.98032143313395,44.98032143313395,-0.18586909683113204
UGC05253,1.77,243.0,1.94,3.02,85.03,272.42,33361.016949152545,286.27125718427425,-43.27125718427425,43.27125718427425,-0.1780710172192356
UGC05253,1.9,244.0,3.09,3.34,89.52,270.29,31334.736842105263,285.6239224747551,-41.62392247475509,41.62392247475509,-0.17058984620801268
UGC05253,2.03,244.0,1.6,3.66,93.85,268.35,29328.078817733993,285.18817575394826,-41.18817575394826,41.18817575394826,-0.1688039989915912
UGC05253,2.16,244.0,3.0,3.96,97.99,266.67,27562.96296296296,285.0087114280279,-41.00871142802788,41.00871142802788,-0.16806848945913067
UGC05253,2.28,245.0,2.19,4.26,101.66,265.58,26326.754385964916,285.2805541740707,-40.28055417407069,40.28055417407069,-0.1644104252002885
UGC05253,2.41,245.0,3.01,4.56,105.49,264.78,24906.639004149376,285.93135030958894,-40.931350309588936,40.931350309588936,-0.16706673595750587
UGC05253,2.54,246.0,2.64,4.87,109.17,264.37,23825.1968503937,286.93667888554245,-40.93667888554245,40.93667888554245,-0.16640926376236767
UGC05253,2.66,246.0,2.38,5.17,112.45,264.0,22750.375939849622,287.8664384569081,-41.8664384569081,41.8664384569081,-0.17018877421507358
UGC05253,2.79,246.0,3.72,5.46,115.87,263.68,21690.322580645163,288.9328051465684,-42.9328051465684,42.9328051465684,-0.17452359815678212
UGC05253,2.92,247.0,3.54,5.76,119.17,263.16,20893.49315068493,289.80546421671363,-42.80546421671363,42.80546421671363,-0.17330147456159364
UGC05253,3.04,247.0,3.74,6.05,122.1,262.58,20068.75,290.5040858402251,-43.504085840225116,43.504085840225116,-0.17612990218714622
UGC05253,3.17,247.0,5.11,6.34,125.13,261.72,19245.741324921135,291.0230676249992,-44.023067624999214,44.023067624999214,-0.17823104301619114
UGC05253,3.3,247.0,3.63,6.65,128.05,260.64,18487.57575757576,291.3307220151436,-44.33072201514358,44.33072201514358,-0.17947660734875942
UGC05253,3.42,247.0,3.84,6.94,130.65,259.42,17838.88888888889,291.40294694780437,-44.40294694780437,44.40294694780437,-0.17976901598301362
UGC05253,3.55,248.0,5.12,7.23,133.35,257.92,17325.070422535213,291.3015221207484,-43.301522120748416,43.301522120748416,-0.17460291177721135
UGC05253,3.68,248.0,2.77,7.53,135.94,256.73,16713.043478260868,291.45502635889625,-43.45502635889625,43.45502635889625,-0.17522188047942036
UGC05253,3.8,248.0,3.24,7.83,138.27,255.39,16185.263157894738,291.38172367165527,-43.381723671655266,43.381723671655266,-0.1749263051276422
UGC05253,3.93,248.0,6.79,8.14,140.68,253.66,15649.872773536896,291.03242532382,-43.03242532382001,43.03242532382001,-0.17351784404766132
UGC05253,4.06,248.0,8.39,8.44,143.0,251.85,15148.768472906406,290.59939967223755,-42.59939967223755,42.59939967223755,-0.1717717728719256
UGC05253,4.18,248.0,2.73,8.74,145.04,249.97,14713.875598086126,289.9954225326063,-41.99542253260631,41.99542253260631,-0.16933638117986416
UGC05253,4.31,248.0,13.7,9.04,147.17,247.82,14270.069605568448,289.23146075395204,-41.231460753952035,41.231460753952035,-0.16625589013690337
UGC05253,4.44,248.0,4.89,9.34,149.24,245.63,13852.25225225225,288.43242725093324,-40.432427250933245,40.432427250933245,-0.16303398085053727
UGC05253,4.56,248.0,5.71,9.66,151.08,243.5,13487.719298245614,287.59361430648084,-39.593614306480845,39.593614306480845,-0.15965167059064858
UGC05253,4.69,248.0,15.1,9.96,152.98,241.12,13113.859275053304,286.6012759738953,-38.601275973895326,38.601275973895326,-0.15565030634635213
UGC05253,4.82,248.0,10.5,10.27,154.8,238.76,12760.165975103733,285.61198414958864,-37.611984149588636,37.611984149588636,-0.1516612264096316
UGC05253,4.94,248.0,1.58,10.63,156.43,236.51,12450.202429149796,284.63955608780884,-36.63955608780884,36.63955608780884,-0.14774014551535825
UGC05253,4.99,248.0,4.77,10.73,157.09,235.57,12325.450901803606,284.22698832071677,-36.22698832071677,36.22698832071677,-0.1460765658093418
UGC05253,5.07,248.0,4.36,10.94,158.13,234.04,12130.966469428007,283.5469222013614,-35.54692220136138,35.54692220136138,-0.14333436371516686
UGC05253,5.2,248.0,8.45,11.25,159.77,231.52,11827.692307692307,282.40729592180315,-34.407295921803154,34.407295921803154,-0.1387390964588837
UGC05253,5.45,247.0,8.25,11.88,162.71,226.76,11194.311926605504,280.24120162792775,-33.24120162792775,33.24120162792775,-0.13457976367582086
UGC05253,5.58,247.0,2.34,12.19,164.01,224.24,10933.512544802867,278.98173558472405,-31.98173558472405,31.98173558472405,-0.12948071086932814
UGC05253,5.7,247.0,2.34,12.5,165.02,222.01,10703.333333333332,277.80504943190806,-30.80504943190806,30.80504943190806,-0.12471679931946583
UGC05253,5.83,247.0,6.13,12.81,165.84,219.54,10464.665523156089,276.340674331277,-29.340674331277,29.340674331277,-0.11878815518735628
UGC05253,6.47,247.0,6.89,14.58,169.31,208.79,9429.52086553323,270.1315819926742,-23.131581992674228,23.131581992674228,-0.09365012952499688
UGC05253,6.59,246.0,5.95,14.9,170.15,206.9,9183.00455235205,269.22109406557445,-23.221094065574448,23.221094065574448,-0.09439469132347336
UGC05253,6.66,246.0,2.29,15.11,170.65,205.85,9086.486486486487,268.74395265729214,-22.74395265729214,22.74395265729214,-0.09245509210281358
UGC05253,6.72,246.0,4.73,15.31,171.08,204.88,9005.357142857143,268.2870326532106,-22.287032653210588,22.287032653210588,-0.09059769371223816
UGC05253,6.85,246.0,3.02,15.63,172.07,202.98,8834.452554744526,267.4932096144963,-21.493209614496323,21.493209614496323,-0.08737077079063546
UGC05253,6.97,246.0,5.81,16.04,173.03,201.26,8682.35294117647,266.8362889298697,-20.83628892986968,20.83628892986968,-0.08470036150353528
UGC05253,7.1,246.0,6.32,16.36,174.15,199.41,8523.38028169014,266.1946190099734,-20.194619009973394,20.194619009973394,-0.0820919471950138
UGC05253,7.23,246.0,8.92,16.67,175.27,197.66,8370.1244813278,265.6431674067016,-19.643167406701593,19.643167406701593,-0.07985027401098209
UGC05253,8.32,246.0,2.13,19.69,182.58,184.24,7273.557692307692,261.0878876736048,-15.087887673604826,15.087887673604826,-0.06133287672197084
UGC05253,10.0,245.0,2.18,23.65,183.56,168.07,6002.5,250.99895615293877,-5.998956152938774,5.998956152938774,-0.024485535318117445
UGC05253,11.61,245.0,0.94,26.98,182.9,155.97,5170.111972437554,243.10750372804097,1.8924962719590326,1.8924962719590326,0.007724474579424623
UGC05253,13.35,246.0,2.02,29.27,173.27,145.45,4533.033707865168,230.7514597704489,15.24854022955111,15.24854022955111,0.06198593589248419
UGC05253,14.98,245.0,1.33,30.52,164.53,137.31,4007.0093457943926,221.87724971706277,23.122750282937233,23.122750282937233,0.09437857258341728
UGC05253,16.61,245.0,1.36,32.19,157.52,130.4,3613.7868753762796,216.1472846279559,28.852715372044088,28.852715372044088,0.11776618519201669
UGC05253,18.34,245.0,1.59,34.17,152.73,124.1,3272.9007633587785,213.42163762189463,31.578362378105368,31.578362378105368,0.12889127501267497
UGC05253,19.97,245.0,2.03,36.46,150.07,118.93,3005.7586379569357,213.0794649316854,31.920535068314592,31.920535068314592,0.13028789823801876
UGC05253,21.6,245.0,2.36,38.96,146.26,114.35,2778.935185185185,212.5357802058333,32.464219794166695,32.464219794166695,0.13250701956802732
UGC05253,23.33,244.0,4.61,41.25,143.04,110.03,2551.9074153450497,212.91351695869778,31.086483041302216,31.086483041302216,0.1274036190217304
UGC05253,26.7,243.0,10.6,44.17,136.92,102.85,2211.5730337078653,214.22374085824256,28.776259141757436,28.776259141757436,0.11842081951340508
UGC05253,29.95,239.0,17.0,44.8,130.32,97.11,1907.212020033389,215.10878690973797,23.891213090262028,23.891213090262028,0.09996323468728882
UGC05253,33.32,231.0,18.3,44.07,123.68,92.07,1601.4705882352941,215.80958608329044,15.19041391670956,15.19041391670956,0.06575936760480329
UGC05253,36.68,219.0,12.1,44.17,117.57,87.75,1307.5517993456924,216.4362752008843,2.563724799115704,2.563724799115704,0.011706505932035177
UGC05253,39.94,210.0,7.5,43.75,111.91,84.09,1104.1562343515272,216.53881800386307,-6.538818003863071,6.538818003863071,-0.031137228589824147
UGC05253,43.3,210.0,3.56,43.34,107.39,80.76,1018.4757505773673,217.25694117501902,-7.256941175019023,7.256941175019023,-0.034556862738185826
UGC05253,46.67,212.0,2.64,44.9,104.0,77.79,963.0169273623312,219.1616612789861,-7.161661278986088,7.161661278986088,-0.03378142112729287
UGC05253,49.92,213.0,6.5,46.88,101.06,75.22,908.8341346153845,221.38971522747852,-8.389715227478518,8.389715227478518,-0.039388334401307595
UGC05253,53.29,218.0,6.53,47.82,96.26,72.8,891.7995871645712,222.90875931472206,-4.908759314722062,4.908759314722062,-0.022517244562945238
