galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,v_model_kmps,residual_kmps,abs_residual_kmps,frac_residual
NGC3769,1.74,87.5,9.4,11.85,126.23,0.0,4400.14367816092,126.78499674646051,-39.28499674646051,39.28499674646051,-0.4489713913881201
NGC3769,3.5,106.0,7.1,22.09,136.2,0.0,3210.285714285714,137.9797380052593,-31.979738005259293,31.979738005259293,-0.30169564155904993
NGC3769,5.24,116.0,5.3,28.99,123.81,0.0,2567.93893129771,127.15870477478134,-11.158704774781341,11.158704774781341,-0.09619573081708054
NGC3769,6.98,125.0,5.7,34.81,109.91,0.0,2238.538681948424,116.2357244697783,8.764275530221695,8.764275530221695,0.07011420424177356
NGC3769,8.72,126.0,4.4,36.96,98.62,0.0,1820.6422018348624,109.19436867320671,16.80563132679329,16.80563132679329,0.13337802640312135
NGC3769,10.47,123.0,4.4,36.75,89.83,0.0,1444.9856733524355,105.1946815900693,17.805318409930706,17.805318409930706,0.14475868625959923
NGC3769,12.31,118.0,4.6,34.7,83.14,0.0,1131.1129163281885,102.95223487176145,15.047765128238552,15.047765128238552,0.12752343329015722
NGC3769,14.52,115.0,6.4,34.16,76.18,0.0,910.8126721763085,101.88174569246439,13.118254307535608,13.118254307535608,0.11407177658726615
NGC3769,17.07,122.0,15.2,34.92,70.2,0.0,871.9390743995314,103.47581025376527,18.524189746234725,18.524189746234725,0.15183762087077643
NGC3769,31.82,121.0,10.2,33.73,50.64,0.0,460.1194217473287,120.1800498992475,0.819950100752493,0.819950100752493,0.006776447113656966
NGC3769,34.61,118.0,10.4,32.54,48.51,0.0,402.31147067321587,122.69967692236486,-4.6996769223648585,4.6996769223648585,-0.03982777052851575
NGC3769,37.16,113.0,10.5,31.57,46.75,0.0,343.62217438105495,124.66343531279553,-11.663435312795528,11.663435312795528,-0.10321624170615512
