galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,dsigma_dr,a_bar_kmps2_per_kpc,a_topo_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_topo_kmps,v_model_kmps,g_scale,lambda_reorg,l0_kpc
ESO116-G012,0.25,20.9,3.4,0.14799511644901656,-0.014189173075680453,1201.5091999999997,44.39853493470497,1245.9077349347046,17.33139636613276,3.3316112818989314,17.64870912371996,300.0,0.0,1.0
ESO116-G012,0.83,40.0,3.29,0.1397653960651219,-0.13239463227877038,1476.4356626506026,41.92961881953657,1518.365281470139,35.00630800298712,5.8992867043580235,35.499903994521105,300.0,0.0,1.0
ESO116-G012,1.38,51.5,2.96,0.005298087261910792,0.022426241870567742,1911.7377536231888,1.5894261785732375,1913.327179801762,51.36339260601854,1.481015910255885,51.38474003171011,300.0,0.0,1.0
ESO116-G012,1.85,67.9,3.45,0.12304008960452884,0.17219357220585985,2073.3475675675672,36.91202688135865,2110.259594448926,61.93297183245771,8.263609969650885,62.481839359373154,300.0,0.0,1.0
ESO116-G012,2.68,80.2,2.93,0.15116168697405424,0.01239597772306586,1423.9894402985074,45.348506092216276,1469.3379463907236,61.77614183485401,11.024245839382376,62.752097146845536,300.0,0.0,1.0
ESO116-G012,3.19,83.3,3.08,0.15075066041028493,0.000504598341969642,1338.141473354232,45.22519812308548,1383.3666714773174,65.33506944972203,12.011177378285721,66.42996072565934,300.0,0.0,1.0
ESO116-G012,3.68,91.4,2.83,0.1516148918736422,0.0013628761684473523,1263.819483695652,45.484467562092654,1309.3039512577448,68.19718249312064,12.937652052381877,69.4135328349487,300.0,0.0,1.0
ESO116-G012,4.13,102.0,5.4,0.15206252399402634,0.000722660836644233,1185.491162227603,45.6187571982079,1231.1099194258109,69.97198367918405,13.726087105530063,71.30556757525038,300.0,0.0,1.0
ESO116-G012,5.23,105.0,4.21,0.15212586553106575,6.505784747422305e-05,921.5539770554492,45.63775965931973,967.1917367147689,69.42425584765024,15.449449278800918,71.12251952102261,300.0,0.0,1.0
ESO116-G012,6.05,109.0,2.1,0.15218378200467272,4.039006635557507e-05,719.8357851239671,45.65513460140182,765.4909197253689,65.99247305564477,16.619674014206204,68.05306800092471,300.0,0.0,1.0
ESO116-G012,6.81,108.0,2.1,0.15219317784944075,8.159906964969044e-06,576.176798825257,45.65795335483222,621.8347521800893,62.639955300111765,17.633226090151723,65.07453159529008,300.0,0.0,1.0
ESO116-G012,7.56,109.0,2.1,0.15219618697209092,3.0370958007674975e-06,504.83096560846565,45.65885609162728,550.4898217000929,61.778006604292436,18.579046047973026,64.51126298602983,300.0,0.0,1.0
ESO116-G012,8.32,110.0,2.1,0.15219774423273622,2.063922098657911e-06,452.3871754807692,45.65932326982087,498.04649875059005,61.35031621760397,19.490653390918162,64.37194163301982,300.0,0.0,1.0
ESO116-G012,9.09,111.0,2.33,0.15219934507276042,2.7092548358226276e-06,403.5628712871287,45.659803521828124,449.2226748089568,60.56720647347044,20.372717393941773,63.901753606715815,300.0,0.0,1.0
ESO116-G012,9.86,112.0,4.74,0.15220191648518339,3.3394966531995593e-06,333.2437322515214,45.66057494555501,378.90430719707643,57.32175154337139,21.218229637817863,61.12279827497407,300.0,0.0,1.0
