galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,dsigma_dr,a_bar_kmps2_per_kpc,a_topo_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_topo_kmps,v_model_kmps,g_scale,lambda_reorg,l0_kpc
UGC02487,9.93,377.0,10.3,0.13777986677301857,-0.003731962196435333,10967.31556898288,41.33396003190557,11008.649529014785,330.0082477757185,20.259472429380345,330.62953561821547,300.0,0.0,1.0
UGC02487,10.05,377.0,19.7,0.13733203130944632,-0.003243111074556271,10875.680686567164,41.1996093928339,10916.880295959998,330.60639875840275,20.348367855874354,331.23201381267177,300.0,0.0,1.0
UGC02487,10.35,378.0,10.8,0.13672573632848875,-0.001902367850023326,10666.439584541064,41.01772089854663,10707.45730543961,332.2614177120179,20.60420858222799,332.8996592237666,300.0,0.0,1.0
UGC02487,15.07,367.0,10.7,0.1365550993072415,0.0005922570961582468,6914.33191108162,40.96652979217245,6955.298440873793,322.7986708460864,24.846842937645796,323.7535289444241,300.0,0.0,1.0
UGC02487,20.09,364.0,6.67,0.1428833482246756,0.0011274909158334578,4778.123175709307,42.865004467402684,4820.98818017671,309.82655567268597,29.345492664975314,311.2131946748886,300.0,0.0,1.0
UGC02487,25.12,375.0,6.19,0.14788371803088116,0.0005977944121744409,3492.0075477707,44.36511540926435,3536.3726631799645,296.174322992389,33.38340454598243,298.0497966767981,300.0,0.0,1.0
UGC02487,30.14,383.0,3.82,0.14889910048586968,0.00013025497756917123,2673.1371499668217,44.66973014576091,2717.8068801125823,283.84565119092457,36.69258326410439,286.2074411446936,300.0,0.0,1.0
UGC02487,35.17,378.0,2.21,0.14919133887206565,3.559777543823972e-05,1982.1674779641737,44.757401661619696,2026.9248796257934,264.0318734547024,39.67515364102784,266.9961573065035,300.0,0.0,1.0
UGC02487,40.19,364.0,4.0,0.14925730770782797,8.848480724406999e-06,1511.1649415277432,44.77719231234839,1555.9421338400916,246.4421209939567,42.42163786363371,250.06661984165996,300.0,0.0,1.0
UGC02487,45.21,349.0,3.0,0.1492801776185387,4.674783536528712e-06,1194.779708029197,44.78405328556161,1239.5637613147587,232.41340451875834,44.996522632757305,236.7291229423204,300.0,0.0,1.0
UGC02487,50.24,338.0,3.08,0.1493042916652297,4.37594606570238e-06,959.939289410828,44.79128749956892,1004.730576910397,219.60726285803938,47.437477630859995,224.6723485077288,300.0,0.0,1.0
UGC02487,55.26,332.0,2.19,0.14932416423016692,3.189639932737673e-06,788.8512160694896,44.79724926905008,833.6484653385397,208.7867768801463,49.75435653897764,214.63320850839395,300.0,0.0,1.0
UGC02487,60.28,330.0,1.61,0.1493363156501544,2.005527625623116e-06,666.8806984074319,44.80089469504632,711.6815931024781,200.49830049155028,51.96727751400291,207.12355354284887,300.0,0.0,1.0
UGC02487,65.31,329.0,2.2,0.14934431147305674,1.2207232763222081e-06,563.3098974123412,44.80329344191702,608.1131908542583,191.80659373441782,54.09346628467805,199.2884153549614,300.0,0.0,1.0
UGC02487,70.33,330.0,3.53,0.14934859128981823,6.577830978047455e-07,483.5255993175031,44.80457738694547,528.3301767044486,184.4081218384917,56.13471232333764,192.76270730518357,300.0,0.0,1.0
UGC02487,75.35,332.0,13.4,0.1493509156153587,3.414211423823088e-07,417.8758168546782,44.80527468460761,462.68109153928583,177.4456051864909,58.10402264460855,186.71641665232647,300.0,0.0,1.0
UGC02487,80.38,333.0,15.3,0.14935202013803878,2.1958701392995333e-07,363.86430579746207,44.805606041411636,408.6699118388737,171.0187501416146,60.012287188613854,181.2426205769732,300.0,0.0,1.0
