galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,dsigma_dr,a_bar_kmps2_per_kpc,a_topo_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_topo_kmps,v_model_kmps,g_scale,lambda_reorg,l0_kpc
KK98-251,0.25,4.25,2.0,0.13608888148910864,0.006634352033262591,47.1652,40.82666444673259,87.99186444673259,3.433846240005513,3.194787334343735,4.690198941589061,300.0,0.0,1.0
KK98-251,0.41,6.84,2.0,0.13715037781443065,0.003983578055475445,64.55439024390245,41.1451133443292,105.69950358823164,5.14463798532025,4.107249258466665,6.583068924990454,300.0,0.0,1.0
KK98-251,0.57,9.56,2.0,0.1373636264668608,0.00039438550261089445,80.8421052631579,41.20908794005824,122.05119320321614,6.788225099390856,4.846563744121519,8.34081411648966,300.0,0.0,1.0
KK98-251,0.74,12.3,2.0,0.1372611701471813,-0.0001194948351844749,110.70702702702704,41.1783510441544,151.88537807118144,9.051143574156804,5.520143093496241,10.601659293368858,300.0,0.0,1.0
KK98-251,0.9,15.1,2.0,0.13731481361234318,-0.00010461080520668409,132.9842222222222,41.194444083702955,174.17866630592516,10.940100547984008,6.088924344687874,12.520415315608851,300.0,0.0,1.0
KK98-251,1.07,17.5,2.0,0.13721757600567472,-0.0007155352887472932,158.05392523364483,41.165272801702415,199.21919803534723,13.004526135157713,6.636779482386136,14.600155543617388,300.0,0.0,1.0
KK98-251,1.24,19.7,2.0,0.13707153161416907,-0.00035172941027822313,181.04459677419354,41.12145948425072,222.16605625844426,14.983167221919402,7.140770950007492,16.597768216253378,300.0,0.0,1.0
KK98-251,1.4,21.8,2.0,0.1370916566396323,0.0005923109078926347,195.34178571428572,41.127496991889686,236.46928270617542,16.537185371156724,7.5880495378355,18.194971717170805,300.0,0.0,1.0
KK98-251,1.57,24.4,2.0,0.1372766163846853,0.000931698733154851,203.70452229299363,41.18298491540559,244.88750720839923,17.883402920026153,8.04097545806395,19.60799291914363,300.0,0.0,1.0
KK98-251,1.72,27.3,2.0,0.1373956844607701,0.0005432112457163796,210.1128488372093,41.21870533823103,251.33155417544032,19.01036822368257,8.419986530972444,20.79159140570431,300.0,0.0,1.0
KK98-251,1.89,30.3,2.0,0.13743975274371212,0.00017032886302242867,212.85211640211642,41.231925823113635,254.08404222523006,20.057180759019946,8.827702974482364,21.91389604350821,300.0,0.0,1.0
KK98-251,2.06,32.6,2.0,0.13745359627419773,5.0441998556957635e-05,210.26936893203882,41.23607888225932,251.50544781429812,20.81237372334064,9.216632926261857,22.761836975460792,300.0,0.0,1.0
KK98-251,2.46,33.3,2.0,0.13744460551248044,1.845099604297351e-06,193.53569105691057,41.23338165374413,234.7690727106547,21.81966544198146,10.071450683402594,24.031893784473386,300.0,0.0,1.0
KK98-251,2.79,34.6,2.0,0.13745183606091096,2.0245732066687117e-05,177.04964157706092,41.23555081827329,218.2851923953342,22.225402133594795,10.726005164225052,24.67824318672183,300.0,0.0,1.0
KK98-251,3.13,34.2,2.0,0.13745813634799833,1.8530256139319174e-05,146.361214057508,41.2374409043995,187.5986549619075,21.403518402356188,11.361038246162646,24.231875495528,300.0,0.0,1.0
