galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,dsigma_dr,a_bar_kmps2_per_kpc,a_topo_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_topo_kmps,v_model_kmps,g_scale,lambda_reorg,l0_kpc
F574-1,0.47,15.3,4.4,0.1720232553562756,0.010673127265305763,359.15446808510643,51.60697660688268,410.76144469198914,12.992405473968244,4.924964873502638,13.894526944276832,300.0,0.0,1.0
F574-1,1.41,41.0,4.36,0.18205599498566302,0.008766029624184046,767.2828368794328,54.61679849569891,821.8996353751318,32.891774047624736,8.77551627421062,34.042304356182115,300.0,0.0,1.0
F574-1,2.35,60.7,4.4,0.18850339104974162,0.003749093037005158,721.3665106382979,56.55101731492248,777.9175279532203,41.172943785937875,11.528004627430882,42.75635848257038,300.0,0.0,1.0
F574-1,3.29,74.9,4.4,0.18910428989523273,0.0003370902474054416,550.7395136778115,56.73128696856982,607.4708006463813,42.56680631665946,13.66184226693438,44.705468727288775,300.0,0.0,1.0
F574-1,4.22,83.0,6.28,0.1891397609441709,1.5967394779062283e-05,473.50279620853075,56.74192828325127,530.244724491782,44.701026833843535,15.474202317254365,47.30362287769638,300.0,0.0,1.0
F574-1,5.17,86.8,4.4,0.18913341211969803,-1.1544312876796137e-05,433.42284332688587,56.74002363590941,490.1628669627953,47.33704785894448,17.12734428326971,50.340262436718106,300.0,0.0,1.0
F574-1,6.11,89.4,4.4,0.18911803890790874,-3.7948809601257016e-06,408.3987070376432,56.73541167237262,465.1341187100158,49.95313904050475,18.618629523093173,53.3101253545534,300.0,0.0,1.0
F574-1,7.05,92.5,4.4,0.189126277743493,1.8071642971934088e-06,369.83802836879437,56.737883323047896,426.5759116918423,51.06229626642343,20.00005193561976,54.83940351086514,300.0,0.0,1.0
F574-1,7.99,94.7,4.4,0.18912143637678744,2.8345362389908813e-06,347.0922903629537,56.73643091303623,403.8287212759899,52.661821085108706,21.291408666294476,56.80309395618481,300.0,0.0,1.0
F574-1,8.92,96.3,4.4,0.1891314194771931,1.1582130630960474e-07,311.4270515695068,56.73942584315793,368.1664774126647,52.706065115885856,22.49701488022286,57.30658756653522,300.0,0.0,1.0
F574-1,9.87,97.8,4.4,0.1891212248058522,-1.5052269481313774e-05,299.8599493414387,56.73636744175566,356.59631678319437,54.40236851461524,23.664064457529868,59.32626439149973,300.0,0.0,1.0
F574-1,10.79,98.8,4.62,0.18910352690183896,-2.0482450483402803e-05,292.6884986098239,56.73105807055169,349.4195566803756,56.197054193258204,24.741223021129183,61.40225579391406,300.0,0.0,1.0
F574-1,11.8,99.5,4.4,0.18908145850204547,-1.793958392926065e-05,283.25549152542374,56.724437550613644,339.97992907603737,57.813621232370494,25.87176768404589,63.33848090298062,300.0,0.0,1.0
F574-1,12.6,99.7,5.14,0.1890695846594447,-1.4842303250953169e-05,271.4473412698413,56.72087539783341,328.1682166676747,58.48278806623364,26.73355625450346,64.30333996001065,300.0,0.0,1.0
