galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,dsigma_dr,a_bar_kmps2_per_kpc,a_topo_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_topo_kmps,v_model_kmps,g_scale,lambda_reorg,l0_kpc
NGC5907,5.03,214.0,6.0,0.09343071301161492,-0.0061027253198613525,6359.308648111331,28.029213903484475,6387.337862014816,178.85,11.87379239899902,179.2437152201843,300.0,0.0,1.0
NGC5907,7.55,220.0,6.0,0.07805184520556431,-0.007151626121893092,5697.868622516557,23.41555356166929,5721.284176078226,207.41,13.296143402904585,207.8357417033716,300.0,0.0,1.0
NGC5907,10.07,235.0,4.0,0.05738651735727372,-0.012894774006952364,5119.78585898709,17.215955207182116,5137.001814194273,227.06,13.166801773260048,227.44143920784606,300.0,0.0,1.0
NGC5907,12.58,235.0,4.0,0.013284830612608323,-0.0048174647060959825,4331.249682034977,3.985449183782497,4335.235131218759,233.42476518141774,7.080745068987007,233.53213472824675,300.0,0.0,1.0
NGC5907,15.1,230.0,2.0,0.033410236538793874,0.011922237377840272,3381.2211523178808,10.023070961638162,3391.244223279519,225.95672019216423,12.302372597216207,226.2913780317773,300.0,0.0,1.0
NGC5907,17.61,231.0,2.0,0.07317512150854134,0.010769763418595264,2735.080777967064,21.952536452562402,2757.0333144196265,219.46474090386363,19.661743740818714,220.3437239109152,300.0,0.0,1.0
NGC5907,20.13,232.0,2.0,0.08748048802524241,0.003073558667023829,2257.210755091903,26.244146407572725,2283.454901499476,213.16109518390078,22.984661563408736,214.39670512203412,300.0,0.0,1.0
NGC5907,22.65,225.0,7.0,0.08866585719034144,0.0010760895958466764,1864.6840309050774,26.59975715710243,1891.2837880621798,205.51178384705827,24.54555967193191,206.97240830508875,300.0,0.0,1.0
NGC5907,25.16,224.0,7.0,0.0928811286281337,0.0009778619894394262,1497.3292567567564,27.864338588440113,1525.1935953451966,194.09483274935477,26.477665283879418,195.89249822003177,300.0,0.0,1.0
NGC5907,27.68,229.0,2.0,0.09357044446742568,0.00011624626662940646,1250.7879660404624,28.071133340227703,1278.8590993806902,186.069371203323,27.87488064292837,188.14574103831717,300.0,0.0,1.0
NGC5907,30.2,218.0,2.0,0.0934670098119459,1.3540889293381375e-06,1087.862546357616,28.040102943583772,1115.9026493012,181.25520378736718,29.100019053193588,183.57630568484657,300.0,0.0,1.0
NGC5907,32.71,214.0,2.0,0.09357640922552085,3.120477337218916e-05,920.5340660348515,28.072922767656255,948.6069888025078,173.52426141609132,30.302892662748157,176.15031820502065,300.0,0.0,1.0
NGC5907,35.23,213.0,2.0,0.09362372171574776,1.4502939456557257e-05,806.3974595515186,28.08711651472433,834.484576066243,168.5508306120145,31.456463800207075,171.46104984752,300.0,0.0,1.0
NGC5907,37.75,211.0,2.0,0.0936495040403819,7.682257649598012e-06,692.8523072847681,28.09485121211457,720.9471584968827,161.72561516346136,32.56655697578921,164.97198317671192,300.0,0.0,1.0
NGC5907,40.26,217.0,2.0,0.09366241434705252,2.935464225330836e-06,613.0078614008942,28.09872430411576,641.1065857050099,157.09772913699294,33.634129102500935,160.65786983675497,300.0,0.0,1.0
NGC5907,42.78,216.0,3.0,0.09366422517577887,4.807583680009608e-07,536.528894343151,28.09926755273366,564.6281618958847,151.50150527305001,34.67112149766641,155.41812238573064,300.0,0.0,1.0
NGC5907,45.29,215.0,3.0,0.09366483730869529,2.0618675457273472e-07,478.953133141974,28.099451192608587,507.05258433458255,147.28132060787615,35.673857998725666,151.54013179522198,300.0,0.0,1.0
NGC5907,47.81,217.0,5.0,0.09366526153983475,8.728025460702504e-08,429.82703409328593,28.099578461950422,457.9266125552364,143.35281824924127,36.65297868203688,147.9644259484889,300.0,0.0,1.0
NGC5907,50.33,214.0,5.0,0.09366527720117852,6.214818959283972e-09,395.23821378899265,28.099583160353557,423.3377969493462,141.04020455175183,37.606542256110096,145.9677749383767,300.0,0.0,1.0
