galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,dsigma_dr,a_bar_kmps2_per_kpc,a_topo_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_topo_kmps,v_model_kmps,g_scale,lambda_reorg,l0_kpc
NGC4217,0.87,47.8,8.2,-0.2061402922601628,7.528061124664657e-08,27649.459080459776,-61.84208767804884,27587.61699278173,155.09683878145293,0.0,154.9232932251316,300.0,0.0,1.0
NGC4217,1.74,98.9,8.2,-0.20614022676603103,2.188491144028415e-06,28221.64517241379,-61.842068029809305,28159.803104383984,221.59797517125466,0.0,221.35504828584357,300.0,0.0,1.0
NGC4217,2.61,146.0,7.7,-0.20613648428557219,6.063760623967185e-06,26975.576704980846,-61.84094528567166,26913.735759695173,265.3417705526214,0.0,265.03745081177567,300.0,0.0,1.0
NGC4217,3.5,164.0,6.4,-0.2061294832548329,5.318909935335403e-05,22794.211685714283,-61.83884497644987,22732.372840737833,282.45307734206045,0.0,282.06968100556713,300.0,0.0,1.0
NGC4217,4.37,174.0,5.95,-0.206044664011832,0.0001853436367937611,16414.440892448514,-61.8133992035496,16352.627493244965,267.8266355312705,0.0,267.32186993487926,300.0,0.0,1.0
NGC4217,5.24,175.0,6.0,-0.20580698532681177,0.0011573534430841526,12174.115458015267,-61.742095598043534,12112.373362417224,252.57150472687928,0.0,251.9302213293718,300.0,0.0,1.0
NGC4217,6.11,184.0,6.4,-0.20403086902086556,0.0026772855413535745,9538.97101472995,-61.20926070625967,9477.76175402369,241.4189572092465,0.0,240.643147247298,300.0,0.0,1.0
NGC4217,6.98,185.0,6.4,-0.20114850848485655,0.005100323006746815,7718.301489971347,-60.34455254545696,7657.95693742589,232.1071829995789,0.0,231.19805237768054,300.0,0.0,1.0
NGC4217,7.85,188.0,6.65,-0.1951563069891261,0.017942426909489315,6524.005668789809,-58.54689209673783,6465.458776693071,226.30387645818178,0.0,225.28615447257428,300.0,0.0,1.0
NGC4217,8.72,190.0,7.35,-0.1699286856623451,0.049193048044642196,5269.303887614678,-50.978605698703525,5218.325281915975,214.35561550843494,0.0,213.3161889269244,300.0,0.0,1.0
NGC4217,9.6,191.0,6.4,-0.10866223591369624,0.07999412508098279,4288.16753125,-32.598670774108875,4255.568860475892,202.895067214558,0.0,202.12239128945748,300.0,0.0,1.0
NGC4217,10.47,191.0,5.55,-0.03014525119165534,0.07771272529323159,3591.753381088825,-9.043575357496602,3582.7098057313283,193.92178294353627,0.0,193.67749395840244,300.0,0.0,1.0
NGC4217,11.35,189.0,5.95,0.0270828587028132,0.05373503091623667,3061.6755066079295,8.12485761084396,3069.8003642187737,186.4135644206183,9.602975262025772,186.66074609805642,300.0,0.0,1.0
NGC4217,12.19,186.0,6.85,0.06316221511565957,0.039035997535806714,2653.8532157506156,18.948664534697873,2672.8018802853135,179.86236599133238,15.19816504312172,180.5033376995505,300.0,0.0,1.0
NGC4217,13.12,183.0,6.4,0.09543400550005578,0.024808620670236772,2291.2352210365852,28.630201650016733,2319.865422686602,173.38110075783922,19.381131175662052,174.46098230162588,300.0,0.0,1.0
NGC4217,13.94,179.0,6.85,0.10862488636604777,0.021387514706858436,2023.8742109038737,32.58746590981433,2056.461676813688,167.96668270820854,21.313593661858427,169.31354279791918,300.0,0.0,1.0
NGC4217,14.86,177.0,7.25,0.13377314326680673,0.027096809758794548,1777.174380888291,40.13194298004202,1817.3063238683328,162.50788073198174,24.420496978633018,164.33250430965697,300.0,0.0,1.0
NGC4217,15.79,177.0,8.55,0.15874919348105426,0.022761594116319228,1575.555579480684,47.62475804431628,1623.1803375250001,157.72768495099393,27.422525950753588,160.0937772979317,300.0,0.0,1.0
NGC4217,16.72,178.0,12.0,0.17610970832316047,0.018667220260329267,1412.2394377990431,52.83291249694814,1465.0723502959913,153.66406020927602,29.721478714037307,156.51201135040395,300.0,0.0,1.0
