galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,dsigma_dr,a_bar_kmps2_per_kpc,a_topo_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_topo_kmps,v_model_kmps,g_scale,lambda_reorg,l0_kpc
F579-V1,0.42,35.7,9.1,0.18795733961945707,-9.544202213181603e-06,570.8145238095238,56.38720188583712,627.201725695361,15.483607460795433,4.866479712487415,16.230364284021835,300.0,0.0,1.0
F579-V1,1.47,83.3,9.3,0.18794731820713323,-1.4595385198851174e-05,1139.4421768707484,56.38419546213997,1195.8263723328885,40.92651951974417,9.104107168160189,41.92689789776184,300.0,0.0,1.0
F579-V1,2.11,94.2,10.4,0.18793600671817653,-2.432585028394607e-05,1130.867298578199,56.38080201545296,1187.248100593652,48.84802964296513,10.90703865641842,50.05090900525789,300.0,0.0,1.0
F579-V1,2.84,97.6,9.1,0.1879127103105322,-3.108137732638072e-05,1011.830985915493,56.37381309315966,1068.2047990086526,53.605969816803054,12.653127249204974,55.0790489132172,300.0,0.0,1.0
F579-V1,3.9,101.0,9.1,0.18788104389231428,-7.014781186946706e-05,859.9287435897436,56.364313167694284,916.2930567574379,57.91132963419162,14.826355632926377,59.77911776995381,300.0,0.0,1.0
F579-V1,4.74,105.0,16.7,0.18779531103585848,-0.0001680592638667877,863.12888185654,56.338593310757545,919.4674751672976,63.96273055459718,16.341509486366025,66.017238902373,300.0,0.0,1.0
F579-V1,5.69,106.0,9.1,0.18756474795374217,-0.00016148211140851187,842.5060105448152,56.26942438612265,898.7754349309379,69.23770071283418,17.893379355421878,71.51246202416077,300.0,0.0,1.0
F579-V1,6.32,108.0,11.5,0.18749694535903938,-0.00012994245651525016,807.031155063291,56.24908360771181,863.2802386710027,71.41734313176316,18.854554049373288,73.86427491284768,300.0,0.0,1.0
F579-V1,7.37,110.0,23.0,0.1873214470216378,-4.394384597572465e-05,754.2104748982362,56.19643410649134,810.4069090047275,74.55555780758401,20.351111010577313,77.28323828208056,300.0,0.0,1.0
F579-V1,8.21,112.0,19.7,0.18736732286245952,-3.403435318480308e-05,693.9575395858708,56.21019685873786,750.1677364446086,75.48106650014955,21.482218605401023,78.47851372324935,300.0,0.0,1.0
F579-V1,9.16,113.0,9.1,0.1872397459107619,-8.570736915000654e-05,652.171288209607,56.17192377322857,708.3432119828356,77.29093737301936,22.68336001924701,80.55075308004744,300.0,0.0,1.0
F579-V1,10.85,114.0,9.1,0.18724096489519834,0.00010169237949730903,560.2335299539171,56.172289468559505,616.4058194224766,77.96495238246479,24.687432850214915,81.78021240333062,300.0,0.0,1.0
F579-V1,12.21,114.0,9.1,0.1874897731126095,0.00014958404216087323,466.537592137592,56.246931933782854,522.7845240713749,75.47465799856266,26.206393092363715,79.89492498845898,300.0,0.0,1.0
F579-V1,15.16,114.0,11.2,0.187717558504853,7.721538720118504e-05,338.5743073878628,56.3152675514559,394.8895749393187,71.64346795067922,29.21882023764942,77.37264346059317,300.0,0.0,1.0
