r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms,r_scale,sigma_scale
0.33,90.0,44.56,20.0,NGC2998,0.0,44.56,0.0,24545.454545454544,NGC2998,NGC2998,Bizyaev_2014,,False,unique_to_2014,NGC03005,,EON_147.312_44.131,NGC03005,NGC03005,147.312408,44.13089,r,5.9,0.23,3.31,0.55,0.5610169491525423,1.782477341389728,20.48,0.25,0.243,14.64,0.14,SC,4635.0,NGC3005,NED,thick_like,NGC03005,NGC03005,NGC3005,147.312408,44.13089,NGC3005,NGC3005,NED,,True,coord_review,NGC2998,51.0,0.1060989322735624,Bizyaev_2014,0.35,1,2.055594555551112,0.0,1.0,0.055594555551111924,0.055594555551111924,0.12842342332306855,5.071970483052513e-06,0.0012937350035487675,44.56000001878086,45.43999998121914,45.44,4.852976785523648,0.20605909407664674
0.99,125.0,93.2323361286201,15.0,NGC2998,0.66,93.23,0.0,15782.828282828285,NGC2998,NGC2998,Bizyaev_2014,,False,unique_to_2014,NGC03005,,EON_147.312_44.131,NGC03005,NGC03005,147.312408,44.13089,r,5.9,0.23,3.31,0.55,0.5610169491525423,1.782477341389728,20.48,0.25,0.243,14.64,0.14,SC,4635.0,NGC3005,NED,thick_like,NGC03005,NGC03005,NGC3005,147.312408,44.13089,NGC3005,NGC3005,NED,,True,coord_review,NGC2998,51.0,0.1060989322735624,Bizyaev_2014,0.35,1,2.055594555551112,0.0,1.0,0.055594555551111924,0.055594555551111924,0.12842342332306855,5.635522758947237e-07,0.0007469382525589224,93.23233613161219,31.767663868387814,31.767663871379895,4.852976785523648,0.20605909407664674
1.98,148.0,132.156772433349,15.0,NGC2998,2.66,132.13,0.0,11062.626262626263,NGC2998,NGC2998,Bizyaev_2014,,False,unique_to_2014,NGC03005,,EON_147.312_44.131,NGC03005,NGC03005,147.312408,44.13089,r,5.9,0.23,3.31,0.55,0.5610169491525423,1.782477341389728,20.48,0.25,0.243,14.64,0.14,SC,4635.0,NGC3005,NED,thick_like,NGC03005,NGC03005,NGC3005,147.312408,44.13089,NGC3005,NGC3005,NED,,True,coord_review,NGC2998,51.0,0.1060989322735624,Bizyaev_2014,0.35,1,2.055594555551112,0.0,1.0,0.055594555551111924,0.055594555551111924,0.12842342332306855,1.4088806897368094e-07,0.0005281651035120441,132.15677243440442,15.843227565595583,15.843227566650995,4.852976785523648,0.20605909407664674
3.63,201.0,196.78832409469825,15.0,NGC2998,6.22,196.69,0.0,11129.752066115703,NGC2998,NGC2998,Bizyaev_2014,,False,unique_to_2014,NGC03005,,EON_147.312_44.131,NGC03005,NGC03005,147.312408,44.13089,r,5.9,0.23,3.31,0.55,0.5610169491525423,1.782477341389728,20.48,0.25,0.243,14.64,0.14,SC,4635.0,NGC3005,NED,thick_like,NGC03005,NGC03005,NGC3005,147.312408,44.13089,NGC3005,NGC3005,NED,,True,coord_review,NGC2998,51.0,0.1060989322735624,Bizyaev_2014,0.35,2,2.0056557873497147,0.0499387682013972,0.784780135356104,0.055594555551111924,0.04362950283046406,0.7326920375249958,2.391490040230729e-07,0.0009317246828348784,196.78832409690395,4.211675903096051,4.211675905301746,4.852976785523648,0.20605909407664674
7.59,206.0,222.21899558768598,10.0,NGC2998,16.84,221.58,0.0,5591.040843214756,NGC2998,NGC2998,Bizyaev_2014,,False,unique_to_2014,NGC03005,,EON_147.312_44.131,NGC03005,NGC03005,147.312408,44.13089,r,5.9,0.23,3.31,0.55,0.5610169491525423,1.782477341389728,20.48,0.25,0.243,14.64,0.14,SC,4635.0,NGC3005,NED,thick_like,NGC03005,NGC03005,NGC3005,147.312408,44.13089,NGC3005,NGC3005,NED,,True,coord_review,NGC2998,51.0,0.1060989322735624,Bizyaev_2014,0.35,2,2.0056557873497147,0.0499387682013972,0.784780135356104,0.055594555551111924,0.04362950283046406,0.7326920375249958,5.470137899204503e-08,0.000644347318260596,222.21899558862015,-16.218995588620146,-16.21899558768598,4.852976785523648,0.20605909407664674
12.5,214.0,215.5871510549736,5.0,NGC2998,32.06,213.19,0.0,3663.68,NGC2998,NGC2998,Bizyaev_2014,,False,unique_to_2014,NGC03005,,EON_147.312_44.131,NGC03005,NGC03005,147.312408,44.13089,r,5.9,0.23,3.31,0.55,0.5610169491525423,1.782477341389728,20.48,0.25,0.243,14.64,0.14,SC,4635.0,NGC3005,NED,thick_like,NGC03005,NGC03005,NGC3005,147.312408,44.13089,NGC3005,NGC3005,NED,,True,coord_review,NGC2998,51.0,0.1060989322735624,Bizyaev_2014,0.35,2,2.0056557873497147,0.0499387682013972,0.784780135356104,0.055594555551111924,0.04362950283046406,0.7326920375249958,2.0167952071114428e-08,0.0005020950118144277,215.58715105555825,-1.5871510555582518,-1.5871510549735888,4.852976785523648,0.20605909407664674
22.46,213.0,183.43258516414144,2.0,NGC2998,52.43,175.78,0.0,2019.9910952804985,NGC2998,NGC2998,Bizyaev_2014,,False,unique_to_2014,NGC03005,,EON_147.312_44.131,NGC03005,NGC03005,147.312408,44.13089,r,5.9,0.23,3.31,0.55,0.5610169491525423,1.782477341389728,20.48,0.25,0.243,14.64,0.14,SC,4635.0,NGC3005,NED,thick_like,NGC03005,NGC03005,NGC3005,147.312408,44.13089,NGC3005,NGC3005,NED,,True,coord_review,NGC2998,51.0,0.1060989322735624,Bizyaev_2014,0.35,3,2.0015612216528678,0.0040945656968469635,0.9803252915181241,0.005655787349714725,0.005544511382373606,0.8425842531236407,7.1837992784679375e-09,0.0004016816298941114,183.43258516458127,29.56741483541873,29.567414835858557,4.852976785523648,0.20605909407664674
27.44,214.0,172.84412920316385,2.0,NGC2998,58.37,162.69,0.0,1668.9504373177842,NGC2998,NGC2998,Bizyaev_2014,,False,unique_to_2014,NGC03005,,EON_147.312_44.131,NGC03005,NGC03005,147.312408,44.13089,r,5.9,0.23,3.31,0.55,0.5610169491525423,1.782477341389728,20.48,0.25,0.243,14.64,0.14,SC,4635.0,NGC3005,NED,thick_like,NGC03005,NGC03005,NGC3005,147.312408,44.13089,NGC3005,NGC3005,NED,,True,coord_review,NGC2998,51.0,0.1060989322735624,Bizyaev_2014,0.35,3,2.0015612216528678,0.0040945656968469635,0.9803252915181241,0.005655787349714725,0.005544511382373606,0.8425842531236407,4.812884937533996e-09,0.0003634082589676972,172.8441292035459,41.15587079645411,41.155870796836155,4.852976785523648,0.20605909407664674
32.32,213.0,164.13762152535293,2.0,NGC2998,63.92,151.18,0.0,1403.743811881188,NGC2998,NGC2998,Bizyaev_2014,,False,unique_to_2014,NGC03005,,EON_147.312_44.131,NGC03005,NGC03005,147.312408,44.13089,r,5.9,0.23,3.31,0.55,0.5610169491525423,1.782477341389728,20.48,0.25,0.243,14.64,0.14,SC,4635.0,NGC3005,NED,thick_like,NGC03005,NGC03005,NGC3005,147.312408,44.13089,NGC3005,NGC3005,NED,,True,coord_review,NGC2998,51.0,0.1060989322735624,Bizyaev_2014,0.35,3,2.0015612216528678,0.0040945656968469635,0.9803252915181241,0.005655787349714725,0.005544511382373606,0.8425842531236407,3.4692131899809887e-09,0.00033485066865721736,164.1376215256945,48.8623784743055,48.86237847464707,4.852976785523648,0.20605909407664674
37.3,213.0,154.5049643215389,3.0,NGC2998,66.04,139.68,0.0,1216.3270777479893,NGC2998,NGC2998,Bizyaev_2014,,False,unique_to_2014,NGC03005,,EON_147.312_44.131,NGC03005,NGC03005,147.312408,44.13089,r,5.9,0.23,3.31,0.55,0.5610169491525423,1.782477341389728,20.48,0.25,0.243,14.64,0.14,SC,4635.0,NGC3005,NED,thick_like,NGC03005,NGC03005,NGC3005,147.312408,44.13089,NGC3005,NGC3005,NED,,True,coord_review,NGC2998,51.0,0.1060989322735624,Bizyaev_2014,0.35,3,2.0015612216528678,0.0040945656968469635,0.9803252915181241,0.005655787349714725,0.005544511382373606,0.8425842531236407,2.6046899209381205e-09,0.0003116968624336663,154.5049643218533,58.49503567814671,58.49503567846111,4.852976785523648,0.20605909407664674
42.28,203.0,145.16660945272506,3.0,NGC2998,64.42,130.09,0.0,974.6688741721854,NGC2998,NGC2998,Bizyaev_2014,,False,unique_to_2014,NGC03005,,EON_147.312_44.131,NGC03005,NGC03005,147.312408,44.13089,r,5.9,0.23,3.31,0.55,0.5610169491525423,1.782477341389728,20.48,0.25,0.243,14.64,0.14,SC,4635.0,NGC3005,NED,thick_like,NGC03005,NGC03005,NGC3005,147.312408,44.13089,NGC3005,NGC3005,NED,,True,coord_review,NGC2998,51.0,0.1060989322735624,Bizyaev_2014,0.35,3,2.0015612216528678,0.0040945656968469635,0.9803252915181241,0.005655787349714725,0.005544511382373606,0.8425842531236407,2.0272333204717553e-09,0.00029276513588462994,145.16660945302027,57.83339054697973,57.833390547274945,4.852976785523648,0.20605909407664674
