galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,sigma_scale,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
UGC08490,1,0.34,2.03,1.1849999999999998,1.6899999999999997,0.35000000000000003,2.0728745660628807,42.857470245607225,60.900000000000006,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.0,1.0,0.07287456606288067,0.07287456606288067,0.12315801664626833,3.772127297079186e-07,0.0006685784058013567,42.85747025082215
UGC08490,2,2.37,4.06,3.215,1.6899999999999995,0.35000000000000003,2.0227152452949775,44.92403110569881,78.14999999999999,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.05015932076790319,0.843365143717434,0.07287456606288067,0.061459868880966995,0.22702519505510252,9.446533252366711e-08,0.0005510953130481058,44.924031109079024
UGC08490,3,4.39,6.09,5.24,1.7000000000000002,0.35000000000000003,2.012834742091601,38.707034034772285,79.31666666666666,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.009880503203376634,0.9669998016132114,0.022715245294977482,0.02196563769383866,0.26436677913462825,4.140994566341974e-08,0.00046581983134718453,38.70703403757524
UGC08490,4,6.42,8.12,7.27,1.6999999999999993,0.35000000000000003,2.0087639803149546,34.32792483425858,79.8,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.004070761776646226,0.9862696722440181,0.012834742091600848,0.012658516876019672,0.2858862578238617,2.3264022695769297e-08,0.0004112535045422018,34.32792483672202
UGC08490,5,8.46,10.15,9.305,1.6899999999999995,0.35000000000000003,2.006579539707975,31.63884744527787,77.61666666666667,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.002184440606979532,0.992608473395268,0.008763980314954622,0.008699201121293288,0.30058790771884736,1.4931351014671384e-08,0.00037274149378827844,31.63884744747353
