r_kpc,v_obs_kms,v_bar_internal_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,alpha_i,d_i,d_gal_mean,sigma0_i,sigma1_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,a_i,vdgrad_i,dyn_persist_i,e_struct_i,p_stat_i,beta_i,g_scale_i,delta_mag_i,g_trans_raw_km2s2_per_kpc,g_cap_i,g_trans_km2s2_per_kpc,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_kms,rotation_residual_desc_kms,rotation_residual_bar_only_kms
0.08,1.41,6.0392466417592185,4.0,UGC01281,-5.85,1.5,0.0,24.85125,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,1,0.35,0.32274229314479763,3.1129598026006793,2.7522516091874434,0.3607081934132359,0.0,0.25855660448184786,0.5,0.07715430861723446,1.035909200178334,0.07715430861723446,0.0,0.0,0.1301104007954404,0.42004111822136697,0.0,26.530436702538566,0.0,0.0,124.78067090050514,0.0,455.90624999999994,455.90624999999994,6.0392466417592185,-4.629246641759218,-4.629246641759218
0.23,4.46,6.842879510849215,4.0,UGC01281,-5.85,3.55,0.0,86.48521739130435,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,1,0.35,0.32274229314479763,3.1129598026006793,2.7522516091874434,0.3607081934132359,0.0,0.25855660448184786,0.5,0.07715430861723446,1.035909200178334,0.07715430861723446,0.0,0.0,0.1301104007954404,0.42004111822136697,0.0,26.530436702538566,0.0,0.0,124.78067090050514,0.0,203.5869565217391,203.5869565217391,6.842879510849215,-2.3828795108492153,-2.3828795108492153
0.38,7.71,5.399675916200897,4.0,UGC01281,-0.98,5.31,0.0,156.43184210526314,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,1,0.35,0.32274229314479763,3.1129598026006793,2.7522516091874434,0.3607081934132359,0.0,0.25855660448184786,0.5,0.07715430861723446,1.035909200178334,0.07715430861723446,0.0,0.0,0.1301104007954404,0.42004111822136697,0.0,26.530436702538566,0.0,0.0,124.78067090050514,0.0,76.72763157894735,76.72763157894735,5.399675916200897,2.3103240837991033,2.3103240837991033
0.54,11.0,8.514505270419416,4.0,UGC01281,-2.22,8.22,0.0,224.07407407407405,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,1,0.35,0.32274229314479763,3.1129598026006793,2.7522516091874434,0.3607081934132359,0.0,0.25855660448184786,0.5,0.07715430861723446,1.035909200178334,0.07715430861723446,0.0,0.0,0.1301104007954404,0.42004111822136697,0.0,26.530436702538566,0.0,0.0,124.78067090050514,0.0,134.25333333333336,134.25333333333336,8.514505270419416,2.4854947295805836,2.4854947295805836
0.84,17.2,12.857285872220466,5.78,UGC01281,-4.43,12.07,0.0,352.19047619047615,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,2,0.35,0.32274229314479763,3.1129598026006793,2.7522516091874434,0.3607081934132359,0.0,0.3317422336043634,0.5,0.23046092184368736,1.0796286615924864,0.23046092184368736,0.0,0.0,0.1301104007954404,0.42004111822136697,0.0,39.217422787932456,0.0,0.0,184.5944950578079,0.0,196.79738095238096,196.79738095238096,12.857285872220466,4.342714127779534,4.342714127779534
1.0,20.2,14.832754295814382,4.74,UGC01281,-5.15,13.91,0.0,408.04,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,2,0.35,0.32274229314479763,3.1129598026006793,2.7522516091874434,0.3607081934132359,0.0,0.3317422336043634,0.5,0.23046092184368736,1.0796286615924864,0.23046092184368736,0.0,0.0,0.1301104007954404,0.42004111822136697,0.0,39.217422787932456,0.0,0.0,184.5944950578079,0.0,220.0106,220.0106,14.832754295814382,5.367245704185617,5.367245704185617
1.15,23.2,16.483039768198097,4.0,UGC01281,-5.85,15.41,0.0,468.0347826086957,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,2,0.35,0.32274229314479763,3.1129598026006793,2.7522516091874434,0.3607081934132359,0.0,0.3317422336043634,0.5,0.23046092184368736,1.0796286615924864,0.23046092184368736,0.0,0.0,0.1301104007954404,0.42004111822136697,0.0,39.217422787932456,0.0,0.0,184.5944950578079,0.0,236.25269565217388,236.25269565217388,16.483039768198097,6.716960231801902,6.716960231801902
1.3,26.4,16.832266632869143,7.13,UGC01281,-1.76,16.74,0.0,536.1230769230768,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,2,0.35,0.32274229314479763,3.1129598026006793,2.7522516091874434,0.3607081934132359,0.0,0.3317422336043634,0.5,0.23046092184368736,1.0796286615924864,0.23046092184368736,0.0,0.0,0.1301104007954404,0.42004111822136697,0.0,39.217422787932456,0.0,0.0,184.5944950578079,0.0,217.94246153846143,217.94246153846143,16.832266632869143,9.567733367130856,9.567733367130856
1.61,31.6,19.54800501329995,4.94,UGC01281,5.46,18.77,0.0,620.223602484472,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,3,0.35,0.2268349936504997,3.0793922477776747,2.7522516091874434,0.32714063859023135,-0.03356755482300455,0.35786564820197825,0.5,0.3837675350701403,1.1108470482616746,0.3837675350701403,0.02725480963609997,0.2541127034612012,0.10814777815401977,0.48627294976968116,0.3089203347150664,44.161400903866095,0.07564213925581578,0.43992195766171277,207.90539852057228,0.4399213011033273,237.34440993788814,237.78433123899148,19.566112881581162,12.03388711841884,12.051994986700052
1.76,34.6,20.62334841872192,4.0,UGC01281,7.63,19.16,0.0,680.2045454545455,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,3,0.35,0.2268349936504997,3.0793922477776747,2.7522516091874434,0.32714063859023135,-0.03356755482300455,0.35786564820197825,0.5,0.3837675350701403,1.1108470482616746,0.3837675350701403,0.02725480963609997,0.2541127034612012,0.10814777815401977,0.48627294976968116,0.3089203347150664,44.161400903866095,0.07564213925581578,0.43992195766171277,207.90539852057228,0.4399213011033273,241.66051136363635,242.10043266473969,20.64211136221152,13.957888637788482,13.97665158127808
1.92,37.4,21.837456353705665,7.09,UGC01281,9.79,19.52,0.0,728.5208333333334,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,3,0.35,0.2268349936504997,3.0793922477776747,2.7522516091874434,0.32714063859023135,-0.03356755482300455,0.35786564820197825,0.5,0.3837675350701403,1.1108470482616746,0.3837675350701403,0.02725480963609997,0.2541127034612012,0.10814777815401977,0.48627294976968116,0.3089203347150664,44.161400903866095,0.07564213925581578,0.43992195766171277,207.90539852057228,0.4399213011033273,248.37213541666662,248.81205671776996,21.856787250145395,15.543212749854604,15.562543646294333
2.07,39.9,22.656195620624395,4.0,UGC01281,11.26,19.66,0.0,769.0869565217392,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,3,0.35,0.2268349936504997,3.0793922477776747,2.7522516091874434,0.32714063859023135,-0.03356755482300455,0.35786564820197825,0.5,0.3837675350701403,1.1108470482616746,0.3837675350701403,0.02725480963609997,0.2541127034612012,0.10814777815401977,0.48627294976968116,0.3089203347150664,44.161400903866095,0.07564213925581578,0.43992195766171277,207.90539852057228,0.4399213011033273,247.97256038647348,248.41248168757681,22.676283582044125,17.223716417955874,17.243804379375604
