r_kpc,v_obs_kms,v_bar_internal_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,alpha_i,d_i,d_gal_mean,sigma0_i,sigma1_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,a_i,vdgrad_i,dyn_persist_i,e_struct_i,p_stat_i,beta_i,g_scale_i,delta_mag_i,g_trans_raw_km2s2_per_kpc,g_cap_i,g_trans_km2s2_per_kpc,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_kms,rotation_residual_desc_kms,rotation_residual_bar_only_kms
3.54,223.0,162.22523046678035,8.0,NGC5985,-9.23,117.85,111.1,14047.74011299435,NGC5985,NGC5985,Bizyaev_2014,,False,unique_to_2014,NGC05981,,EON_234.473_59.392,NGC05981,NGC05981,234.472717,59.39175,r,22.43,0.24,5.62,0.25,0.2505572893446277,3.991103202846975,21.35,0.08,0.031,12.53,0.14,SB,2528.0,NGC5981,NED,thick_like,NGC05981,NGC05981,NGC5981,234.472717,59.39175,NGC5981,NGC5981,NED,,True,coord_review,NGC5985,85.0,0.2280439303552131,Bizyaev_2014,1,0.35,-0.0029752789343172126,2.998958652372989,2.603195412287662,0.3957632400853268,0.0,0.8878509047679934,0.5,0.16647465437788017,1.1811273807415945,0.16647465437788017,0.0,0.0,0.15662854220283604,0.3519767061259726,0.0,911.1952295583576,0.0,0.0,4300.474747955518,0.0,7434.187966101695,7434.187966101695,162.22523046678035,60.774769533219654,60.774769533219654
4.23,230.0,161.37946244798314,6.13,NGC5985,-10.88,124.82,101.71,12505.910165484633,NGC5985,NGC5985,Bizyaev_2014,,False,unique_to_2014,NGC05981,,EON_234.473_59.392,NGC05981,NGC05981,234.472717,59.39175,r,22.43,0.24,5.62,0.25,0.2505572893446277,3.991103202846975,21.35,0.08,0.031,12.53,0.14,SB,2528.0,NGC5981,NED,thick_like,NGC05981,NGC05981,NGC5981,234.472717,59.39175,NGC5981,NGC5981,NED,,True,coord_review,NGC5985,85.0,0.2280439303552131,Bizyaev_2014,1,0.35,-0.0029752789343172126,2.998958652372989,2.603195412287662,0.3957632400853268,0.0,0.8878509047679934,0.5,0.16647465437788017,1.1811273807415945,0.16647465437788017,0.0,0.0,0.15662854220283604,0.3519767061259726,0.0,911.1952295583576,0.0,0.0,4300.474747955518,0.0,6156.815815602837,6156.815815602837,161.37946244798314,68.62053755201686,68.62053755201686
4.97,248.0,161.98045067229563,5.1,NGC5985,-12.52,131.42,93.86,12375.050301810868,NGC5985,NGC5985,Bizyaev_2014,,False,unique_to_2014,NGC05981,,EON_234.473_59.392,NGC05981,NGC05981,234.472717,59.39175,r,22.43,0.24,5.62,0.25,0.2505572893446277,3.991103202846975,21.35,0.08,0.031,12.53,0.14,SB,2528.0,NGC5981,NED,thick_like,NGC05981,NGC05981,NGC5981,234.472717,59.39175,NGC5981,NGC5981,NED,,True,coord_review,NGC5985,85.0,0.2280439303552131,Bizyaev_2014,1,0.35,-0.0029752789343172126,2.998958652372989,2.603195412287662,0.3957632400853268,0.0,0.8878509047679934,0.5,0.16647465437788017,1.1811273807415945,0.16647465437788017,0.0,0.0,0.15662854220283604,0.3519767061259726,0.0,911.1952295583576,0.0,0.0,4300.474747955518,0.0,5279.208531187122,5279.208531187122,161.98045067229563,86.01954932770437,86.01954932770437
5.74,258.0,167.12465377675431,6.6,NGC5985,-13.93,141.81,87.33,11596.515679442507,NGC5985,NGC5985,Bizyaev_2014,,False,unique_to_2014,NGC05981,,EON_234.473_59.392,NGC05981,NGC05981,234.472717,59.39175,r,22.43,0.24,5.62,0.25,0.2505572893446277,3.991103202846975,21.35,0.08,0.031,12.53,0.14,SB,2528.0,NGC5981,NED,thick_like,NGC05981,NGC05981,NGC5981,234.472717,59.39175,NGC5981,NGC5981,NED,,True,coord_review,NGC5985,85.0,0.2280439303552131,Bizyaev_2014,1,0.35,-0.0029752789343172126,2.998958652372989,2.603195412287662,0.3957632400853268,0.0,0.8878509047679934,0.5,0.16647465437788017,1.1811273807415945,0.16647465437788017,0.0,0.0,0.15662854220283604,0.3519767061259726,0.0,911.1952295583576,0.0,0.0,4300.474747955518,0.0,4865.966881533101,4865.966881533101,167.12465377675431,90.87534622324569,90.87534622324569
6.47,263.0,173.3291951749618,7.0,NGC5985,-14.91,151.83,82.27,10690.726429675426,NGC5985,NGC5985,Bizyaev_2014,,False,unique_to_2014,NGC05981,,EON_234.473_59.392,NGC05981,NGC05981,234.472717,59.39175,r,22.43,0.24,5.62,0.25,0.2505572893446277,3.991103202846975,21.35,0.08,0.031,12.53,0.14,SB,2528.0,NGC5981,NED,thick_like,NGC05981,NGC05981,NGC5981,234.472717,59.39175,NGC5981,NGC5981,NED,,True,coord_review,NGC5985,85.0,0.2280439303552131,Bizyaev_2014,1,0.35,-0.0029752789343172126,2.998958652372989,2.603195412287662,0.3957632400853268,0.0,0.8878509047679934,0.5,0.16647465437788017,1.1811273807415945,0.16647465437788017,0.0,0.0,0.15662854220283604,0.3519767061259726,0.0,911.1952295583576,0.0,0.0,4300.474747955518,0.0,4643.432751159196,4643.432751159196,173.3291951749618,89.6708048250382,89.6708048250382
7.22,272.0,181.81829775905393,6.25,NGC5985,-15.46,163.57,77.87,10247.091412742382,NGC5985,NGC5985,Bizyaev_2014,,False,unique_to_2014,NGC05981,,EON_234.473_59.392,NGC05981,NGC05981,234.472717,59.39175,r,22.43,0.24,5.62,0.25,0.2505572893446277,3.991103202846975,21.35,0.08,0.031,12.53,0.14,SB,2528.0,NGC5981,NED,thick_like,NGC05981,NGC05981,NGC5981,234.472717,59.39175,NGC5981,NGC5981,NED,,True,coord_review,NGC5985,85.0,0.2280439303552131,Bizyaev_2014,1,0.35,-0.0029752789343172126,2.998958652372989,2.603195412287662,0.3957632400853268,0.0,0.8878509047679934,0.5,0.16647465437788017,1.1811273807415945,0.16647465437788017,0.0,0.0,0.15662854220283604,0.3519767061259726,0.0,911.1952295583576,0.0,0.0,4300.474747955518,0.0,4578.655595567866,4578.655595567866,181.81829775905393,90.18170224094607,90.18170224094607
8.79,289.0,195.74528423438457,7.25,NGC5985,-16.33,181.85,70.57,9501.820250284414,NGC5985,NGC5985,Bizyaev_2014,,False,unique_to_2014,NGC05981,,EON_234.473_59.392,NGC05981,NGC05981,234.472717,59.39175,r,22.43,0.24,5.62,0.25,0.2505572893446277,3.991103202846975,21.35,0.08,0.031,12.53,0.14,SB,2528.0,NGC5981,NED,thick_like,NGC05981,NGC05981,NGC5981,234.472717,59.39175,NGC5981,NGC5981,NED,,True,coord_review,NGC5985,85.0,0.2280439303552131,Bizyaev_2014,2,0.35,-0.0029752789343172126,2.998958652372989,2.603195412287662,0.3957632400853268,0.0,0.8876690242672166,0.5,0.30745967741935487,1.2461020056737468,0.30745967741935487,0.0,0.0,0.15662854220283604,0.3519767061259726,0.0,764.1920841093508,0.0,0.0,3606.2954095336,0.0,4359.068976109216,4359.068976109216,195.74528423438457,93.25471576561543,93.25471576561543
9.5,292.0,202.5096306351873,6.93,NGC5985,-16.22,190.1,67.89,8975.157894736842,NGC5985,NGC5985,Bizyaev_2014,,False,unique_to_2014,NGC05981,,EON_234.473_59.392,NGC05981,NGC05981,234.472717,59.39175,r,22.43,0.24,5.62,0.25,0.2505572893446277,3.991103202846975,21.35,0.08,0.031,12.53,0.14,SB,2528.0,NGC5981,NED,thick_like,NGC05981,NGC05981,NGC5981,234.472717,59.39175,NGC5981,NGC5981,NED,,True,coord_review,NGC5985,85.0,0.2280439303552131,Bizyaev_2014,2,0.35,-0.0029752789343172126,2.998958652372989,2.603195412287662,0.3957632400853268,0.0,0.8876690242672166,0.5,0.30745967741935487,1.2461020056737468,0.30745967741935487,0.0,0.0,0.15662854220283604,0.3519767061259726,0.0,764.1920841093508,0.0,0.0,3606.2954095336,0.0,4316.85794736842,4316.85794736842,202.5096306351873,89.4903693648127,89.4903693648127
10.27,302.0,211.36220239200762,10.4,NGC5985,-15.46,200.43,65.29,8880.62317429406,NGC5985,NGC5985,Bizyaev_2014,,False,unique_to_2014,NGC05981,,EON_234.473_59.392,NGC05981,NGC05981,234.472717,59.39175,r,22.43,0.24,5.62,0.25,0.2505572893446277,3.991103202846975,21.35,0.08,0.031,12.53,0.14,SB,2528.0,NGC5981,NED,thick_like,NGC05981,NGC05981,NGC5981,234.472717,59.39175,NGC5981,NGC5981,NED,,True,coord_review,NGC5985,85.0,0.2280439303552131,Bizyaev_2014,2,0.35,-0.0029752789343172126,2.998958652372989,2.603195412287662,0.3957632400853268,0.0,0.8876690242672166,0.5,0.30745967741935487,1.2461020056737468,0.30745967741935487,0.0,0.0,0.15662854220283604,0.3519767061259726,0.0,764.1920841093508,0.0,0.0,3606.2954095336,0.0,4349.949425511197,4349.949425511197,211.36220239200762,90.63779760799238,90.63779760799238
11.08,302.0,219.162633676455,10.3,NGC5985,-13.5,209.52,62.86,8231.407942238267,NGC5985,NGC5985,Bizyaev_2014,,False,unique_to_2014,NGC05981,,EON_234.473_59.392,NGC05981,NGC05981,234.472717,59.39175,r,22.43,0.24,5.62,0.25,0.2505572893446277,3.991103202846975,21.35,0.08,0.031,12.53,0.14,SB,2528.0,NGC5981,NED,thick_like,NGC05981,NGC05981,NGC5981,234.472717,59.39175,NGC5981,NGC5981,NED,,True,coord_review,NGC5985,85.0,0.2280439303552131,Bizyaev_2014,2,0.35,-0.0029752789343172126,2.998958652372989,2.603195412287662,0.3957632400853268,0.0,0.8876690242672166,0.5,0.30745967741935487,1.2461020056737468,0.30745967741935487,0.0,0.0,0.15662854220283604,0.3519767061259726,0.0,764.1920841093508,0.0,0.0,3606.2954095336,0.0,4335.041516245487,4335.041516245487,219.162633676455,82.83736632354501,82.83736632354501
