r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.28,107.0,30.2,273.78131244183885,30553.241785714275,30715.769817219807,37.358264770340746,2.219658037953851,0.4521945127981377,237147.49765134213,267700.7394370564
0.55,121.0,15.6,175.0421541036742,38846.499636363624,5028.231802534832,6.7602654368853825,2.066459811796801,0.25579485757642817,16862.147115008058,55708.64675137168
0.83,134.0,8.69,0.0,33318.76927710843,-18047.59300663364,59.86135719157326,2.3101457203080127,0.5428804706569671,-123187.55305313968,-89868.78377603125
1.39,157.0,12.5,0.0,23686.52151079137,-14708.987736311097,96.73267533823373,2.4632803011978597,0.6634738872585658,-116366.05829849641,-92679.53678770504
1.65,168.0,11.7,0.0,21257.399333333335,-6811.489671611992,68.820361298986,2.34585285536302,0.5743869335683606,-61621.070878345825,-40363.67154501249
3.04,207.0,8.04,0.0,12447.56355263158,-5894.418528004234,122.28262492228664,2.5900902556632586,0.7388602151328009,-57487.545162440525,-45039.98160980894
3.32,213.0,6.53,0.0,11413.720391566265,-3153.462017699353,100.06667292392481,2.47842578150821,0.6735147451411849,-35577.995918088534,-24164.27552652227
3.59,218.0,11.2,0.0,10713.159442896937,-2157.7065611282314,86.74386871697521,2.4196343114349634,0.6327775751941231,-24320.429871551245,-13607.270428654308
3.87,222.0,6.05,0.0,10226.981782945737,-1211.0087297858356,60.89536045230664,2.31425063832894,0.5466179838662958,-11605.741122513282,-1378.7593395675449
4.15,226.0,5.41,169.1406282521925,10034.994554216868,-562.5515553247433,30.084367192551063,2.1887362620523203,0.4172467672064716,-3141.367536012921,6893.627018203947
4.43,229.0,5.96,173.72136697764083,9911.952911963881,-551.5806208198378,32.17174478807851,2.197767070328985,0.4276777488803404,-3099.5119763927373,6812.440935571143
4.7,232.0,7.41,127.17826646406306,9731.625212765957,-806.3116001417694,52.33690670006464,2.2802738936431575,0.5147381887989902,-6290.2823487650585,3441.3428640008988
4.97,234.0,6.1,68.86355503717637,9476.544647887325,-964.7769582757646,66.35383733057557,2.3359805306034063,0.5658998411315249,-8522.381828499354,954.1628193879715
5.25,235.0,3.89,120.2405998786219,9200.997885714287,-796.4191885171388,60.440592117116104,2.3124449768493,0.5449777149944405,-6447.13086491984,2753.867020794447
5.52,236.0,9.03,177.73279430881234,9038.5140942029,-535.4185382893015,43.88766570825319,2.2464152336607395,0.48073939711483904,-3315.8789179676464,5722.635176235253
5.8,237.0,10.0,184.58387433943219,8906.517689655171,-504.9822288397629,44.14806439974978,2.2474688907883307,0.48183249023558095,-3032.1717127318448,5874.345976923327
6.08,237.0,7.36,177.5692538945243,8755.724046052632,-547.6135181398502,51.138057422195956,2.275501130983493,0.5100839315686806,-3569.7306367338774,5185.993409318755
6.36,237.0,10.2,147.34872905952602,8599.854119496855,-679.8430070832152,65.99932808557581,2.3345648974231166,0.5646690464229488,-5186.072994424903,3413.7811250719515
6.63,236.0,10.4,81.0262560211724,8381.810392156864,-857.8638509994134,83.10183525592385,2.4042544841550253,0.6213064203244284,-7391.575978158587,990.234413998277
6.91,236.0,5.83,0.0,8128.0290014471775,-947.509293564439,92.87561615267776,2.446142912909205,0.6517395833363621,-8477.535170713942,-349.5061692667641
7.19,235.0,5.43,0.0,7851.205187760777,-1007.1150238885003,100.36332384353837,2.4797895068534173,0.674404004318416,-9165.337983810134,-1314.1327960493563
7.27,234.0,8.36,0.0,7765.467592847318,-1066.647652018372,104.61482705305441,2.4996475784318006,0.6870819946070926,-9805.256027337246,-2039.7884344899276
7.46,234.0,7.88,0.0,7563.210321715817,-1013.5223931231072,104.67285432363867,2.499922862485528,0.6872542298631401,-9251.055402104517,-1687.8450803887
8.02,231.0,8.17,0.0,7005.3257980049875,-982.2774088427233,110.72126130217806,2.5293129021649934,0.7051075996717309,-8917.802670740448,-1912.4768727354603
8.29,229.0,5.82,0.0,6747.920072376358,-936.5304237890896,111.8582621497721,2.535003243261384,0.70844465138064,-8444.686794815,-1696.7667224386414
8.56,228.0,7.21,0.0,6499.599369158878,-929.8038954765555,114.89245625714355,2.5504720301659534,0.7173265656388824,-8359.749031999461,-1860.149662840583
8.84,226.0,18.2,0.0,6236.527929864252,-913.6013758476229,117.52822643967009,2.5642680973695047,0.7250195086113279,-8183.450727059593,-1946.9227971953414
9.12,224.0,9.11,0.0,5987.982598684211,-872.6708602421661,118.72566310374955,2.570653626849282,0.7285089711859731,-7767.566906377819,-1779.584307693608
9.69,221.0,5.56,0.0,5494.757698658411,-740.6611487801557,117.92543274578573,2.566377846148437,0.7261773436642575,-6472.606413662257,-977.8487150038463
12.11,216.0,3.21,0.0,3773.405763831545,-577.883615766894,132.3711336662989,2.6496886211494677,0.768203667909328,-4835.51659572005,-1062.110831888505
14.58,220.0,1.89,0.0,2668.9068175582993,-443.6146750137057,141.0707907486604,2.7078950778069144,0.7936763208075872,-3475.1130484311466,-806.2062308728473
14.68,220.0,7.66,37.76107892331772,2633.316049046321,-331.06267263223197,132.19425832608601,2.648578010085619,0.7676882245221663,-2536.1839590290847,97.13209001723635
15.2,221.0,9.52,43.05680827170447,2463.6479605263157,-310.43784108717307,133.5226092572914,2.656983573267332,0.7715610030428784,-2341.6815961482685,121.96636437804727
15.5,221.0,13.6,73.9244446242306,2378.757019354839,-274.5303428400072,131.04560451416728,2.641428226263674,0.7643424016761609,-2026.1877604515528,352.56925890328625
15.71,221.0,8.15,84.52987095552326,2323.6374856779116,-256.74498824360404,129.912963321034,2.6344815987761874,0.761045501268028,-1868.8125917404568,454.8248939374548
16.02,221.0,4.11,85.31106251621063,2245.249625468165,-248.4181298480711,130.7022962869373,2.639312002395108,0.7633428794867703,-1790.9439208711115,454.3057045970536
16.32,221.0,5.37,89.97535671549181,2172.1024264705884,-235.51607997209732,130.640037112749,2.638929226311376,0.7631616367486819,-1676.050660779412,496.05176569117634
16.53,221.0,5.06,99.3686733918793,2125.136424682395,-218.3086015170735,129.06823651940465,2.6293653904876932,0.758587866968386,-1527.7901904620696,597.3462342203254
16.84,221.0,11.4,100.72435261200303,2058.5819536817103,-210.33828636504387,129.5770562743041,2.6324406263250615,0.7600681086958766,-1456.1238058724987,602.4581478092116
16.94,221.0,2.56,119.30848001005779,2038.897727272727,-179.59051629802633,123.82199533217309,2.598733892148797,0.7433358129761872,-1198.6076799108405,840.2900473618865
19.4,218.0,1.7,110.48301475088671,1598.830231958763,-153.49142239664698,132.52364092960013,2.650648326432789,0.7686481535267943,-969.6293789461522,629.2008530126109
21.77,216.0,1.13,117.95849677044956,1297.5341570969224,-113.89547906032357,133.44179461098162,2.65646787133866,0.7713252686324567,-658.3882241458816,639.1459329510408
24.23,215.0,1.77,117.98934399343808,1048.7150680974,-88.5740963921573,135.79902392205676,2.671749845760437,0.7782087425078237,-474.15933982658436,574.5557282708157
26.69,212.0,2.47,118.49705880889469,861.7496028475083,-67.89397305290012,136.69756895791986,2.677710825826163,0.7808372295454644,-335.65170302140683,526.0978998261014
29.06,208.0,1.44,117.83437343985577,720.7871782518926,-52.921037231305114,137.17057093303418,2.680880175497905,0.782222042860325,-242.9847156241091,477.8024626277835
31.52,209.0,2.88,118.97439599386458,606.1409930203047,-37.610317837917265,134.25442406734606,2.6616795982498163,0.7736964696143351,-157.06399739514924,449.0769956251554
36.34,220.0,4.09,110.76453043793738,446.9840643918547,-28.809523107564385,140.06878393797803,2.700798285142934,0.7907269666206839,-109.37313420096991,337.6109301908848
40.04,220.0,6.32,105.58728560794299,360.68385614385613,-23.324380607567207,142.93285088612612,2.7213918820497067,0.7991712438696164,-82.24542252614073,278.4384336177154
