r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.6,16.0,3.53,52.5297947933024,341.7008333333333,197.06208289427465,46.53035050530701,2.257072101852014,0.4916896705642896,4257.2647350441,4598.965568377434
0.73,16.6,4.83,45.15314612262039,367.318904109589,137.492666666667,36.1474480348014,2.214607876331538,0.44663346338036947,2425.5668558502866,2792.8857599598755
0.85,18.6,2.5,52.83117411698128,376.07400000000007,158.19254682694987,48.102039027120924,2.2633765813435467,0.4980586968811541,2907.611833622109,3283.685833622109
0.98,20.0,7.58,64.2303896841205,406.8670408163265,211.10713678844482,66.62963339022835,2.3370823757787345,0.5668554101869815,3802.870672422421,4209.737713238747
1.07,21.4,4.03,49.8043145102682,422.51757009345795,125.9586701563744,42.75943834346798,2.2418399174401733,0.4759660278305211,1895.6784521847767,2318.1960222782345
1.54,28.9,2.74,39.88262207305829,477.40389610389616,61.85956665514063,25.06997951221579,2.1663508252708246,0.3905635370500391,555.468534689868,1032.8724307937641
2.02,32.9,2.65,27.83509439992321,481.28415841584155,-24.266667215684404,10.728833005360688,2.0924352376692386,0.2934698515737069,-97.72352462740766,383.5606337884339
2.49,35.2,2.88,0.0,454.35056224899597,-74.08086864249957,54.47130848414141,2.288756918354453,0.5229017174360143,-821.1636486229871,-366.81308637399115
2.96,37.6,3.05,0.0,411.64814189189195,-96.34164397805846,84.29046148356224,2.409247019921776,0.6250688872955459,-1210.671864444741,-799.023722552849
3.43,40.6,3.68,0.0,363.789416909621,-88.25511548782826,94.69610477583936,2.454183074402491,0.6572949376671555,-1128.1403727337133,-764.3509558240924
3.9,42.7,3.25,0.0,328.6883333333334,-72.09865424194065,96.2367176807825,2.461054534978082,0.6619724910733508,-913.5432199016492,-584.8548865683158
4.37,45.5,2.99,0.0,296.0166819221968,-64.81672239369004,102.346830824453,2.4889794926869113,0.6803337879325076,-819.7629749676385,-523.7462930454417
4.86,48.9,1.96,0.0,266.4642798353909,-56.46875969429924,106.23324657846965,2.507370915264075,0.6918783973184496,-708.5378723354523,-442.0735925000614
5.34,51.5,1.53,0.0,241.24198501872658,-49.90839131146328,109.82839828693447,2.5248829990224886,0.7024833019114263,-619.8979864776834,-378.6560014589568
5.81,53.0,1.86,0.0,219.05130808950085,-40.659246835208506,108.60493970096692,2.5188662561601953,0.698881511387661,-495.35398400780565,-276.3026759183048
6.28,55.0,1.48,0.0,203.02229299363057,-31.48925604478025,103.29658991303403,2.49342552880461,0.6831636825215012,-366.349563789013,-163.32727079538245
6.75,57.6,0.99,0.0,189.4514074074074,-25.36490767578429,99.25663157493807,2.474715727683954,0.6710831793208287,-279.73725512307385,-90.28584771566645
7.22,59.7,1.19,0.0,179.17927977839335,-18.675666513981003,89.024507402311,2.4293973193289564,0.6398784148972988,-184.8972137901294,-5.717934011736048
7.69,60.5,1.26,19.597790649021828,171.89628088426525,-14.092579655779316,78.87052949029285,2.386672231897113,0.6077529441872495,-121.95175574474804,49.94452513951721
8.16,61.8,1.33,19.117162387152156,165.9322549019608,-13.963616817745127,83.7850036430554,2.4071209052521416,0.6234711997583646,-121.14476743422242,44.78748746773837
8.64,62.9,1.35,17.841102325867382,158.63084490740738,-13.917192461362642,89.43740496902535,2.431176604813186,0.6411576556307288,-121.78999627290848,36.8408486344989
9.11,63.0,2.09,12.366116130927812,152.7109220636663,-15.011936904562111,98.75888879188972,2.4724458576025095,0.6695865879220014,-135.92488165053862,16.786040413127665
9.58,64.5,2.38,0.0,144.519624217119,-17.482795251386268,112.21559016847567,2.536803206377842,0.7094923421922039,-166.5258186989963,-22.006194481877287
10.05,65.6,1.08,0.0,136.27709452736318,-20.50172384557197,124.37947121759943,2.6019007777716756,0.744956327821144,-199.87865224196776,-63.60155771460458
10.52,67.5,3.22,0.0,125.24800380228136,-23.174769021714265,134.0895307433087,2.6606173511515028,0.773215178007767,-226.4296453780295,-101.18164157574815
10.99,66.8,2.37,0.0,114.49281164695178,-22.633175854419076,137.7501272512409,2.6847937509158224,0.7839199701445793,-218.65250650777685,-104.15969486082507
11.46,66.8,0.95,0.0,103.9728184991274,-21.120803232355144,139.88596045738754,2.6995154823946734,0.7901893652343256,-201.79892626770925,-97.82610776858185
11.94,66.6,0.96,0.0,94.42804857621441,-19.022068584263206,140.85205387080882,2.7063362023336435,0.7930320511471975,-179.52045838857575,-85.09240981236134
12.41,66.8,0.99,0.0,85.90185334407737,-16.384538649318927,140.38166416161928,2.703002206229774,0.7916473791162899,-152.50462296765656,-66.60276962357919
12.9,66.3,0.74,0.0,78.69889147286823,-14.836043007535116,141.17128601809398,2.708613111966078,0.793972403058542,-135.8683918731232,-57.16950040025496
13.37,66.1,1.31,0.0,71.65925205684367,-14.977956204307603,144.9459232487838,2.736464053697328,0.8051347601261233,-135.67304788640655,-64.01379582956288
