r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.75,169.0,4.27,111.3106589042015,39291.93933333333,-4092.6040053763336,7.617819390570256,2.0724587374179575,0.26467037016138745,-22771.855619083337,16520.08371424999
1.55,203.0,4.92,0.0,36017.85612903226,-5214.123861617576,28.83648866034166,2.183263903560544,0.41083366723716874,-47281.067974349346,-11263.211845317084
2.3,232.0,5.49,0.0,31210.047347826086,-4548.290710046036,45.031843909571336,2.251038840377894,0.4855189777776605,-46444.670827104725,-15234.623479278638
3.06,256.0,4.38,0.0,29149.937156862747,-3558.9083852753133,50.25560253529974,2.2719831700388573,0.5066247654378077,-34025.51577607143,-4875.578619208682
3.85,248.0,3.47,0.0,25693.73935064935,-4360.21335009968,80.9228425421679,2.395164778950415,0.6143590359808005,-48763.21751320643,-23069.47816255708
4.61,253.0,5.68,0.0,22391.606464208242,-4161.616810749298,96.32228573163917,2.4614380644139886,0.6622316786542147,-47273.54902291152,-24881.942558703275
5.36,269.0,8.42,0.0,19409.69796641791,-3585.170395722897,104.16112837594062,2.4974993063142366,0.6857346361350346,-40433.23102517066,-21023.53305875275
6.12,268.0,4.67,0.0,16977.99916666667,-2792.6950233833863,105.03901406759084,2.5016627051433793,0.6883405955255502,-30661.179799697722,-13683.180633031054
6.91,260.0,5.58,0.0,15081.02068017366,-2078.4377196997966,102.09157472568981,2.4877897052162115,0.6795722124710782,-21637.28473477174,-6556.264054598079
7.66,245.0,8.47,0.0,13777.205078328981,-1792.2885535119954,104.50407003416848,2.4991224729005332,0.6867531920303317,-17959.60349291699,-4182.3984145880095
8.42,247.0,6.0,0.0,12374.664964370548,-1852.6836713689586,116.27041273081895,2.557641048918723,0.7213506304083055,-18624.061942803848,-6249.3969784333
8.86,267.0,10.3,0.0,11553.984672686232,-1847.0642149909613,121.57406288416428,2.5861601206771625,0.7367994976352407,-18465.611554483618,-6911.626881797385
9.21,255.0,7.27,0.0,10915.484234527687,-1513.0503205734378,116.86374822250679,2.5607570798669257,0.7230817905753562,-14709.755999276875,-3794.271764749188
10.82,253.0,11.2,0.0,8588.406044362293,-1336.4692980615498,128.73884018861546,2.6273849360049355,0.7576297592501811,-12525.321302826478,-3936.915258464185
11.56,271.0,11.3,0.0,7774.781384083045,-1014.2940154191733,124.27287198246549,2.6012936754211884,0.744646464514758,-9052.068470095737,-1277.2870860126923
12.4,276.0,8.71,116.49644403153796,6985.821499999999,-716.5297499292055,116.68786538554967,2.5598315317435985,0.722568713586323,-5891.352026452156,1094.4694735478433
14.17,275.0,10.1,162.7595514351564,5904.638736767819,-539.4934559072443,117.5171788237676,2.564209536318708,0.7249873004321714,-4035.1488579129623,1869.4898788548567
16.88,275.0,10.0,180.05769267270526,4568.8908175355455,-393.2702453890446,122.68379070323287,2.592328763330081,0.7400267287557543,-2648.228928280902,1920.6618892546435
19.49,276.0,11.7,203.93465277984313,3812.441031298102,-282.4680646353632,122.4173162447923,2.5908407453087205,0.7392518865230657,-1678.5599330715665,2133.881098226536
22.19,267.0,15.7,194.54783841867535,3068.9853943217663,-243.33455346115764,130.42398230981547,2.637603269075985,0.7625327281285786,-1363.3134054358259,1705.6719888859404
24.8,257.0,15.1,196.79269597024896,2520.3345524193546,-186.83954978635106,132.05422008962555,2.6477005494112156,0.7672801776874737,-958.7472464823047,1561.58730593705
27.51,254.0,13.6,195.54976292754688,2074.9989894583787,-145.09078547258937,133.67456450096472,2.6579547861820436,0.7720042981776754,-684.9695535797968,1390.0294358785818
30.12,248.0,11.6,200.4425944840576,1748.451573705179,-98.64383353899693,129.096259687688,2.6295342505394874,0.758669382933396,-414.54607292495473,1333.9055007802244
35.43,227.0,11.2,184.5080558737316,1293.7398278295232,-85.63309715172429,140.105655055582,2.7010574412528254,0.7908354072856668,-332.88115771086507,960.8586701186581
