r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,delta_sigma_i,beta_i,rho_struct_i,M_struct_i,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms,r_scale,L_static
0.87,39.3,32.75,6.6,NGC4010,0.0,32.75,0.0,1775.2758620689654,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,0.35,1,2.048173842196159,0.0,1.0,4.195016087856576,4.195016087856576,2.3837213162139286e-05,0.0045539406508057585,32.750000316616415,6.549999683383582,6.549999999999997,2.4877760922159533,0.4019654353657139
1.74,54.6,63.957868945111045,5.6,NGC4010,11.53,62.91,0.0,1713.3103448275865,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,0.35,1,2.048173842196159,0.0,1.0,4.195016087856576,4.195016087856576,5.959303290534821e-06,0.0032201223153058315,63.95786902617369,-9.357869026173688,-9.357868945111044,2.4877760922159533,0.4019654353657139
2.61,65.5,84.18683982666175,6.7,NGC4010,13.36,83.12,0.0,1643.773946360153,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,0.35,1,2.048173842196159,0.0,1.0,4.195016087856576,4.195016087856576,2.6485792402376986e-06,0.0026292188606162844,84.186839867718,-18.686839867718007,-18.686839826661753,2.4877760922159533,0.4019654353657139
4.37,94.3,99.52326813363797,6.3,NGC4010,19.72,97.55,0.0,2034.8947368421047,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,0.35,2,2.014818524058862,0.03335531813729675,0.9203690362498174,3.7362322904251024,7.931248378281678,1.7862367956388444e-06,0.0027938959889268872,99.5232681728542,-5.223268172854205,-5.223268133637973,2.4877760922159533,0.4019654353657139
5.24,104.0,100.64390542899257,5.7,NGC4010,22.31,98.14,0.0,2064.12213740458,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,0.35,2,2.014818524058862,0.03335531813729675,0.9203690362498174,3.7362322904251024,7.931248378281678,1.2423367469347447e-06,0.002551439702195226,100.64390546133355,3.3560945386664542,3.356094571007432,2.4877760922159533,0.4019654353657139
6.11,115.0,101.9057628399886,5.1,NGC4010,25.86,98.57,0.0,2164.4844517184943,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,0.35,2,2.014818524058862,0.03335531813729675,0.9203690362498174,3.7362322904251024,7.931248378281678,9.137333678693523e-07,0.0023628184182627626,101.90576286738113,13.094237132618872,13.094237160011403,2.4877760922159533,0.4019654353657139
7.85,129.0,104.68091755425151,5.1,NGC4010,33.19,99.28,0.0,2119.872611464968,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,0.35,3,2.008300668148807,0.006517855910054937,0.9839157887747766,3.968399581767075,11.899647960048753,8.305296751649687e-07,0.0025533620875318494,104.68091758539212,24.319082414607877,24.319082445748492,2.4877760922159533,0.4019654353657139
8.72,127.0,103.32310196659797,5.1,NGC4010,36.53,96.65,0.0,1849.655963302752,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,0.35,3,2.008300668148807,0.006517855910054937,0.9839157887747766,3.968399581767075,11.899647960048753,6.730719597973297e-07,0.0024226406026137503,103.32310199500009,23.676898004999913,23.676898033402026,2.4877760922159533,0.4019654353657139
9.6,124.0,99.93100469824168,5.1,NGC4010,35.56,93.39,0.0,1601.6666666666667,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,0.35,3,2.008300668148807,0.006517855910054937,0.9839157887747766,3.968399581767075,11.899647960048753,5.553311079411164e-07,0.0023089345240250355,99.93100472491597,24.068995275084035,24.06899530175832,2.4877760922159533,0.4019654353657139
10.47,122.0,96.31905989989728,3.9,NGC4010,33.73,90.22,0.0,1421.5854823304678,NGC4010,NGC4010,Bizyaev_2014,,False,unique_to_2014,NGC04010,,EON_179.659_47.261,NGC04010,NGC04010,179.65419,47.260159,r,35.14,0.39,9.94,0.67,0.2828685258964143,3.535211267605634,21.96,0.07,-0.088,12.28,0.06,IR,905.0,NGC4010,NED,thick_like,NGC04010,NGC04010,NGC4010,179.65419,47.260159,NGC4010,NGC4010,NED,,True,name_exact,NGC4010,65.0,0.0,Bizyaev_2014,0.35,3,2.008300668148807,0.006517855910054937,0.9839157887747766,3.968399581767075,11.899647960048753,4.668755219839763e-07,0.0022109244028623485,96.31905992527226,25.680940074727744,25.680940100102717,2.4877760922159533,0.4019654353657139
