galaxy,source_file,beta_mode,beta_raw,beta_formula,beta,beta_clipped,beta_hit_lower,beta_hit_upper,beta_saturation_ratio,beta_z,beta_numerator,beta_denominator,beta_g_choice,beta_sigma_choice,gbar_char_median,gbar_char_logmean,sigma_char_mean,sigma_char_median,sigma_char_rms,n_sigma_positive,use_dimension_proxy,d_eff_proxy,d_eff_ratio,d_eff_g_hat,d_eff_sigma_hat,d_eff_signed_delta,d_eff_response,formula_g0,formula_sigma0,formula_p,formula_q,formula_lambda_beta,formula_d_ref,formula_dim_sensitivity,formula_dim_g_power,formula_dim_sigma_power,formula_d_min,formula_d_max,formula_dim_response_lambda,formula_dim_transition,formula_dim_response_min,formula_dim_response_max,use_cinfo_ceiling,c_info_kmps,cinfo_quantile,cinfo_margin,sigma_soft_power,sigma_floor_fraction,sigma_weight_mode,sigma_weight_value,sigma_weight_u,sigma_weight_v,sigma_weight_lambda,sigma_weight_g_choice,sigma_weight_sigma_choice,structural_mode,sigma_proxy_mode,sigma_damping_mode,sigma_positive_only,D_bg,upsilon_disk,upsilon_bul,rmse_kmps,mae_kmps,mean_absolute_fractional_error,median_absolute_fractional_error,chi_square,reduced_chi_square,n_points_total,n_points_valid,detail_table,plot_path,status,error
NGC4010,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4010_normalized.csv,formula,,13210.93012683192,8075.547759997564,8075.547759997564,False,False,,13210.93012683192,,,gbar_char_logmean,sigma_char_rms,1615.7787131809846,1635.1392377162035,0.3317352660440083,0.38669912585934757,0.3576878554627472,8,True,4.017513248930164,0.23276827543335485,2.914369651721523,0.6783727978065259,-1.0175132489301637,0.6112777588306071,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,10.372121364722846,8.113559108691142,0.11946926968120734,0.06628528066386292,39.04262808910975,3.549329826282704,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC4010_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC4010_rotation_curve.png,ok,
NGC4013,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4013_normalized.csv,formula,,16963.547779375232,11392.987462711628,11392.987462711628,False,False,,16963.547779375232,,,gbar_char_logmean,sigma_char_rms,1138.8862424505674,1408.061189332279,0.4292206896951961,0.3057273459121944,0.5242743276781665,27,True,3.721915023261661,0.39619719656219665,2.5096399764025077,0.9943123230310909,-0.7219150232616611,0.6716158442141182,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,18.440974355816657,16.53093872098303,0.09225748401299821,0.10699794495435302,555.4252247655262,15.869292136157892,36,36,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC4013_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC4013_rotation_curve.png,ok,
NGC4051,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4051_normalized.csv,formula,,46219.66001732436,26735.361767128787,26735.361767128787,False,False,,46219.66001732436,,,gbar_char_logmean,sigma_char_rms,4485.998497706421,4900.45486322508,0.35207420605754336,0.3571947860975404,0.38312300384912223,0,True,4.330948769512137,0.08319096653015581,8.734263482638701,0.7266118210497583,-1.330948769512137,0.5784413333440286,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,9.802288824755793,7.013468355116586,0.05519832867122615,0.02203226322518747,8.491853329811372,1.4153088883018954,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC4051_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC4051_rotation_curve.png,ok,
NGC4068,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4068_normalized.csv,formula,,4284.342989151843,5400.732607249174,5400.732607249174,False,False,,4284.342989151843,,,gbar_char_logmean,sigma_char_rms,458.40876758835077,403.4461294102056,0.44377919616977385,0.46642580500088415,0.5079639089440706,3,True,2.7536451732679765,1.3397434350703927,0.7190770844077126,0.9633788031447916,0.24635482673202347,1.2605742866348661,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,15.51635296303314,13.497480497852541,0.6323774865928958,0.5651797514164283,256.40284110802094,51.280568221604184,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC4068_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC4068_rotation_curve.png,ok,
NGC4085,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4085_normalized.csv,formula,,126227.22643347422,74059.75038155248,74059.75038155248,False,False,,126227.22643347422,,,gbar_char_logmean,sigma_char_rms,6279.111731843575,6238.989006082419,0.5894230483731614,0.37725534486393936,0.7670104825931845,0,True,4.22790977646272,0.13081616505008034,11.119982810850168,1.454673506738232,-1.2279097764627203,0.5867177191014676,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,92.17842166546207,83.09522007687679,0.81116984615601,1.0,2193.6075233664515,365.60125389440856,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC4085_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC4085_rotation_curve.png,ok,
NGC4088,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4088_normalized.csv,formula,,60292.49405609864,35443.46459450767,35443.46459450767,False,False,,60292.49405609864,,,gbar_char_logmean,sigma_char_rms,4732.361785111256,4327.859358517689,0.48115829807073457,0.5321180874149591,0.5556545960906433,2,True,4.2154953807883455,0.13661742838118096,7.713705157610591,1.053826561923411,-1.2154953807883455,0.5878586571908867,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,27.601621947103197,15.91119042591069,0.1369800359548475,0.04843409343710619,94.09511311421812,8.554101192201648,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC4088_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC4088_rotation_curve.png,ok,
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,formula,,18569.727876562527,11180.421245644504,11180.421245644504,False,False,,18569.727876562527,,,gbar_char_logmean,sigma_char_rms,1965.265297959518,2071.8489579062953,0.3279513426115758,0.3426514511584322,0.3876241770846648,20,True,4.085019351027654,0.19907975624659185,3.692733674660283,0.7351485198349506,-1.085019351027654,0.6020778182622528,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,14.4727431768122,12.810975677933884,0.07320718376317482,0.0909382788568407,150.3564496768101,6.537236942470003,24,24,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC4100_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC4100_rotation_curve.png,ok,
NGC4138,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4138_normalized.csv,formula,,24282.11492826647,14522.278715015169,14522.278715015169,False,False,,24282.11492826647,,,gbar_char_logmean,sigma_char_rms,1860.9677558685448,2448.5831298572934,0.3620728533137399,0.31238154620924075,0.4210466466698911,5,True,4.118039964351159,0.18297413140878765,4.364201040970887,0.7985358947649749,-1.1180399643511594,0.5980648208739836,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,14.09890317124179,9.109330404578357,0.05340924274952324,0.028684971677565386,6.756498595163643,1.1260830991939406,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC4138_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC4138_rotation_curve.png,ok,
NGC4157,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4157_normalized.csv,formula,,29154.12772107756,17427.915767789815,17427.915767789815,False,False,,29154.12772107756,,,gbar_char_logmean,sigma_char_rms,2234.475216836735,2674.6843206517738,0.39771346049819917,0.43461891967086175,0.45701303317948666,8,True,4.120433723351332,0.1818152837394067,4.767189626572853,0.8667479345948995,-1.120433723351332,0.5977855326191068,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,20.496973186072207,16.89332548955676,0.09445920687500682,0.07511551708759291,115.80619383883348,7.2378871149270925,17,17,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC4157_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC4157_rotation_curve.png,ok,
NGC4183,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4183_normalized.csv,formula,,9803.42402950318,12787.908232758595,12787.908232758595,False,False,,9803.42402950318,,,gbar_char_logmean,sigma_char_rms,670.1451766953198,577.1197050715907,0.7341579216562969,0.6749977854419028,0.7676103081125054,23,True,2.7085127914429727,1.4153023554823336,1.0286219760833843,1.4558111056517065,0.29148720855702726,1.3044328383913293,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,19.39512658150727,17.714800295719158,0.195680735620098,0.16228933763780834,244.29337735640877,11.104244425291308,23,23,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC4183_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC4183_rotation_curve.png,ok,
NGC4214,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4214_normalized.csv,formula,,24298.68243453433,32283.65363085181,32283.65363085181,False,False,,24298.68243453433,,,gbar_char_logmean,sigma_char_rms,735.9389734293841,866.9150838264462,1.0719636270209116,1.1175602141935705,1.1899928846316294,14,True,2.682817026602854,1.460636467613659,1.5451350885886568,2.2568806577820535,0.31718297339714585,1.3286174556102226,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,118.1989566248718,110.86302469741841,1.4632287544452194,1.5640570232341733,4444.4206897856975,341.8785145988998,14,14,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC4214_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC4214_rotation_curve.png,ok,
NGC4217,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4217_normalized.csv,formula,,130067.26638562258,76731.92252614048,76731.92252614048,False,False,,130067.26638562258,,,gbar_char_logmean,sigma_char_rms,5269.303887614678,5971.625162849993,0.5585867366313081,0.29373472019075675,0.824030967822119,7,True,4.193739513086545,0.14683355989412272,10.643450260770509,1.5628156913449627,-1.1937395130865447,0.5899403028787134,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,68.16120788708922,49.95434750992261,0.35465370077005265,0.19691162329755865,1900.2868360611853,105.57149089228807,19,19,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC4217_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC4217_rotation_curve.png,ok,
NGC4389,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4389_normalized.csv,formula,,236743.9079716784,145604.92528161858,145604.92528161858,False,False,,236743.9079716784,,,gbar_char_logmean,sigma_char_rms,6119.834118101795,6104.233801582819,1.2910904309620845,1.1902557422776159,1.4081219578276263,0,True,3.992648502570227,0.24546153497148004,10.879803583695372,2.6705732878420756,-0.9926485025702272,0.6150313498205717,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,78.08145319685933,73.10000000000001,1.0,1.0,802.1231800919811,160.42463601839623,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC4389_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC4389_rotation_curve.png,ok,
NGC4559,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4559_normalized.csv,formula,,11628.466466604126,8114.141106719149,8114.141106719149,False,False,,11628.466466604126,,,gbar_char_logmean,sigma_char_rms,990.5384813412618,1105.733861534528,0.408295742963104,0.394787951086917,0.4696835491780734,21,True,3.63283244193293,0.4519902576876619,1.9707907036944217,0.8907781980112901,-0.6328324419329299,0.6977825605828771,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,9.825481424635845,6.681071571216572,0.07866949580620591,0.056195212800254024,72.22747253314166,2.3299184688110213,32,32,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC4559_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC4559_rotation_curve.png,ok,
NGC5005,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5005_normalized.csv,formula,,264085.1514487801,150589.82967902068,150589.82967902068,False,False,,264085.1514487801,,,gbar_char_logmean,sigma_char_rms,21660.17275912335,23170.208889232446,0.38290325129665326,0.3910991524272773,0.41071894026034955,0,True,4.467039710046396,0.018862059736172505,41.29712751871916,0.7789488861904141,-1.4670397100463957,0.5702320969311594,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,83.6694866421448,71.51523766134338,0.29469209447850525,0.23934526394827127,575.1738368327394,33.8337551078082,18,18,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC5005_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC5005_rotation_curve.png,ok,
NGC5033,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5033_normalized.csv,formula,,33495.56302726719,21776.660005409525,21776.660005409525,False,False,,33495.56302726719,,,gbar_char_logmean,sigma_char_rms,1316.8768980570999,2070.048818358792,0.6063314604601108,0.6936246199215319,0.6719928868177134,16,True,3.8080785462240883,0.3454287035978598,3.6895252188021535,1.274467913222438,-0.8080785462240883,0.6501356608838654,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,25.697256496708487,19.3720389367295,0.09050859639997878,0.07444139299244812,776.3164888470965,36.96745184986174,22,22,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC5033_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC5033_rotation_curve.png,ok,
