r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
0.12,6.48,2.6,1.8126038193230873,43.96333333333334,-234.17543859649123,69.23163967419343,2.2126740677326304,0.4917827118217536,0.37722105894184327,-86508.48559346254,-16.583894951461307,0.37722105432090314,27.37943838187203
0.19,8.6,2.65,1.798804479186604,27.57105263157895,-19.77106227106223,72.06353475820315,2.223813803536762,0.49920920235784116,0.38232390506367747,-7465.368653431438,-10.541065503464266,0.3823236509799008,17.029987128114684
0.26,10.2,3.03,3.855997655636783,41.195384615384626,190.4318751424014,75.36275131769125,2.2371645759369425,0.508109717291295,0.3881986540139802,39856.07520061723,15.991992001062933,0.38819863318112197,57.18737661644756
0.33,11.7,3.55,4.994999571129619,54.23151515151515,173.00439560439548,78.26672964558318,2.248658377144679,0.5157722514297859,0.39413635313693723,31043.141356372136,21.374608229045712,0.394136290850958,75.60612338056086
0.4,12.7,3.75,6.051221355181367,65.416,182.28704982960318,80.72681548774652,2.258187885983585,0.52212525732239,0.39940087725970597,27153.262721868563,26.12719972350755,0.39940075399760844,91.54319972350754
0.47,14.1,3.43,7.249534157552345,79.75170212765958,243.3612121212121,82.55496981430633,2.265072719310616,0.5267151462070773,0.4021111470115355,26686.450746961797,32.06903298195362,0.40211095345175585,111.8207351096132
0.55,16.0,3.33,8.863845934602981,101.92018181818182,297.7520933424845,82.70191222023847,2.2656341908205633,0.5270894605470422,0.40159208998714624,24122.922943934587,40.930299549777786,0.40159170460267096,142.85048136795962
0.62,18.1,2.66,10.38328228978697,124.41451612903226,308.0090532655752,81.051180418532,2.259629940667191,0.5230866271114607,0.39767695449341384,21117.472365581194,49.47669533774801,0.39767622683541964,173.89121146678028
0.69,21.2,3.78,11.79553582956739,145.0414492753623,266.70176449187466,77.83961211381217,2.2479875140407906,0.515325009360527,0.390255257941272,17619.932672529158,56.602993487837786,0.3902539154885068,201.6444427632001
0.76,21.6,3.33,13.024151362219472,161.75276315789472,266.217703110579,73.56757832366624,2.232534950330783,0.5050233002205221,0.3798574663201139,15111.535158293933,61.44265619210966,0.3798553730555595,223.19541935000439
0.83,23.3,3.09,14.385181135882474,182.31192771084338,211.08740601503754,68.37840065690413,2.2137381069591564,0.4924920713061043,0.3675358947591245,11867.428659077103,67.00546543632412,0.36753198914444274,249.31739314716748
0.9,24.5,3.26,15.271742430547711,191.30499999999998,107.94572990045593,62.47960269502722,2.1919915438006266,0.47799436253375105,0.3546038873801635,6630.585843688068,67.83512984999035,0.3545915153811472,259.14012984999033
0.97,24.4,3.29,16.033263945777215,197.4243298969072,67.93818681318717,57.05153638928595,2.172331690724282,0.464887793816188,0.3424038213594586,3796.9750672464183,67.59170387109238,0.3423676499567607,265.0160337679996
1.04,25.3,2.78,16.67745461965339,200.81634615384618,32.58361527949162,52.42521412592322,2.155734390747536,0.4538229271650239,0.3319501679860299,1622.7931252975761,66.6235505678828,0.33176358321370036,267.439896721729
1.11,25.4,2.78,12.330951169453598,201.98603603603604,-10.07536091359612,49.22407739302031,2.144285480063612,0.44619032004240794,0.32411910197313676,-446.28270915261743,-65.00193086175761,0.32181398346844486,136.98410517427843
1.19,25.9,2.73,12.704078717890551,199.30504201680677,-56.926483626483595,47.76455037282313,2.139171458400763,0.4427809722671752,0.3195999898141737,-2203.640720162416,-63.68015456272304,0.31951100643682206,135.62488745408373
1.26,26.7,2.67,12.89000476757364,193.4470634920635,-78.79863524357145,47.794856817207005,2.1392956739863704,0.44286378265758025,0.31838271732860324,-2792.927862966755,-61.58021991422929,0.3183311175811967,131.86684357783423
