r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
0.63,265.0,15.0,290.14049651922795,191670.82634920639,-124605.24611725783,53.88844695205207,2.159233603739858,0.45615573582657204,0.3390294841751775,-107272.01238521072,-58049.38552313632,0.302859786378631,133621.44082607006
1.72,250.0,15.0,253.66621928664472,55851.10808139536,-76100.39026853275,56.98274045478486,2.170030397848189,0.46335359856545943,0.35483831459155124,-41547.62419633798,-18440.322728383653,0.33016932630073165,37410.785353011706
2.79,233.0,7.29,221.13541625526176,27293.98336917563,-17919.51751138701,59.93505298739572,2.1802503651107874,0.47016691007385825,0.3748788325331537,-26940.64568093877,-9766.788988391441,0.3578367018213081,17527.19438078419
3.91,230.0,6.45,199.8780388938121,16607.3647314578,-7169.6460741757855,62.95290667947897,2.190711011177096,0.47714067411806393,0.39842380914761455,-20191.144647703823,-6389.658738609654,0.3847485041685339,10217.705992848147
5.03,228.0,5.37,182.0943525205196,11233.976163021867,-3860.8511160478884,66.11256790717076,2.201717842256139,0.48447856150409263,0.42477450381161924,-16413.73752562552,-4641.858226666545,0.4131981552485256,6592.117936355322
6.14,228.0,5.16,165.97802394747364,7997.666742671011,-2375.478736212848,69.36631873745647,2.2130899689355408,0.4920599792903605,0.44924558754672567,-13540.960850526488,-3510.9070629465587,0.4389914178612058,4486.759679724452
7.26,227.0,5.94,152.51146113505402,5936.658581267217,-1508.5057211671171,72.00044282567045,2.2225077597655294,0.49833850651035294,0.47143560675094337,-10379.33186201504,-2732.8368488224387,0.4603324936767877,3203.8217324447787
8.37,226.0,3.0,142.61329768951325,4633.69898446834,-1002.9000386296317,74.05959174349786,2.2300477732698045,0.5033651821798697,0.490596820779392,-7366.633396489119,-2203.7643754029014,0.4755950662288772,2429.934609065439
9.5,223.0,3.92,134.25493633217738,3690.1624947368423,-719.3452715833877,75.59332472601606,2.235793349994058,0.5071955666627053,0.5068698655901807,-5169.123955681738,-1792.858502151895,0.4858481177208294,1897.3039925849473
10.65,219.0,2.9,127.45822024061818,2993.5917652582157,-534.7522507076894,76.65949883337213,2.239883243933779,0.5099221626225192,0.5201310225331953,-3631.7034861568577,-1468.1835110886448,0.4904421264540741,1525.408254169571
11.74,216.0,2.55,122.14437519822393,2492.317453151618,-413.0958910188691,77.25557286862019,2.2422043579716178,0.5114695719810785,0.5309702812094197,-2624.1653471488316,-1221.5126496963794,0.4901111807212746,1270.8048034552385
12.82,214.0,2.55,117.52373551275971,2097.1736817472697,-326.75636403997675,78.07813808666319,2.2454495984277796,0.5136330656185197,0.5399504519207223,-1946.2141008206913,-1019.8079712267471,0.48627730745557013,1077.3657105205225
14.01,214.0,3.07,113.10999880691057,1750.5805067808708,-258.0639586144309,78.90135853847353,2.2487276562109604,0.5158184374739736,0.547655075304038,-1433.1895383290357,-837.3848015632183,0.47834692453138233,913.1957052176525
15.09,214.0,3.61,111.07378263081148,1511.3684956925117,-198.51093401179386,79.62574606730844,2.2516369008096024,0.5177579338730682,0.5545849075053675,-1038.8254561320314,-693.7816707808644,0.45904203558442735,817.5868249116473
16.18,214.0,4.46,109.2513657875493,1319.8117799752781,-161.59074192589185,80.25604399354941,2.254180849807886,0.519453899871924,0.5612807746165636,-797.1160120293976,-582.1195101084735,0.4410625203840637,737.6922698668046
17.36,214.0,5.07,106.79882113845487,1144.5575115207373,-135.86667649070233,80.8285414768294,2.256498553913247,0.5209990359421646,0.5667690537416372,-630.1348256899441,-487.53054167259927,0.4259554777853259,657.026969848138
18.44,214.0,4.78,105.7863666763614,1012.7530911062906,-111.59662199947613,81.32225705790616,2.2585062942395218,0.5223375294930145,0.5710375332092563,-490.8574172540047,-405.8791553912373,0.40076812300604414,606.8739357150533
19.53,214.0,4.87,103.32830690725952,902.3928417818739,-101.24793516001534,81.73635373163124,2.260198656596691,0.5234657710644608,0.5742234522708071,-422.821494481895,-355.7088167782479,0.3941839964907764,546.684025003626
