galaxy,source_file,beta_mode,beta_mean,beta_max,d_eff_mean,d_eff_max,cinfo_cap_mean,eta_mean,eta_max,struct_to_bar_ratio_mean,struct_to_bar_ratio_max,a_newton_source,rmse_kmps,mean_absolute_fractional_error,n_points,status,error
PGC51017,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\PGC51017_normalized.csv,local_structural_coupling_v3,58.85559766556498,71.40173948055276,2.1791788510128614,2.2223527365920344,0.4694525673419075,0.4409274125005465,0.5263878089270481,0.44066109050303476,0.525773023390499,computed_from_baryonic_velocity,3.7912880684040533,0.17546257145547595,6,ok,
UGC07577,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC07577_normalized.csv,local_structural_coupling_v3,90.31104737346953,116.52515614956909,2.317888764146618,2.45141413934451,0.5619258427644119,0.45956704983923724,0.5813428594954356,0.45288000204294676,0.581330008430929,computed_from_baryonic_velocity,4.406036001947661,0.36057588444297256,9,ok,
F563-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\F563-V1_normalized.csv,local_structural_coupling_v3,72.14400594229768,80.22247537235424,2.2248548256128657,2.255580782283535,0.4999032170752436,0.44997125547134714,0.5338119985192964,0.4282764034310281,0.4891751094967503,computed_from_baryonic_velocity,5.093264414574974,0.17468858961489506,6,ok,
F574-2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\F574-2_normalized.csv,local_structural_coupling_v3,81.4905916734755,83.99571952808947,2.259650169559952,2.2700769836110313,0.523100113039968,0.4568607335728715,0.5274690245340795,0.2863908130543257,0.5057267954741713,computed_from_baryonic_velocity,5.4892939049337075,0.17025356296995706,5,ok,
UGC06628,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC06628_normalized.csv,local_structural_coupling_v3,79.71154194613311,90.23667365777001,2.2555354587901877,2.298844233700015,0.5203569725267919,0.4556917858419025,0.54930225283661,0.42523947742677803,0.48034540425879196,computed_from_baryonic_velocity,5.491629421374154,0.1266527690082348,7,ok,
CamB,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\CamB_normalized.csv,local_structural_coupling_v3,91.31381345092024,113.07345241242292,2.316067417951055,2.4293507130619973,0.5607116119673698,0.4552233978358848,0.5758833766322313,0.4551994417031397,0.5758728215720931,computed_from_baryonic_velocity,6.170797525160304,0.7071876554933637,9,ok,
UGC04305,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC04305_normalized.csv,local_structural_coupling_v3,77.92902696403894,110.25024832507181,2.252795312347869,2.402820334019921,0.5185302082319126,0.413160755999984,0.5866384738693801,0.4108714440227205,0.585185623609236,computed_from_baryonic_velocity,6.90622526639437,0.2636988357118317,22,ok,
F561-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\F561-1_normalized.csv,local_structural_coupling_v3,83.15652184394082,98.12769843507499,2.277358421878328,2.3416136650488237,0.5349056145855517,0.46036696753190903,0.548570349743293,0.3279838397388285,0.4345007245302872,computed_from_baryonic_velocity,7.648924484686243,0.132542504681278,6,ok,
KK98-251,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\KK98-251_normalized.csv,local_structural_coupling_v3,84.19564493520208,103.65229635238144,2.2762114001520413,2.3720560468861636,0.5341409334346938,0.40887466053211496,0.5562302952174728,0.3871379916593746,0.5560693348192277,computed_from_baryonic_velocity,10.123466711583264,0.25548305607097105,15,ok,
UGC04483,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC04483_normalized.csv,local_structural_coupling_v3,75.6355824015134,89.2617697764666,2.2399319427760878,2.2947203307477095,0.5099546285173917,0.4511459238848658,0.5541027577741033,0.45114157455337545,0.5540893848440446,computed_from_baryonic_velocity,10.481670642677347,0.4209109550508287,8,ok,
UGCA281,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGCA281_normalized.csv,local_structural_coupling_v3,83.31233616462963,87.43734879604628,2.2672383171472177,2.284927386823106,0.528158878098145,0.4533107161643112,0.5451025859733899,0.4533064573578999,0.545097523323181,computed_from_baryonic_velocity,10.796317392823598,0.34162285628513966,7,ok,
UGC07559,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC07559_normalized.csv,local_structural_coupling_v3,69.1078868808994,69.67735384010938,2.211218492414011,2.213305569378954,0.49081232827600757,0.45168891257647464,0.5301275712837326,0.4510899765940673,0.5301231213581972,computed_from_baryonic_velocity,10.90573254147525,0.39532954754797034,7,ok,
UGC07866,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC07866_normalized.csv,local_structural_coupling_v3,58.988751447455,78.992022973656,2.18313357717088,2.253111616554494,0.4720890514472532,0.4418713986597949,0.539479848546033,0.4368162258695491,0.5390205871757171,computed_from_baryonic_velocity,11.537434900643674,0.3736791764033705,7,ok,
NGC4068,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC4068_normalized.csv,local_structural_coupling_v3,87.30516861473085,95.19250067473622,2.2871973449959033,2.3222450450891223,0.5414648966639355,0.46231507430918933,0.5467181379156042,0.4612693476231419,0.5464758921584827,computed_from_baryonic_velocity,12.406520433741813,0.47006726368369195,6,ok,
D564-8,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\D564-8_normalized.csv,local_structural_coupling_v3,69.1711441501763,86.16362320666317,2.2214458887757105,2.28543589148399,0.4976305925171401,0.44929628597759064,0.5374651566156907,0.4488823787645895,0.5372397564747567,computed_from_baryonic_velocity,12.720641376223059,0.5673770727003851,6,ok,
UGC09992,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC09992_normalized.csv,local_structural_coupling_v3,77.89961751604697,85.84511903951393,2.2495545582514977,2.281698255037473,0.5163697055009987,0.4548618025337964,0.5279272036558667,0.45444435637687813,0.5271003578395038,computed_from_baryonic_velocity,12.856763033910672,0.39924428029533177,5,ok,
UGC08837,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC08837_normalized.csv,local_structural_coupling_v3,63.10257655528527,84.65502591847945,2.197604328233636,2.2755270971245722,0.48173621882242396,0.44569506450422114,0.5509961751522263,0.43197563106705916,0.544373208866631,computed_from_baryonic_velocity,14.887209559150689,0.4175499505595335,8,ok,
UGC07232,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC07232_normalized.csv,local_structural_coupling_v3,87.8870129424199,91.94113429279992,2.2896863021483846,2.307993848986687,0.5431242014322564,0.4628078878253802,0.5164328425142303,0.46265592768609387,0.5164313774758573,computed_from_baryonic_velocity,14.888649439248157,0.3367892985300092,4,ok,
UGCA444,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGCA444_normalized.csv,local_structural_coupling_v3,77.78757111708374,130.50178306962954,2.2620340836470563,2.5532713709702595,0.524689389098037,0.4080674342654481,0.6196775663186378,0.4079632136911369,0.6196538254523705,computed_from_baryonic_velocity,16.75475556471612,0.5660717091681101,36,ok,
D512-2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\D512-2_normalized.csv,local_structural_coupling_v3,73.82218440792315,79.76738773839578,2.233766348552534,2.2569719041565155,0.5058442323683561,0.45173573701340203,0.5057763227317971,0.45012694078998117,0.5049428948578382,computed_from_baryonic_velocity,17.219623931468725,0.4642231246148517,4,ok,
