r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
0.6,16.0,3.53,16.35454225339964,341.7008333333333,197.06208289427465,33.59992357498547,2.095437694107895,0.4136251294052634,0.30474301805723797,2838.4631121253215,104.08425386372352,0.3046063799387579,445.78508719705684
0.73,16.6,4.83,18.716629299603078,367.318904109589,137.492666666667,34.16469286425486,2.0971336356095702,0.4147557570730468,0.30667301862925,2353.2864797819643,112.56083882021967,0.3064390031683132,479.8797429298087
0.85,18.6,2.5,20.45835426971773,376.07400000000007,158.19254682694987,35.362784842562704,2.100782651561619,0.41718843437441266,0.30964641438756935,2102.284747319553,116.33101108856194,0.3093301081397861,492.405011088562
0.98,20.0,7.58,22.885621061026107,406.8670408163265,211.10713678844482,37.18869419935677,2.1064249665413475,0.42094997769423165,0.31401129637698316,1924.142103489151,127.57341974375699,0.3135506368070446,534.4404605600835
1.07,21.4,4.03,24.42479331546464,422.51757009345795,125.9586701563744,39.54048820668966,2.113785729150899,0.4258571527672658,0.32014254451348373,1848.6968177019514,135.0249799095011,0.3195724615183092,557.542550002959
1.54,28.9,2.74,31.224061607277193,477.40389610389616,61.85956665514063,42.64389870343791,2.1237050274763427,0.43247001831756177,0.3280015930037775,1179.2535751160356,155.67533977600095,0.32608728384177604,633.0792358798972
2.02,32.9,2.65,25.582780355746884,481.28415841584155,-24.266667215684404,46.69650463584289,2.1369335407214773,0.44128902714765156,0.33727848140876293,-521.7714595091617,-157.28482637109465,0.32680241728462756,323.9993320447469
2.49,35.2,2.88,27.235517023337913,454.35056224899597,-74.08086864249957,51.745320810400486,2.1537259440168484,0.45248396267789887,0.34752588453042454,-946.3934210050168,-156.44960340219714,0.3443367663677693,297.90095884679886
2.96,37.6,3.05,28.026299550955407,411.64814189189195,-96.34164397805846,57.10779795549675,2.1718476534164366,0.4645651022776244,0.3583029438255232,-935.8326915203647,-146.28548428382328,0.3553653457817408,265.3626576080687
3.43,40.6,3.68,28.123845093646466,363.789416909621,-88.25511548782826,62.121480392462445,2.1889757205239007,0.47598381368260045,0.36906614992359443,-863.8292719212111,-133.19155601999356,0.36612267930016046,230.59786088962747
3.9,42.7,3.25,28.28342224385151,328.6883333333334,-72.09865424194065,66.44288338402345,2.203844477344919,0.48589631822994583,0.3792427292992815,-769.0708390002566,-123.57244260923224,0.37595627856956354,205.11589072410115
4.37,45.5,2.99,28.212266052228525,296.0166819221968,-64.81672239369004,70.00495741283865,2.2162405493589823,0.49416036623932147,0.38820639516346483,-695.5315984890203,-113.8812229286668,0.3847121796960032,182.13545899353002
