r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
1.74,59.2,3.5,44.56010584462202,1818.426724137931,-552.4576782489978,66.54318398113114,2.2022048889057197,0.48480325927047985,0.37345653641346865,-7545.318030897925,-677.2755558138405,0.37245138713792236,1141.1511683240906
2.61,71.2,4.0,45.71048167980488,1337.788544061303,-408.1453140394088,68.21320173640662,2.2084665280472144,0.48897768536480957,0.4031222736047712,-5027.902930861857,-537.2337029119628,0.4015834231028851,800.5548411493401
3.5,84.5,4.4,46.6970855027982,1100.0909714285715,-204.09135603649545,69.62245379057062,2.2136792961650906,0.4924528641100604,0.43722927461545197,-3055.2767485836084,-477.0573158698154,0.4336526053389127,623.0336555587561
4.37,93.5,4.5,47.86552304133119,978.5877574370709,-142.54191786059,70.8938747219616,2.21835048742191,0.4955669916146066,0.47262935523588356,-1983.6901337868567,-454.3066828329045,0.46424725772447567,524.2810746041664
5.24,97.5,3.5,47.464467215767094,852.0680343511449,-132.38643056798756,72.0357356501668,2.22252275055029,0.49834850036685996,0.5075534922015927,-1591.4406986360545,-422.12993357316225,0.4954181081263268,429.93810077798264
6.11,100.0,3.5,47.42207506114952,748.2353682487725,-99.41358559521386,72.87912247761254,2.225564541934986,0.5003763612899907,0.5300858166293962,-1095.947502338193,-380.17428754414084,0.508094516347082,368.06108070463165
6.98,101.0,4.0,48.33200358426468,679.0883954154727,-84.26648662075294,73.12577485614122,2.2264501633654232,0.5009667755769488,0.5394220329751578,-833.4983087108975,-344.4204053768804,0.5071805197998719,334.66799003859234
7.85,103.0,3.5,48.478120198692544,601.6116815286624,-81.52999499254733,73.03799914207593,2.226124192793214,0.5007494618621425,0.5355841454249616,-718.7324364645439,-302.23230089186217,0.502371064544336,299.37938063680025
8.72,105.0,4.0,49.63229489288141,537.2262041284404,-60.7257227782833,72.44509368836414,2.223898763804663,0.4992658425364418,0.5256544129934138,-489.3817617523635,-254.73025271399754,0.4741582796156691,282.49595141444286
9.6,110.0,4.9,53.72589248056671,495.34166666666664,-35.107799548357015,71.44375065587968,2.220073607244357,0.4967157381629048,0.511283416742488,-258.5923174917496,-194.66754970485255,0.39299651695937665,300.6741169618141
10.47,111.0,6.0,59.48717193174439,475.7875549188156,-22.475990514771283,70.31040793074942,2.215721944340393,0.4938146295602619,0.4956193408818111,-150.29598115001843,-137.80058028300687,0.2896262814325188,337.98697463580874
