r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
1.74,96.4,12.1,168.69882690227075,12591.864942528737,951.3988475891933,26.702151613228505,2.0760850967470033,0.4007233978313355,0.32068612699904075,8578.46355663647,3764.0512633346607,0.2989272264683894,16355.916205863397
3.5,157.0,10.5,199.62952084246635,14266.326914285717,-403.3365212023221,31.42642098498369,2.0905026056957845,0.4103350704638563,0.33667176955320643,-3173.382638918686,-2880.056745202087,0.20187794395193032,11386.27016908363
5.24,192.0,8.4,205.42105870449538,11180.18711832061,-1527.4760383408384,36.982640702111894,2.107840184896273,0.42189345659751526,0.3575613160852902,-4254.218285621376,-3127.169683344324,0.27970638149874366,8053.017434976286
6.98,201.0,6.9,209.71015509100712,8950.710300859599,-1072.792720254525,43.04725358742515,2.1270452597873275,0.43469683985821833,0.38277942461172876,-3549.4998048154403,-2650.0872137114234,0.2960756325067204,6300.623087148175
8.72,201.0,7.3,209.94697322302468,7446.868451834862,-1036.9613153148716,49.50225840083704,2.147734290445266,0.4484895269635106,0.41162527206362015,-3243.0728106875345,-2392.0827218452473,0.32121995135496895,5054.785729989615
10.47,194.0,6.4,187.4224280536024,5331.7153104106965,-1037.8162529372114,56.286425983657864,2.1697140616556494,0.4631427077704329,0.4402375891304031,-3071.75594837384,-1976.6850776019323,0.3707409271725857,3355.030232808764
12.19,190.0,6.0,167.33172118456423,3845.6460541427396,-703.2663189528839,62.14845607955789,2.1891150945335953,0.47607672968906356,0.46737872325824303,-2548.28369648254,-1548.6891292380028,0.4027123420705009,2296.9569249047368
13.94,186.0,6.4,153.52794901077422,2891.38118364419,-461.65353504470045,66.94999351835064,2.2053749707366177,0.4869166471577451,0.49212558678856916,-1873.4915759328032,-1200.5037713447002,0.41520079681490824,1690.8774122994898
15.68,184.0,6.4,143.93742892661996,2234.475216836735,-305.47358893664597,70.79300782927156,2.218745773946773,0.49583051596451533,0.5135299575283154,-1274.676744892749,-913.1752521679997,0.40867548912032625,1321.2999646687354
17.42,182.0,7.3,140.21153826507904,1828.3330941446613,-212.70643694046268,73.79355388705972,2.2294893691393782,0.5029929127595855,0.530956956265417,-866.3299577277161,-699.7868563341148,0.3827458238190958,1128.5462378105467
19.16,181.0,6.6,133.7871804271671,1494.2568162839248,-172.38400659439344,76.08965197860594,2.237963091992124,0.5086420613280825,0.5446508397997647,-666.9776041389649,-560.0705090474235,0.3748154286090297,934.1863072365013
20.9,183.0,6.5,130.9184417265103,1228.4367511961727,-122.76498085138738,77.59171218446565,2.24367074717042,0.51244716478028,0.5550244542386709,-449.73090315884406,-408.35835961255185,0.33242115169130093,820.0783915836209
22.65,185.0,6.5,131.59392074046244,1065.807033112583,-91.35688403550532,78.6612205606643,2.2478235529609325,0.5152157019739549,0.5626731660537724,-314.9296633199054,-301.26133881469735,0.28266030290201194,764.5456942978856
24.39,186.0,9.1,126.50844003215467,909.601225912259,-81.5357790538003,79.34033700876431,2.2504924029845617,0.5169949353230411,0.568201467567009,-263.6712127588502,-253.41486267448647,0.27859995727284903,656.1863632377725
26.13,186.0,11.4,123.75673624768622,782.0625220053579,-66.00052239847841,79.69029068745542,2.251870512455746,0.5179136749704973,0.5718391978451034,-200.5065156037857,-195.92667176887204,0.25052558619799165,586.1358502364858
27.87,184.0,13.6,121.57283233013808,679.9194079655541,-52.863703010580515,79.980937642236,2.2530280389558572,0.5186853593039048,0.5742034938974491,-151.33003730439518,-149.60173445382588,0.22002862795380737,530.3176735117282
29.61,185.0,13.6,118.21625906780531,598.0968355285377,-47.024466917825585,80.28841034557877,2.254267750402574,0.5195118336017159,0.5756412579745211,-127.25705820933693,-126.12507234088275,0.21087734435081257,471.9717631876549
