r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
0.5,24.2,2.18,28.793951396298663,1229.6083999999998,661.2012000000009,58.53839017786771,2.1753759854656844,0.46691732364378963,0.34855599141848975,45816.330382703825,428.57487402481974,0.3485458248535223,1658.1832740248196
1.0,42.0,2.91,46.23231444720794,1560.2090000000003,195.4456,61.90813040647667,2.1874211562626797,0.47494743750845314,0.3702826905911529,11326.384152471683,577.2178991455114,0.3699619084017021,2137.426899145512
1.5,59.4,2.4,35.888251754039594,1425.0539999999999,-302.6210000000003,65.85687159103807,2.2019084212860682,0.48460561419071213,0.39779020125531755,-11447.177904950951,-566.4095906924491,0.39746535267607347,858.6444093075507
2.0,63.9,2.01,37.90721055972458,1257.588,-368.9506957121413,70.1564889924078,2.217951031844093,0.49530068789606196,0.42906440919839695,-10477.13025886133,-539.1096937903525,0.4286854627989075,718.4783062096475
2.49,66.0,2.0,37.667016352385765,1059.79281124498,-360.5518333333332,74.5443341425508,2.234381609245008,0.5062544061633387,0.46282450939164055,-8810.406308266676,-489.99195948156756,0.4623469363846268,569.8008517634123
3.0,67.2,2.07,36.925040409879784,897.0361666666668,-316.71358488394844,78.77589869684724,2.2500812047194976,0.5167208031463317,0.49399178600553384,-7075.038362071285,-442.5499635762484,0.4933468460036989,454.48620309041837
3.49,68.7,2.38,35.28624110929543,743.0792263610315,-214.45816666666678,81.48479431812301,2.260310845253661,0.5235405635024406,0.5210921273659042,-4627.813242381869,-386.3116585606501,0.5198795025565109,356.7675678003814
4.0,71.3,2.91,35.5106778468222,682.578,-110.37009495791335,83.21475896097027,2.267062060507457,0.528041373671638,0.5430182873349194,-2246.733447215717,-367.3259397148028,0.538145002790601,315.25206028519716
4.49,72.5,3.21,35.756523499493596,632.7091314031181,-86.09159502776632,84.47551647524254,2.272065610695934,0.5313770737972892,0.5588944780034166,-1598.332712970264,-347.9588033920184,0.5499506584018673,284.7503280110997
5.01,74.0,3.41,36.48160313833732,595.625489021956,-70.26905899498648,85.33013561326781,2.2755078453814335,0.5336718969209556,0.5689898571804122,-1186.2261832789802,-329.9753158596519,0.5539979768184305,265.6501731623041
5.5,76.2,3.17,36.935593933540694,561.7373818181818,-69.15940245668203,85.81854428239446,2.2774983535875095,0.534998902391673,0.5753185390784928,-1069.8640804460936,-313.69409105028944,0.5584354917505262,248.04329076789236
