galaxy,source_file,beta_mode,beta_mean,beta_max,d_eff_mean,d_eff_max,cinfo_cap_mean,eta_mean,eta_max,struct_to_bar_ratio_mean,struct_to_bar_ratio_max,a_newton_source,rmse_kmps,mean_absolute_fractional_error,n_points,status,error
UGC02487,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC02487_normalized.csv,local_structural_coupling_v3,66.14575055599177,81.56853722704894,2.2037221391290385,2.2595426162084027,0.48581475941935925,0.4708102249817023,0.5743429510471036,0.06334624967726746,0.09471941082947281,computed_from_baryonic_velocity,116.56253645313795,0.31720524636722347,17,ok,
NGC2841,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2841_normalized.csv,local_structural_coupling_v3,79.6796288396797,97.69203457885132,2.2568924882006813,2.3321268410342095,0.5212616588004543,0.4689717260190588,0.588779565247689,0.2628890241873281,0.455721325117346,computed_from_baryonic_velocity,114.31815290625228,0.37167890510255047,50,ok,
NGC5985,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC5985_normalized.csv,local_structural_coupling_v3,67.4340405299617,97.29588649187086,2.2159114610803603,2.3300773963835453,0.4939409740535738,0.45725354334177826,0.5898818333002014,0.21003742563308475,0.3379063290175546,computed_from_baryonic_velocity,102.70073552709707,0.3608766776616434,33,ok,
UGC12506,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC12506_normalized.csv,local_structural_coupling_v3,62.36741457489067,86.62906805839039,2.194400167336542,2.2811052461637655,0.47960011155769483,0.4676267518517482,0.5772040327805729,0.11032800379226605,0.295367800415997,computed_from_baryonic_velocity,86.13493322808156,0.37810022466045534,31,ok,
UGC06787,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC06787_normalized.csv,local_structural_coupling_v3,74.19648348407885,97.19304348606062,2.233920935022734,2.3299070017837584,0.5059472900151559,0.480102883112876,0.5868764441655253,0.40410582752488544,0.496951360415346,computed_from_baryonic_velocity,83.71052563605149,0.3032004303839066,71,ok,
NGC6674,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC6674_normalized.csv,local_structural_coupling_v3,67.90304006662079,83.23768471548067,2.2103578874275844,2.2665419573848418,0.4902385916183894,0.4722571915285484,0.5736853486096822,0.07502697784404688,0.11343562909490301,computed_from_baryonic_velocity,83.32115186406783,0.3133894821937072,15,ok,
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC7814_normalized.csv,local_structural_coupling_v3,72.53082798154873,81.73635373163124,2.2255926768893386,2.260198656596691,0.5003951179262254,0.48759418762429807,0.5742234522708071,0.42865384787879823,0.4904421264540741,computed_from_baryonic_velocity,82.23173170969805,0.34049213478852564,18,ok,
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\ESO563-G021_normalized.csv,local_structural_coupling_v3,70.85378177881759,118.01291519563463,2.246385937735824,2.448800790610341,0.5142572918238826,0.4519613946797133,0.615315308159989,0.19401759584505268,0.29232359340951947,computed_from_baryonic_velocity,80.86505132866527,0.3571032756291849,30,ok,
UGC06786,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC06786_normalized.csv,local_structural_coupling_v3,76.09144349400768,111.26617612783906,2.249364437862814,2.4060723009980083,0.5162429585752093,0.4428995124872389,0.6044179888348191,0.3814876879990045,0.49769775852395093,computed_from_baryonic_velocity,79.34444466062007,0.3222348038017698,45,ok,
UGC02885,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC02885_normalized.csv,local_structural_coupling_v3,72.5265272203336,86.29760607422695,2.2263635277869045,2.2796955113970743,0.5009090185246031,0.4728348178643271,0.5746000548926284,0.06484242241713112,0.09752261801955103,computed_from_baryonic_velocity,73.96068759992895,0.22383617986094465,19,ok,
