galaxy,source_file,beta_mode,beta_mean,beta_max,d_eff_mean,d_eff_max,cinfo_cap_mean,eta_mean,eta_max,struct_to_bar_ratio_mean,struct_to_bar_ratio_max,a_newton_source,rmse_kmps,mean_absolute_fractional_error,n_points,status,error
UGC02953,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC02953_normalized.csv,local_structural_coupling_v3,84.18004830376007,118.14956902537894,2.2855451573474257,2.4498072057107585,0.540363438231617,0.4505910071666925,0.6151084642428628,0.3246913900557442,0.49918502119549163,computed_from_baryonic_velocity,69.95425255823655,0.19527905668199014,115,ok,
NGC5033,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC5033_normalized.csv,local_structural_coupling_v3,73.94931121457613,86.09469463561493,2.2314599589516746,2.2785452596730913,0.5043066393011167,0.4822497537692607,0.5782015202386518,0.19235163047560896,0.3260520009900605,computed_from_baryonic_velocity,69.70301708439963,0.31625246488752046,22,ok,
UGC00128,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC00128_normalized.csv,local_structural_coupling_v3,81.66553164845614,120.05840747136205,2.2827056931128142,2.4639675641540144,0.5384704620752095,0.4654890388890631,0.613857819154604,0.13755019233104165,0.26224332383337773,computed_from_baryonic_velocity,68.79364344710702,0.5485408132861395,22,ok,
NGC2903,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2903_normalized.csv,local_structural_coupling_v3,62.1698423714435,80.18213250787625,2.1919948501803637,2.2538019033931675,0.4779965667869089,0.47857919918520603,0.5766280425575138,0.39510629850625034,0.5238902683444648,computed_from_baryonic_velocity,66.36715416572835,0.4119143569376744,34,ok,
F568-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\F568-V1_normalized.csv,local_structural_coupling_v3,89.68828777678159,126.47851709103202,2.316193470291763,2.523560832353047,0.5607956468611754,0.4408925637045221,0.6051046983342092,0.408413643910078,0.5306407926298724,computed_from_baryonic_velocity,65.69206272286327,0.6046807495514114,15,ok,
NGC3992,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC3992_normalized.csv,local_structural_coupling_v3,60.20905401837646,77.65320628459777,2.1837851287254626,2.244725708758568,0.47252341915030843,0.4456122878757605,0.5523781397802647,0.13044079933948127,0.1690336724633014,computed_from_baryonic_velocity,63.84257554018904,0.24530111478357977,9,ok,
UGC09133,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC09133_normalized.csv,local_structural_coupling_v3,71.7716485036816,90.99358911477478,2.2255233079069856,2.300336314585347,0.5003488719379907,0.4898150654788113,0.5830681572772802,0.25301295209417607,0.4476002958998867,computed_from_baryonic_velocity,63.656448949651804,0.21933440066720633,68,ok,
F568-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\F568-1_normalized.csv,local_structural_coupling_v3,86.72266066936845,97.53954064923812,2.2831751664615045,2.332322746853831,0.5387834443076697,0.43585292880941745,0.5673752685155773,0.33614949429102253,0.5673136988214698,computed_from_baryonic_velocity,63.55764805332304,0.5213077292301359,12,ok,
UGC03205,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC03205_normalized.csv,local_structural_coupling_v3,72.04662207192486,114.4628929404209,2.2381643119976538,2.426687479927096,0.5087762079984357,0.43526491446799415,0.6051342368856367,0.3527587061221174,0.47893227908820407,computed_from_baryonic_velocity,63.12051000461036,0.2673001911435428,48,ok,
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\F563-1_normalized.csv,local_structural_coupling_v3,67.72379502892682,88.73426675679406,2.2101530741314486,2.2908603548135873,0.4901020494209657,0.4451331314826798,0.5729309361859729,0.24710503705079775,0.38667405021777235,computed_from_baryonic_velocity,61.7513695917568,0.6174189425374537,17,ok,
