r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
0.92,234.0,12.0,232.19146970376568,86727.61967391304,-26974.06057373099,44.29212386862257,2.1286258891939234,0.4357505927959489,0.3284203207635149,-145893.97851222433,-28126.664670440496,0.32431034976163153,58600.95500347254
2.32,192.0,12.0,275.02947697096135,48963.934870689656,-19968.876269619817,47.97303722296568,2.140793963420294,0.44386264228019606,0.34204084373934895,-62662.29458485105,-16359.963662534235,0.3341227314704131,32603.97120815542
3.24,212.0,6.3,291.8875331271241,40399.826728395055,-11348.023800735738,52.02876686572391,2.1543669846614923,0.4529113231076615,0.3594355981276914,-48608.44668960661,-14104.045248445069,0.34911152820692737,26295.781479949987
4.17,223.0,4.41,270.6723630064163,27970.09083932854,-10914.507665487541,56.48664140155824,2.169501617103913,0.46300107806927543,0.3801624825478167,-40988.50758996078,-10400.899449525858,0.3718579074080528,17569.191389802683
5.1,222.0,4.01,248.63335520046186,20098.842470588235,-6802.437780733524,61.06473414368233,2.18509727212899,0.47339818141932655,0.4038162365487965,-35478.6736860104,-7977.559074855091,0.39691634413917626,12121.283395733144
6.03,224.0,3.85,231.45147211959875,15317.556567164182,-4195.149672112077,65.66120213494987,2.200745428059527,0.48383028537301787,0.42707050159842913,-29101.890636194148,-6433.6786324495215,0.42001990358182967,8883.87793471466
6.96,224.0,3.23,218.81640979480247,12295.86408045977,-2910.978836346908,69.6176974951495,2.214560609117413,0.4930404060782754,0.4492740568742667,-22568.27799171405,-5416.464483407051,0.4405110895796855,6879.399597052719
7.89,226.0,3.4,205.80742034242212,9903.135931558934,-2098.0630810305074,72.99774470676562,2.226695559676557,0.5011303731177046,0.46953165071326824,-16807.705649735293,-4534.733616222758,0.4579088530706362,5368.402315336176
8.8,226.0,3.21,198.06618787741596,8435.428011363636,-1627.0154952225537,75.83901892476479,2.237207332335809,0.5081382215572059,0.4876020589141922,-12813.547773951794,-3977.449059057746,0.47151715997096966,4457.97895230589
9.73,227.0,2.75,185.93016141617392,6909.427420349434,-1403.3757682713451,78.24358421000599,2.2464240572662946,0.5142827048441964,0.5032766957948632,-10542.14521611751,-3356.495773458942,0.48578493835444214,3552.931646890492
10.64,227.0,2.65,178.3988414042821,5853.216597744361,-998.3952167131795,80.02639633088259,2.25349063434319,0.5189937562287934,0.5170546046273674,-7248.813509153371,-2862.0374046625757,0.4889683060362932,2991.1791930817853
11.58,224.0,2.35,172.36152478549943,5062.396269430053,-825.0489643701741,81.63170556164576,2.2600181061614184,0.5233454041076122,0.529328382992487,-5676.507546246625,-2496.895818101699,0.49322409491717073,2565.5004513283534
12.52,220.0,2.43,165.2096817081383,4302.124544728435,-659.1263035680388,83.00235729200637,2.265733272008469,0.5271555146723127,0.5403623374270021,-4302.102282846013,-2122.073511972494,0.4932617570480975,2180.0510327559405
13.46,218.0,2.3,163.71682828764554,3823.238818722139,-499.7195088685522,84.4055188306101,2.271684521841266,0.5311230145608439,0.5503118678352928,-3105.5627152633297,-1831.9163919341438,0.47915301104481745,1991.3224267879953
14.4,217.0,2.77,157.82751718759894,3362.651868055556,-463.7468383969917,85.79030512007037,2.2775832707686017,0.5350555138457345,0.5595215502021694,-2741.4786555771684,-1632.823730444317,0.48557620429155307,1729.8281376112388
15.33,216.0,4.43,153.36820911438733,2956.032230919765,-397.73159462361076,87.04167355268918,2.2829546701777628,0.5386364467851752,0.5671568496647613,-2245.388193573023,-1421.6677451432195,0.4809378362903945,1534.3644857765455
16.27,210.0,4.47,149.7153479161076,2618.893786109404,-343.5830078683595,88.1317379802505,2.2876753177874614,0.5417835451916408,0.5734136890350979,-1853.194894827944,-1241.2241240540175,0.4739497762900742,1377.6696620553867
17.11,208.0,4.35,144.4420665347655,2344.4544769140853,-326.7134633277606,89.0466140433093,2.291674447150743,0.5444496314338287,0.5782351264218185,-1693.7772993792232,-1125.0792235632014,0.47988955837781916,1219.375253350884
