r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.12,6.48,2.6,0.0,43.96333333333334,-234.17543859649123,79.66292665346324,2.3899436907054366,0.6103110066370387,-81150.51190151159,-81106.54856817826
0.19,8.6,2.65,0.0,27.57105263157895,-19.77106227106223,15.59022752959781,2.1199104716561528,0.33124658404179497,-1505.8720825110156,-1478.3010298794366
0.26,10.2,3.03,111.59474748056469,41.195384615384626,190.4318751424014,113.99349073363899,2.5458445395206786,0.7146982847074645,47856.44948173461,47897.64486635
0.33,11.7,3.55,105.34550130539988,54.23151515151515,173.00439560439548,107.36826675179029,2.512845217426284,0.6952334984773477,33575.08559177578,33629.317106927294
0.4,12.7,3.75,108.45554002701074,65.416,182.28704982960318,110.27702447141792,2.5271046608974634,0.7038023323123482,29341.094406376316,29406.510406376317
0.47,14.1,3.43,123.55408289850133,79.75170212765958,243.3612121212121,122.12028341693454,2.5891871556009005,0.7383881181983802,32400.272555084557,32480.024257212215
0.55,16.0,3.33,132.33373309510986,101.92018181818182,297.7520933424845,126.88480772514889,2.616385458583294,0.7522387868023255,31738.474208886862,31840.394390705045
0.62,18.1,2.66,132.45447668359216,124.41451612903226,308.0090532655752,125.01043943102103,2.6055093373736193,0.7467903821502664,28172.66353794236,28297.078054071393
0.69,21.2,3.78,123.77011878898809,145.0414492753623,266.70176449187466,116.57387229669304,2.5592325060923398,0.7222361374904431,22056.469137739452,22201.510587014815
0.76,21.6,3.33,123.45379823405857,161.75276315789472,266.217703110579,115.90287892189967,2.5557197454468707,0.7202778305518113,19891.984471599528,20053.737234757424
0.83,23.3,3.09,109.60490865810401,182.31192771084338,211.08740601503754,102.577646014728,2.4900572127544462,0.6810220672768879,14291.466387893159,14473.778315604002
0.9,24.5,3.26,72.27961729836032,191.30499999999998,107.94572990045593,66.55820426675778,2.336796960588308,0.5666080875128818,5613.520640886031,5804.825640886032
0.97,24.4,3.29,50.97445179582384,197.4243298969072,67.93818681318717,44.83929555962545,2.25026183840135,0.4847188506960356,2481.3331297781115,2678.7574596750187
1.04,25.3,2.78,28.262236478132543,200.81634615384618,32.58361527949162,20.411033271174983,2.144382115709285,0.363189503198006,567.2163564864285,768.0327026402747
1.11,25.4,2.78,13.290684043307293,201.98603603603604,-10.07536091359612,4.906627691980415,2.052463606762472,0.23466845204331432,-42.84884473961883,159.1371912964172
1.19,25.9,2.73,0.0,199.30504201680677,-56.926483626483595,45.68515496932971,2.253672102982317,0.4882213826627212,-1787.552601887207,-1588.2475598704002
1.26,26.7,2.67,0.0,193.4470634920635,-78.79863524357145,67.15176662300945,2.3391696999203773,0.5686598673975349,-3210.381761455284,-3016.9346979632205
1.33,27.1,3.16,0.0,188.27323308270675,-84.73514739229014,75.89049568741461,2.374447218676487,0.5980442885082076,-3631.7104450936217,-3443.437212010915
1.4,28.6,3.34,0.0,181.5841428571429,-92.24632865948637,85.7986774924434,2.415618944110657,0.62981663599822,-4154.671312455578,-3973.087169598435
1.48,28.9,3.21,0.0,174.4362837837838,-85.25987711213543,86.7702544073517,2.4197466554200044,0.6328600763864616,-3748.840152284743,-3574.403868500959
1.55,30.4,4.14,0.0,168.79516129032257,-63.34338505171882,74.24736257404876,2.3677548880310297,0.592628081265065,-2431.890303190861,-2263.0951419005382
1.62,30.8,4.35,0.0,165.56820987654316,-70.27946990974289,83.86559051894471,2.4074595723521126,0.6237261492392828,-2853.9818822307766,-2688.4136723542333
1.69,30.5,4.56,0.0,158.95603550295857,-92.32688916022249,103.70763776140465,2.495359206725528,0.6843866349843806,-4162.811373145997,-4003.8553376430386
1.75,33.0,4.04,0.0,153.56571428571425,-73.05794289779139,94.72532350853567,2.454312810233047,0.6573838483835462,-3075.84068187285,-2922.2749675871355
1.83,32.1,4.35,0.0,148.72792349726777,-67.67318295739305,94.73354488185828,2.4543493184598333,0.6574088640865838,-2770.187055502074,-2621.459132004806
1.9,32.9,4.36,0.0,143.4147368421053,-73.58379002761956,103.34114152682446,2.4936348321818578,0.6832962845880705,-3107.965113888194,-2964.5503770460887
1.97,34.2,4.9,0.0,138.42619289340104,-69.18894663128435,103.87208189614226,2.4961344224104813,0.6848755927006238,-2871.298985137536,-2732.872792244135
2.04,32.6,3.98,0.0,133.72828431372548,-53.902393382112976,94.03061502748851,2.4512341846684746,0.6552677667595155,-2052.0335050912495,-1918.305220777524
2.11,33.7,4.73,0.0,130.87985781990523,-59.765122213268796,102.71698524690883,2.4907086724996805,0.6814373992116701,-2358.2987836012167,-2227.4189257813114
2.19,33.8,4.67,0.0,124.76351598173517,-66.22206098225901,112.36409459018746,2.5375529307470472,0.7099276171154312,-2698.8513645065605,-2574.0878485248254
2.26,34.9,3.74,0.0,120.94654867256638,-52.229589936980204,103.40110046895732,2.4939166259776275,0.6834747245842641,-1984.3726489828205,-1863.426100310254
2.33,36.1,5.47,0.0,117.45137339055793,-85.23130004214062,128.90215532612592,2.6283658366807807,0.7581047754200633,-3536.574680643286,-3419.123307252728
2.4,37.2,5.39,0.0,109.01416666666668,-118.43146776500994,143.12202027711658,2.722786388312295,0.7997305774291591,-4827.125418541072,-4718.111251874405
2.48,37.6,7.1,0.0,99.68665322580645,-120.17287581699357,146.61290942268263,2.7493517803877374,0.8100933209304124,-4833.221392068436,-4733.53473884263
2.55,35.6,4.73,0.0,90.98823529411766,-116.9586462693917,148.7229999151367,2.766236968717985,0.8163994613421462,-4680.684961931317,-4589.696726637199
2.62,38.3,7.78,0.0,83.3124427480916,-109.65417922894326,149.80970834075714,2.7751996606837412,0.8196612497437329,-4388.329643458791,-4305.017200710699
