r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.45,8.41,1.58,56.00052020029903,378.578,204.12419753086422,31.588397421649354,2.1952578057372567,0.42479831373947585,6590.440361564665,6969.018361564666
0.9,17.8,2.22,62.89648078405088,470.4338888888889,163.6109465020576,41.911670585093496,2.238390364096789,0.4723381614201494,3925.085327798313,4395.519216687202
1.35,26.0,2.35,24.210212767499428,525.8278518518518,-24.48500000000005,5.765175721395793,2.059144353197744,0.24482641019806484,-91.65422055733902,434.1736312945128
1.8,30.9,2.22,0.0,448.3973888888888,-192.7388971193416,90.60081669429118,2.4362103118781286,0.6447521461472618,-4600.625589467621,-4152.228200578732
2.25,34.7,1.82,0.0,352.3628444444444,-179.390700518404,111.64000810282714,2.5339066002719584,0.7078044853454861,-4380.604102030253,-4028.2412575858084
2.69,38.8,1.81,0.0,288.7396654275093,-134.30073411420435,115.91653918059514,2.55579103480684,0.7203177101376118,-3264.952037069342,-2976.2123716418328
3.14,42.5,1.57,0.0,232.83519108280254,-106.92073626888222,122.35388564324468,2.5904871782451053,0.7390674374259757,-2579.6898765503215,-2346.854685467519
3.59,45.6,1.59,0.0,192.5110027855153,-79.50299009200286,123.54994012585927,2.597195578747067,0.7425449370677375,-1877.481876123647,-1684.9708733381317
4.04,48.8,1.83,0.0,161.28249999999997,-63.945632889622274,126.75916736209221,2.6156489157872547,0.751873544378259,-1466.8168847620905,-1305.5343847620904
4.49,51.8,1.91,0.0,134.95993318485523,-51.9505735492577,129.7479973513982,2.633478183852047,0.7605654787469323,-1155.8222555697853,-1020.86232238493
4.94,54.8,2.19,0.0,114.52698380566802,-41.73301172260765,131.2788005906395,2.642871071679229,0.7650214564047042,-894.3443897239092,-779.8174059182412
5.39,56.6,2.73,0.0,97.40022263450837,-34.393566481183676,133.29989244623516,2.6555637239302032,0.770911383200306,-710.0991629822463,-612.6989403477379
5.84,58.4,3.27,0.0,83.57277397260273,-28.05158105830378,134.33314199853612,2.662187557141098,0.7739262586519624,-555.5979953229275,-472.02522135032484
6.29,58.5,3.95,0.0,72.15379968203496,-23.153065706452754,135.33400037831882,2.668694927409228,0.7768494859531595,-439.6072214709869,-367.4534217889519
6.74,57.7,4.07,0.0,62.735014836795244,-19.279635251712467,136.20112805046702,2.674407856860147,0.7793846613815738,-350.7066306226572,-287.97161578586196
7.19,57.3,3.94,0.0,54.80212795549373,-17.628637514003355,139.69026790493012,2.6981464352228715,0.7896140967117085,-310.9632490725898,-256.16112111709606
