r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms
0.27,38.5,32.42834099981064,6.88,UGC05721,3.67,32.22,0.0,5489.814814814815,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,0.35,1,2.1402695778916967,0.0,1.0,0.1402695778916967,0.1402695778916967,0.10099409608202162,10000.0,13853.785470784858,61.15980769354913,69.2251354430738,-30.725135443073796,6.0716590001893564
0.45,47.4,40.713056873686114,4.57,UGC05721,5.99,40.27,0.0,4992.799999999999,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,0.35,1,2.1402695778916967,0.0,1.0,0.1402695778916967,0.1402695778916967,0.10099409608202162,10000.0,4987.362769482549,47.37418333087281,62.464920125356336,-15.064920125356338,6.686943126313885
0.63,55.5,44.23539306935115,4.57,UGC05721,8.14,43.48,0.0,4889.285714285715,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,0.35,1,2.1402695778916967,0.0,1.0,0.1402695778916967,0.1402695778916967,0.10099409608202162,10000.0,2544.572841572729,40.03849260637592,59.6644860045808,-4.164486004580802,11.264606930648853
0.81,56.4,45.20808887798731,5.45,UGC05721,10.08,44.07,0.0,3927.111111111111,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,0.35,1,2.1402695778916967,0.0,1.0,0.1402695778916967,0.1402695778916967,0.10099409608202162,10000.0,1539.309496753873,35.31063143545634,57.36385614976243,-0.9638561497624281,11.19191112201269
1.17,67.8,46.08581235044035,4.57,UGC05721,13.25,44.14,0.0,3928.9230769230767,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,0.35,2,2.054713728132017,0.08555584975967978,0.7593694864821988,0.1402695778916967,0.1065164373326925,0.15851297224167557,10000.0,1157.958742360111,36.80776723140552,58.98062248367111,8.819377516328885,21.714187649559648
1.35,76.4,45.50434924268228,4.57,UGC05721,15.37,42.83,0.0,4323.674074074074,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,0.35,2,2.054713728132017,0.08555584975967978,0.7593694864821988,0.1402695778916967,0.1065164373326925,0.15851297224167557,10000.0,869.7556775949275,34.26616647296794,56.963286112663404,19.4367138873366,30.895650757317725
1.53,81.2,44.93766794127172,4.57,UGC05721,18.44,40.98,0.0,4309.437908496732,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,0.35,2,2.054713728132017,0.08555584975967978,0.7593694864821988,0.1402695778916967,0.1065164373326925,0.15851297224167557,10000.0,677.1454237330752,32.1874587116101,55.275912460235375,25.924087539764628,36.26233205872828
1.89,82.6,43.049629498986405,4.57,UGC05721,22.09,36.95,0.0,3609.9259259259256,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,0.35,3,2.0321923764151126,0.02252135171690428,0.9301029082910349,0.054713728132016914,0.05088939765903395,0.19820670241572205,10000.0,554.8744503673527,32.383834102747876,53.870059506132876,28.72994049386712,39.55037050101359
2.07,82.3,40.63814095157405,4.57,UGC05721,20.36,35.17,0.0,3272.12077294686,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,0.35,3,2.0321923764151126,0.02252135171690428,0.9301029082910349,0.054713728132016914,0.05088939765903395,0.19820670241572205,10000.0,462.5701939735398,30.9438249336637,51.078163646760316,31.22183635323968,41.661859048425946
2.25,82.1,38.23119276193198,4.57,UGC05721,17.96,33.75,0.0,2995.7377777777774,UGC05721,UGC5721,Bizyaev_2014,,False,unique_to_2014,2MASXJ10331910+2734073,,EON_158.330_27.569,2MASXJ10331910+2734073,,158.329697,27.568743,r,2.92,0.02,1.17,0.06,0.4006849315068493,2.495726495726496,20.87,0.14,0.025,16.28,0.16,SC,12179.0,2MASXJ10331910+2734073,NED,thick_like,2MASXJ10331910+2734073,2MASXJ10331910+2734073,,158.329697,27.568743,2MASXJ10331910+2734073,,NED,,True,coord_review,UGC05721,122.0,0.2492801093997276,Bizyaev_2014,0.35,3,2.0321923764151126,0.02252135171690428,0.9301029082910349,0.054713728132016914,0.05088939765903395,0.19820670241572205,10000.0,391.51941217920404,29.6802742137469,48.39982208028464,33.70017791971535,43.868807238068015
