galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,volume_kpc3,m_enc_inner_msun,m_enc_outer_msun,m_shell_msun,mu_shell_msun_per_kpc3,v_bar_internal_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,alpha_i,d_i,d_gal_mean,sigma0_i,sigma1_i,delta_d_eff_i,beta_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,a_i,g_bar_internal_km2s2_per_kpc,g_scale_i,delta_mag_i,g_trans_raw_km2s2_per_kpc,g_cap_i,g_trans_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_segment_kms
DDO168,1,0.41,2.06,1.235,1.6500000000000001,0.35,4.481246300896821,16866166.694955252,368457030.25638765,351590863.5614324,78458276.9956361,22.801932483717632,29.560000000000002,1.8199999999999998,5,4.12,-1.1913568069375622,2.5830251175718533,2.5830251175718533,0.0,0.0,0.0,2.5,0.4396449316696847,0.5,0.2997572815533981,1.1203530071298882,0.2997572815533981,420.99443319191687,75.93843599305563,0.0,0.0,357.8452682131293,0.0,420.99443319191687,22.801932483717632
DDO168,2,2.47,4.12,3.295,1.65,0.35,11.956037701583012,460665386.16246337,752061340.5070091,291395954.3445458,24372284.666345954,28.378055993417775,53.36,2.06,5,4.12,-1.1913568069375622,2.5830251175718533,2.5830251175718533,0.0,0.0,0.0,2.5,0.1959623458854164,0.5,0.799757281553398,1.0876237298258413,0.799757281553398,244.40487464811974,44.08174036611977,0.0,0.0,207.7441434509018,0.0,244.40487464811974,28.378055993417775
