galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC00731,0.91,29.6,2.38,0.8,7.82,0.0,962.8131868131869
UGC00731,1.81,44.6,2.4,5.58,11.42,0.0,1098.9834254143645
UGC00731,2.73,50.4,2.86,7.79,12.3,0.0,930.4615384615385
UGC00731,3.64,56.8,3.43,14.0,13.66,0.0,886.3296703296702
UGC00731,4.55,60.7,2.98,16.12,14.46,0.0,809.778021978022
UGC00731,5.45,64.7,2.46,18.25,14.91,0.0,768.0899082568808
UGC00731,6.36,68.0,2.38,23.38,14.47,0.0,727.0440251572327
UGC00731,7.28,71.5,2.52,30.0,14.77,0.0,702.2321428571429
UGC00731,8.19,73.4,2.68,33.62,14.75,0.0,657.8217338217339
UGC00731,9.09,74.0,2.83,34.88,13.66,0.0,602.4202420242025
UGC00731,10.0,73.8,3.22,36.0,13.17,0.0,544.644
UGC00731,10.91,73.9,3.42,35.75,12.83,0.0,500.5692025664529
