galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC09037,2.43,62.2,5.69,10.89,136.53,0.0,1592.1152263374486
UGC09037,3.65,88.2,3.85,14.29,148.1,0.0,2131.2986301369865
UGC09037,4.86,107.0,4.42,16.72,150.72,0.0,2355.761316872428
UGC09037,6.08,120.0,3.93,25.95,151.05,0.0,2368.4210526315787
UGC09037,7.29,124.0,5.15,32.85,157.64,0.0,2109.190672153635
UGC09037,8.51,128.0,4.29,38.2,155.32,0.0,1925.2643948296122
UGC09037,9.73,133.0,5.36,40.33,153.04,0.0,1817.9856115107914
UGC09037,10.96,138.0,6.78,39.17,152.74,0.0,1737.5912408759123
UGC09037,12.19,143.0,6.42,46.36,150.89,0.0,1677.5225594749795
UGC09037,13.41,146.0,5.4,53.75,145.59,0.0,1589.5600298284862
UGC09037,14.55,148.0,4.5,56.66,141.61,0.0,1505.4295532646047
UGC09037,15.78,154.0,4.46,60.84,137.81,0.0,1502.915082382763
UGC09037,17.0,158.0,4.02,62.11,133.01,0.0,1468.4705882352941
UGC09037,18.23,159.0,5.07,60.94,128.36,0.0,1386.780032912781
UGC09037,19.46,160.0,7.33,60.06,123.99,0.0,1315.51901336074
UGC09037,20.69,158.0,7.82,64.05,120.09,0.0,1206.5732237796035
UGC09037,21.92,155.0,8.07,63.17,117.0,0.0,1096.0310218978102
UGC09037,23.14,156.0,7.93,61.23,113.92,0.0,1051.685393258427
UGC09037,24.28,154.0,9.09,62.4,110.72,0.0,976.7710049423393
UGC09037,25.51,150.0,13.4,60.16,107.64,0.0,882.0070560564484
UGC09037,26.73,141.0,20.1,64.54,105.08,0.0,743.7710437710438
UGC09037,27.96,152.0,16.0,66.58,102.79,0.0,826.3233190271817
