galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
NGC4559,0.67,43.8,10.9,-1.86,59.04,0.0,2863.343283582089
NGC4559,1.32,64.2,7.71,-3.8,76.34,0.0,3122.4545454545455
NGC4559,1.97,73.3,8.62,-4.48,88.63,0.0,2727.3553299492382
NGC4559,2.62,84.2,8.4,7.23,96.45,0.0,2705.969465648855
NGC4559,3.28,96.2,5.67,12.91,105.73,0.0,2821.475609756098
NGC4559,3.93,102.0,4.79,15.03,114.11,0.0,2647.328244274809
NGC4559,4.58,104.0,5.67,16.47,116.44,0.0,2361.5720524017465
NGC4559,5.22,106.0,5.37,19.07,115.33,0.0,2152.4904214559388
NGC4559,5.9,106.0,5.24,21.96,114.16,0.0,1904.4067796610168
NGC4559,6.54,108.0,5.22,24.08,111.48,0.0,1783.48623853211
NGC4559,7.19,111.0,4.68,26.59,108.69,0.0,1713.6300417246175
NGC4559,7.87,114.0,4.61,28.42,108.61,0.0,1651.3341804320203
NGC4559,8.51,116.0,4.47,29.67,108.62,0.0,1581.198589894242
NGC4559,9.16,117.0,5.22,30.73,106.75,0.0,1494.4323144104803
NGC4559,9.84,118.0,5.22,33.62,102.47,0.0,1415.040650406504
NGC4559,10.48,120.0,4.5,36.6,98.04,0.0,1374.0458015267175
NGC4559,11.13,121.0,3.62,38.63,94.48,0.0,1315.4537286612758
NGC4559,11.78,122.0,3.17,39.4,91.23,0.0,1263.497453310696
NGC4559,12.43,122.0,2.74,39.69,88.36,0.0,1197.4255832662914
NGC4559,13.08,122.0,3.18,40.46,85.84,0.0,1137.920489296636
NGC4559,13.73,123.0,3.56,42.0,83.43,0.0,1101.8936635105608
NGC4559,14.38,124.0,4.31,43.44,80.87,0.0,1069.2628650904032
NGC4559,15.03,124.0,4.76,44.21,78.55,0.0,1023.0206254158351
NGC4559,15.68,123.0,5.23,45.27,76.81,0.0,964.8596938775511
NGC4559,16.33,123.0,5.66,46.72,75.17,0.0,926.4543784445806
NGC4559,16.98,123.0,5.62,48.07,73.49,0.0,890.9893992932862
NGC4559,17.72,121.0,5.67,49.41,71.61,0.0,826.2415349887134
NGC4559,18.28,122.0,6.32,50.57,70.3,0.0,814.2231947483588
NGC4559,19.02,122.0,6.35,51.53,68.7,0.0,782.5446898002103
NGC4559,19.67,121.0,5.86,52.02,67.38,0.0,744.3314692425012
NGC4559,20.32,120.0,5.94,52.11,66.16,0.0,708.6614173228346
NGC4559,20.97,119.0,6.13,51.82,65.01,0.0,675.2980448259418
