galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
NGC6503,0.76,77.0,10.0,4.04,70.72,0.0,7801.315789473684
NGC6503,1.52,100.0,5.0,7.62,123.17,0.0,6578.9473684210525
NGC6503,2.28,110.0,2.0,9.72,142.64,0.0,5307.01754385965
NGC6503,3.04,118.0,2.0,12.42,134.42,0.0,4580.263157894737
NGC6503,3.79,121.0,2.0,13.35,121.97,0.0,3863.060686015831
NGC6503,4.55,121.0,2.0,14.78,111.53,0.0,3217.802197802198
NGC6503,5.31,117.0,2.0,17.55,103.23,0.0,2577.9661016949153
NGC6503,6.07,116.0,2.0,19.2,96.65,0.0,2216.8039538714993
NGC6503,6.83,116.0,2.0,20.33,91.96,0.0,1970.1317715959003
NGC6503,7.59,116.0,2.0,21.66,87.62,0.0,1772.859025032938
NGC6503,8.35,115.0,1.0,22.79,83.25,0.0,1583.8323353293413
NGC6503,9.11,115.0,1.0,23.92,79.58,0.0,1451.7014270032932
NGC6503,9.86,116.0,1.0,24.84,76.81,0.0,1364.7058823529412
NGC6503,10.64,117.0,1.0,25.46,74.18,0.0,1286.5601503759399
NGC6503,11.38,117.0,1.0,26.38,71.5,0.0,1202.8998242530754
NGC6503,12.12,118.0,1.0,27.2,69.18,0.0,1148.844884488449
NGC6503,12.86,117.0,1.0,28.13,67.04,0.0,1064.4634525660965
NGC6503,13.7,116.0,1.0,28.74,64.84,0.0,982.1897810218978
NGC6503,14.44,115.0,1.0,28.64,63.05,0.0,915.8587257617729
NGC6503,15.18,117.0,1.0,28.33,61.39,0.0,901.7786561264822
NGC6503,15.91,116.0,1.0,28.13,59.88,0.0,845.757385292269
NGC6503,16.65,115.0,2.0,28.33,58.45,0.0,794.2942942942943
NGC6503,17.49,115.0,2.0,28.23,56.93,0.0,756.1463693539166
NGC6503,18.23,115.0,2.0,27.82,55.71,0.0,725.4525507405375
NGC6503,18.97,114.0,2.0,27.2,54.55,0.0,685.0817079599368
NGC6503,19.71,115.0,2.0,26.9,53.46,0.0,670.9791983764586
NGC6503,20.45,114.0,2.0,26.69,52.44,0.0,635.5012224938876
NGC6503,21.29,116.0,2.0,26.49,51.35,0.0,632.0338186942226
NGC6503,22.03,115.0,3.0,26.18,50.44,0.0,600.3177485247389
NGC6503,22.76,118.0,4.0,25.87,49.61,0.0,611.7750439367311
NGC6503,23.5,115.0,10.0,25.46,48.79,0.0,562.7659574468086
