galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC03205,0.28,107.0,30.2,-1.6,13.69,91.46,40889.28571428571
UGC03205,0.55,121.0,15.6,-2.32,26.0,143.82,26619.999999999996
UGC03205,0.83,134.0,8.69,-3.04,37.95,161.88,21633.734939759037
UGC03205,1.39,157.0,12.5,-4.39,60.02,171.18,17733.09352517986
UGC03205,1.65,168.0,11.7,-4.98,69.62,173.79,17105.454545454548
UGC03205,3.04,207.0,8.04,-7.06,115.86,156.1,14095.065789473683
UGC03205,3.32,213.0,6.53,-7.33,124.12,149.78,13665.361445783134
UGC03205,3.59,218.0,11.2,-7.54,132.68,144.22,13237.883008356546
UGC03205,3.87,222.0,6.05,-7.69,142.15,138.97,12734.883720930233
UGC03205,4.15,226.0,5.41,-7.79,153.48,134.27,12307.469879518072
UGC03205,4.43,229.0,5.96,-7.83,164.2,129.95,11837.697516930024
UGC03205,4.7,232.0,7.41,-7.81,172.5,126.18,11451.91489361702
UGC03205,4.97,234.0,6.1,-7.72,178.86,122.67,11017.303822937627
UGC03205,5.25,235.0,3.89,-7.58,184.4,119.35,10519.047619047618
UGC03205,5.52,236.0,9.03,-7.35,190.48,116.43,10089.855072463768
UGC03205,5.8,237.0,10.0,-7.05,196.76,113.55,9684.310344827587
UGC03205,6.08,237.0,7.36,-6.7,202.21,110.91,9238.322368421053
UGC03205,6.36,237.0,10.2,-6.27,207.12,108.43,8831.603773584906
UGC03205,6.63,236.0,10.4,-5.76,210.37,106.22,8400.603318250378
UGC03205,6.91,236.0,5.83,-5.16,212.88,104.02,8060.202604920405
UGC03205,7.19,235.0,5.43,-4.56,214.54,101.99,7680.806675938804
UGC03205,7.27,234.0,8.36,-4.39,214.82,101.43,7531.774415405777
UGC03205,7.46,234.0,7.88,-3.95,215.36,100.13,7339.946380697051
UGC03205,8.02,231.0,8.17,1.42,216.46,96.57,6653.49127182045
UGC03205,8.29,229.0,5.82,3.82,216.57,94.99,6325.814234016889
UGC03205,8.56,228.0,7.21,5.49,216.49,93.48,6072.8971962616815
UGC03205,8.84,226.0,18.2,7.01,215.92,91.98,5777.828054298642
UGC03205,9.12,224.0,9.11,8.51,215.26,90.56,5501.754385964913
UGC03205,9.69,221.0,5.56,11.96,213.03,87.86,5040.350877192983
UGC03205,12.11,216.0,3.21,24.01,197.34,78.59,3852.6837324525186
UGC03205,14.58,220.0,1.89,33.03,180.81,71.62,3319.6159122085046
UGC03205,14.68,220.0,7.66,33.34,180.14,71.38,3297.0027247956405
UGC03205,15.2,221.0,9.52,34.96,176.93,70.15,3213.2236842105262
UGC03205,15.5,221.0,13.6,35.77,175.4,69.47,3151.032258064516
UGC03205,15.71,221.0,8.15,36.68,174.35,69.0,3108.9115213239975
UGC03205,16.02,221.0,4.11,37.49,172.9,68.33,3048.7515605493136
UGC03205,16.32,221.0,5.37,38.3,171.46,67.7,2992.7083333333335
UGC03205,16.53,221.0,5.06,39.11,170.51,67.27,2954.6884452510585
UGC03205,16.84,221.0,11.4,39.92,169.21,66.64,2900.2969121140145
UGC03205,16.94,221.0,2.56,40.33,168.81,66.45,2883.1759149940967
UGC03205,19.4,218.0,1.7,47.22,157.9,62.09,2449.6907216494847
UGC03205,21.77,216.0,1.13,52.28,148.59,58.61,2143.1327514928803
UGC03205,24.23,215.0,1.77,54.82,138.99,55.56,1907.7589764754437
UGC03205,26.69,212.0,2.47,55.53,130.82,52.94,1683.9265642562757
UGC03205,29.06,208.0,1.44,54.01,124.32,50.73,1488.7818306951135
UGC03205,31.52,209.0,2.88,51.78,118.54,48.71,1385.8185279187817
UGC03205,36.34,220.0,4.09,47.22,109.34,45.37,1331.8657127132635
UGC03205,40.04,220.0,6.32,42.76,103.66,43.22,1208.7912087912089
