galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
NGC3972,0.87,39.6,4.9,0.0,48.19,0.0,1802.4827586206898
NGC3972,1.74,73.0,5.2,5.93,61.19,0.0,3062.6436781609195
NGC3972,2.61,89.4,6.6,7.31,74.23,0.0,3062.2068965517246
NGC3972,3.5,102.0,5.3,13.47,83.56,0.0,2972.5714285714284
NGC3972,4.37,110.0,4.4,16.7,88.18,0.0,2768.878718535469
NGC3972,5.24,116.0,4.4,20.91,99.34,0.0,2567.93893129771
NGC3972,6.11,123.0,4.4,24.68,106.44,0.0,2476.1047463175123
NGC3972,6.98,130.0,3.9,28.34,102.6,0.0,2421.203438395415
NGC3972,7.85,134.0,6.1,30.6,97.1,0.0,2287.3885350318474
NGC3972,8.72,134.0,4.9,30.07,92.41,0.0,2059.1743119266052
