galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_clipped,beta_hit_lower,beta_hit_upper,beta_mode
F563-1,1.07,22.1,7.17,0.3097055169741162,316.6452336448598,578.8888167740489,895.5340504189087,18.40680309016207,24.887969663036642,30.955151977469477,7225.996344685867,2000.0,False,True,structural
F563-1,1.78,42.7,10.66,0.7251120490954626,346.61853932584273,814.7326394331039,1161.3511787589466,24.83910223820499,38.08180796904114,45.46652722818101,7225.996344685867,2000.0,False,True,structural
F563-1,2.49,60.6,7.69,0.9321169028694799,318.29919678714856,748.6882753971726,1066.9874721843212,28.152530969701463,43.17677391536982,51.544144242958964,7225.996344685867,2000.0,False,True,structural
F563-1,2.97,76.8,11.1,1.1029674662820532,289.65885521885525,742.7390345333691,1032.3978897522243,29.330646089031184,46.96738158088128,55.3734749908664,7225.996344685867,2000.0,False,True,structural
F563-1,3.04,81.6,17.5,1.1558393601942178,282.6974013157895,760.4206317067222,1043.1180330225118,29.315526602808962,48.07992013708462,56.3123327556978,7225.996344685867,2000.0,False,True,structural
F563-1,3.19,87.0,8.93,1.208454182741997,271.18047021943573,757.6515252300923,1028.831995449528,29.411999252005973,49.16206225824944,57.28851600001517,7225.996344685867,2000.0,False,True,structural
F563-1,6.95,90.0,24.8,1.0990059242074002,171.55306474820142,316.26069761364033,487.8137623618418,34.52960758537519,46.882959040730356,58.22633122921966,7225.996344685867,2000.0,False,True,structural
F563-1,8.58,97.8,9.4,1.1116224011413627,159.37494172494172,259.11944082549246,418.4943825504342,36.978872346246575,47.15129693107842,59.922298039066604,7225.996344685867,2000.0,False,True,structural
F563-1,9.26,93.7,25.3,1.0503719067623036,156.14697624190066,226.8621828860267,383.0091591279273,38.02526791490101,45.833871901952676,59.55388159914185,7225.996344685867,2000.0,False,True,structural
F563-1,9.89,103.0,23.8,1.1061453903425449,155.31305358948433,223.68966437665216,379.0027179661365,39.19242401281146,47.03499527676271,61.2236627513014,7225.996344685867,2000.0,False,True,structural
F563-1,10.08,97.4,11.0,1.0479126163003099,155.87787698412697,207.9191699008551,363.7970468849821,39.63898333711398,45.78018384192684,60.55637235337516,7225.996344685867,2000.0,False,True,structural
F563-1,11.84,106.5,9.48,1.0852397920756656,145.5669341216216,183.31753244521377,328.8844665668354,41.515208056807325,46.58840611301626,62.40185962093863,7225.996344685867,2000.0,False,True,structural
F563-1,14.56,112.0,11.0,1.164033520953278,109.10896291208792,159.89471441665904,269.00367732874696,39.8575776986008,48.25004706636622,62.58349256718225,7225.996344685867,2000.0,False,True,structural
F563-1,15.43,111.5,9.4,1.1644380108207328,101.94440051847052,150.9316929126031,252.87609343107363,39.661090504422596,48.258429539733946,62.4650151816316,7225.996344685867,2000.0,False,True,structural
F563-1,17.93,111.0,24.3,1.1361829124824931,92.81650864472951,126.73540574260937,219.55191438733888,40.794607486774524,47.66933841543205,62.742057863645066,7225.996344685867,2000.0,False,True,structural
F563-1,19.02,112.5,7.75,1.136906132395656,89.72791798107255,119.54848921089969,209.27640719197223,41.311318061761234,47.68450759724076,63.09070664361996,7225.996344685867,2000.0,False,True,structural
F563-1,20.1,106.0,10.7,1.0780400901762515,86.368184079602,107.26767066430361,193.6358547439056,41.6653393121909,46.43361046001595,62.38654246191644,7225.996344685867,2000.0,False,True,structural
