r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.26,14.6,13.0,42.25236961508705,99.43692307692307,299.7001748251747,91.3221072055798,2.439346519094803,0.6469734342108218,6766.958223422813,6866.395146499736
0.44,10.0,7.0,41.3842478276063,153.3829545454545,250.81657558128154,86.46226255308457,2.418436159454216,0.6318965434544807,3739.0169733107664,3892.399927856221
0.77,10.7,7.13,41.203636023628476,227.35337662337665,195.6556066280786,81.7363239027367,2.3985490780457144,0.6169604707469363,1977.503274763187,2204.8566513865635
0.89,17.4,9.6,23.395229092173313,241.42797752808988,50.050784188489075,22.78987706395659,2.1557670500275057,0.3775257578382518,373.5571283991826,614.9851059272725
1.22,23.5,11.2,11.290378613835358,249.87622950819673,-27.24933056553208,15.12425484511697,2.117420651380764,0.3279081271541613,-145.3904514395485,104.48577806864822
1.55,31.0,5.2,0.0,223.4434193548387,-102.10949532064573,85.56525885252701,2.4146299992414857,0.6290837295561207,-945.8834733806336,-722.4400540257949
1.8,32.3,2.41,0.0,190.6527222222222,-80.94436910338243,89.90034735129555,2.4331759890871862,0.6425897179599426,-819.8063455250802,-629.153623302858
2.21,40.9,5.9,0.0,170.02013574660631,-43.32407124465944,72.39936176863942,2.360264583925368,0.5864794621152295,-457.2199896709704,-287.1998539243641
2.31,43.8,4.26,16.544651891101335,168.55744588744588,-10.473806724385607,16.657632203424328,2.1255214012685717,0.33870928970084624,-50.061555758561504,118.49589012888438
2.54,44.8,4.5,20.466991267838804,166.56377952755906,-1.9750437938269794,2.316243974662698,2.029237672288695,0.19827872912721187,-1.643412772523714,164.92036675503536
3.1,51.7,12.7,23.578032484680065,166.99716129032257,4.996867107960978,9.508161434941021,2.084884128152241,0.28271869973318275,12.33303737052532,179.33019866084788
3.43,55.7,4.5,23.51137934674811,171.01099125364433,-4.492958338098233,9.159812651413851,2.0826665332549137,0.2795303558015759,-9.849195689010646,161.16179556463368
3.86,59.4,9.85,0.0,163.5825129533679,-20.59837527873061,64.12110616609287,2.327076372638274,0.5581000035037721,-171.05022345957448,-7.467710506206572
4.09,62.0,4.5,14.252958257745968,157.41606356968214,-14.704348546784193,51.37302124529502,2.276437105050681,0.5110001711948955,-107.74691464619828,49.66914892348386
4.37,63.0,3.2,24.513114050583262,156.08329519450797,-5.5736431053828515,18.510318448826055,2.1349856172184993,0.3511087643604174,-18.57923101672704,137.50406417778092
4.76,66.6,6.9,25.236911206271657,153.68172268907563,-5.64875836935329,21.34686535033955,2.148906893471309,0.3689263580027381,-19.87884721990757,133.80287546916804
5.4,71.3,2.95,26.45880376909856,150.26507407407408,-5.596353546072467,25.307944474706126,2.1674390945635467,0.3918885565259317,-20.622796871914073,129.64227720216002
5.86,72.3,15.5,26.055988130988855,147.5257337883959,-6.86318459035663,36.054454522181274,2.2142186310405063,0.4462025050164333,-31.67001408153039,115.85571970686553
6.08,73.4,6.0,26.46037051116416,145.59810855263157,-6.65192443845618,36.81360412277793,2.2173903853822283,0.4497044053241649,-30.441659936170062,115.15644861646152
6.43,72.4,5.81,29.93230107260225,143.7341368584759,-2.553853047868384,12.441629600912863,2.102533376157638,0.3075960021629258,-4.396244556624289,139.3378923018516
6.97,77.1,12.1,31.606765499329338,143.3251793400287,0.06092312925181217,0.18315291495163286,2.002953980950624,0.1550069625803954,0.00159617354307395,143.3267755135718
7.96,80.3,13.5,33.84811836809228,143.82734924623117,0.4539324818546683,1.8674649518673498,2.0245068270616473,0.19065709069958742,0.10419812316407769,143.93154736939525
10.29,84.7,6.0,37.592792067499715,144.8322351797862,-3.121764200560534,28.444287620194377,2.1815315721508965,0.40878886431880823,-7.493263806582173,137.33897137320403
15.49,86.9,5.6,39.091571982574735,120.32046481601034,-5.137429089104026,81.62719204343873,2.3980944401309796,0.6166120237680547,-21.66642995036657,98.65403486564378
16.26,85.8,8.6,34.85315082143308,114.16178351783516,-7.998287400227495,111.36618957347389,2.53253370759288,0.7070010766905321,-39.45439592979326,74.70738758804191
