galaxy,source_file,beta_mode,beta_mean,beta_max,d_eff_mean,d_eff_max,cinfo_cap_mean,a_newton_source,rmse_kmps,mean_absolute_fractional_error,n_points,status,error
UGC11914,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC11914_normalized.csv,local_structural_coupling,102.9395464628028,139.51436520989148,2.496876447772543,2.6969193879958353,0.6808434368739256,computed_from_baryonic_velocity,280.6343089941345,1.0,65,ok,
NGC2976,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2976_normalized.csv,local_structural_coupling,73.73263966202926,129.45465338707956,2.3707459052866477,2.63169904963163,0.5751798698367216,computed_from_baryonic_velocity,262.1677275267025,6.951461231468921,27,ok,
NGC5005,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC5005_normalized.csv,local_structural_coupling,107.33589095769358,138.66226239091412,2.519915078092237,2.691022247085024,0.6921127044904288,computed_from_baryonic_velocity,252.76680073845844,1.0,18,ok,
UGC02953,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC02953_normalized.csv,local_structural_coupling,108.75321745566656,138.2545200877019,2.5300803271125853,2.6882274026445625,0.697167829492735,computed_from_baryonic_velocity,249.28459292188813,0.8451366256018863,115,ok,
UGC05253,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC05253_normalized.csv,local_structural_coupling,110.9942570970222,139.33406494934317,2.5365641174913316,2.695665130705456,0.7012970977058148,computed_from_baryonic_velocity,222.97552837895276,0.8789619357128006,73,ok,
NGC2841,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2841_normalized.csv,local_structural_coupling,119.8406679996753,138.83496966411272,2.5824702456121793,2.6922112863614305,0.7314898698066306,computed_from_baryonic_velocity,221.3381204026619,0.689433967626655,50,ok,
UGC06787,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC06787_normalized.csv,local_structural_coupling,120.34519814247564,141.38010849577716,2.585660542895079,2.710108854402693,0.7293915523325204,computed_from_baryonic_velocity,220.5530511675831,0.906240094639801,71,ok,
NGC0891,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC0891_normalized.csv,local_structural_coupling,123.42795081594961,140.59691999032822,2.6066206390681144,2.704524793575543,0.7399878949807712,computed_from_baryonic_velocity,219.63960379575346,1.0,18,ok,
NGC3521,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC3521_normalized.csv,local_structural_coupling,106.18776175718824,143.63225943830182,2.5197314858606865,2.726569927721105,0.688970588961429,computed_from_baryonic_velocity,208.03957175170822,1.0,41,ok,
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC7814_normalized.csv,local_structural_coupling,129.48690414956766,140.08627214018253,2.6390729649149227,2.7009211858204387,0.7588173287585325,computed_from_baryonic_velocity,207.63008525561946,0.9140536484962545,18,ok,
UGC09133,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC09133_normalized.csv,local_structural_coupling,119.557906640005,138.5267201082438,2.5823275307075284,2.6900912640693466,0.726711005764168,computed_from_baryonic_velocity,205.86256698351818,0.6644507378152621,68,ok,
NGC2955,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2955_normalized.csv,local_structural_coupling,103.21514328260703,140.105655055582,2.5056549757660673,2.7010574412528254,0.6727626623877075,computed_from_baryonic_velocity,200.47836087016162,0.7103526952197862,24,ok,
UGC03546,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC03546_normalized.csv,local_structural_coupling,125.85748474861697,144.26300333841996,2.613434817050966,2.7312925796685463,0.7492486831468274,computed_from_baryonic_velocity,197.8964335375527,0.8962212589421796,30,ok,
UGC06786,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC06786_normalized.csv,local_structural_coupling,104.41591728037776,144.28715846480037,2.5141460783314327,2.731474456070588,0.6782748463200096,computed_from_baryonic_velocity,188.9347886007415,0.8589397342245435,45,ok,
UGC02916,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC02916_normalized.csv,local_structural_coupling,112.14215389436092,137.13748961736712,2.5482715131936344,2.6806577975832044,0.7015733761786073,computed_from_baryonic_velocity,187.88835796607572,0.8409407219998326,43,ok,
UGC06973,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC06973_normalized.csv,local_structural_coupling,134.25327360307426,139.68891618307745,2.6651487380473333,2.6981369932053845,0.7737107786126288,computed_from_baryonic_velocity,173.81535541423773,1.0,9,ok,
NGC3893,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC3893_normalized.csv,local_structural_coupling,123.32133710143623,139.53401251506216,2.606891674944081,2.6970562759186008,0.7405144362524895,computed_from_baryonic_velocity,170.8466314352042,0.9422400376372544,10,ok,
NGC4217,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC4217_normalized.csv,local_structural_coupling,112.66486116434594,137.35763646915441,2.5569322270832457,2.6821397038749457,0.687754918824474,computed_from_baryonic_velocity,167.95016741055332,1.008654230838025,19,ok,
NGC4138,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC4138_normalized.csv,local_structural_coupling,131.11050503390214,142.2103587360959,2.6545089542511007,2.716106073393397,0.7639577383559769,computed_from_baryonic_velocity,164.56182728198445,0.9844173208242909,7,ok,
UGC08699,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC08699_normalized.csv,local_structural_coupling,110.47620284120136,151.5950112880954,2.540109611526403,2.7903469526371687,0.6983103233004567,computed_from_baryonic_velocity,164.48341802760768,0.8562278989100884,41,ok,
