r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.51,143.0,33.1,0.0,75091.81019607843,-50452.96163682855,46.067277538885904,2.2552101823156745,0.4897932759557583,-1108763.6131789233,-1033671.8029828449
0.69,160.0,15.0,0.0,66010.27710144929,-40760.26534427723,56.99400066190663,2.2987690535799783,0.5323602463593334,-958452.704598392,-892442.4274969427
0.86,178.0,7.92,0.0,60825.7173255814,-26333.058864913677,50.08567948322822,2.2713052339033117,0.5059553579250321,-584601.6914861305,-523775.97416054906
1.03,188.0,8.01,0.0,57057.03708737864,-31615.659536023693,73.16245186855322,2.3633531076053784,0.5890259251538098,-761513.3709041964,-704456.3338168177
1.2,187.0,8.03,0.0,50076.39308333334,-35427.126874912035,95.81195696953374,2.45915365054534,0.6606849426843394,-888393.1689303664,-838316.775847033
1.38,195.0,5.6,0.0,44657.54268115943,-26080.314062980047,92.90420776329708,2.4462685444231234,0.6518270773106678,-673286.4266782801,-628628.8839971207
1.55,199.0,7.52,0.0,40948.283161290325,-16877.94184792239,79.63424480005413,2.3898251143747666,0.6102185798959773,-424968.69607504725,-384020.4129137569
1.71,203.0,6.87,0.0,39087.82187134504,-12708.257508307965,71.6676057555403,2.357308423154989,0.5840273540487706,-298646.9621475921,-259559.14027624705
1.89,206.0,9.22,0.0,36627.47560846562,-10245.281629640478,68.81553071577514,2.3458334778847316,0.5743704386328246,-228632.32725574877,-192004.85164728315
2.06,211.0,12.0,0.0,35501.97330097087,-7781.928392084291,60.096575380405866,2.3110793388234296,0.5437332247748743,-153421.7028602565,-117919.72955928564
2.23,219.0,13.3,0.0,33981.61995515696,-10458.905934012808,83.75719622764777,2.4070040711353453,0.6233832066585195,-238836.82681159425,-204855.2068564373
2.41,216.0,9.9,0.0,31841.35622406639,-13491.159451057534,105.78529193254121,2.5052236619173396,0.6905523216509594,-323300.2708876808,-291458.9146636144
2.58,214.0,10.5,0.0,29259.71414728682,-13187.487076131096,112.38136895055433,2.537640204146869,0.7099782439030281,-316844.8675788879,-287585.15343160107
2.75,213.0,8.39,0.0,27357.610618181818,-10447.055610472922,107.24103728155659,2.5122291438237268,0.6948577498430072,-247806.63204077395,-220449.02142259214
2.92,210.0,13.3,0.0,25707.71523972603,-8239.959461433278,101.15729795850366,2.4834530172155365,0.6767809343847485,-189298.59621799627,-163590.88097827023
3.09,214.0,6.67,0.0,24556.024401294504,-6634.274523192763,94.8773046127247,2.4549879906646237,0.6578461915904313,-144574.5220227276,-120018.49762143308
3.26,213.0,9.98,0.0,23452.06190184049,-5691.432427062399,91.86134650624135,2.441699080569738,0.6486305660457602,-118720.78659784736,-95268.72469600686
3.43,212.0,11.2,0.0,22620.937376093287,-5407.140930466297,93.86763873070221,2.4505137446201606,0.65477069091863,-110981.53456858674,-88360.59719249344
3.61,215.0,9.11,0.0,21559.562576177286,-4956.348814537128,94.54758462553447,2.4535239652268994,0.6568428796748362,-99429.16297424563,-77869.60039806835
3.78,217.0,10.1,0.0,20886.215291005294,-4215.275112360601,89.80120332993182,2.432747401004895,0.6422832230438994,-79486.70591205353,-58600.49062104823
3.95,219.0,8.05,0.0,20126.36903797468,-4237.493003242308,94.66482358668381,2.454044205627025,0.6571997423834106,-80520.57310616593,-60394.20406819125
4.12,220.0,8.29,0.0,19445.467669902908,-4707.154650288892,104.5479990398171,2.4993306909991833,0.6868836121821381,-92581.92583772054,-73136.45816781763
4.29,218.0,8.42,0.0,18525.936456876458,-5359.590152840248,115.53274912079098,2.55379164570545,0.7191970836180122,-108491.70002164983,-89965.76356477337
4.46,220.0,9.71,0.0,17623.207017937224,-5748.06493836624,122.73535629317827,2.592617210210996,0.7401766624621091,-116795.33810281668,-99172.13108487945
4.64,220.0,20.1,0.0,16514.113728448276,-6066.585361614526,129.21514233740737,2.6302512612757267,0.7590152082005432,-122958.18063520076,-106444.06690675247
4.81,216.0,23.5,0.0,15499.902141372142,-5874.432711831092,131.74431382735096,2.6457644838284216,0.7663773091259883,-118122.01849902463,-102622.1163576525
4.98,220.0,14.6,0.0,14516.8066064257,-5391.40167222531,132.27173645249496,2.649064178510967,0.7679140000395981,-107477.31758848944,-92960.51098206374
5.15,218.0,12.2,0.0,13666.825572815533,-4854.673013149452,131.87234700064135,2.646563381339069,0.7667502922436937,-95676.49776728843,-82009.67219447289
5.32,213.0,23.1,0.0,12866.217781954887,-4468.454245557305,132.23480574381676,2.648832379153603,0.7678063803240566,-87080.81777389003,-74214.59999193515
5.49,215.0,21.2,0.0,12147.55112932605,-4022.904521886728,131.64631835809305,2.6451539229342367,0.7660918531150985,-77296.83155547208,-65149.280426146026
5.67,216.0,18.3,0.0,11458.201199294534,-3640.8123753738446,131.3100196756712,2.6430645647097313,0.7651123722329969,-68861.09595606249,-57402.89475676796
5.84,208.0,31.7,0.0,10873.266797945205,-3306.3557833807076,130.77313844094917,2.6397479207884667,0.763549115954939,-61502.30400366341,-50629.03720571821
6.01,212.0,25.3,0.0,10334.040232945094,-2986.8101912212405,129.9394563818901,2.634642939570216,0.7611225950461118,-54535.05142872741,-44201.01119578232
6.19,213.0,23.8,0.0,9827.88323101777,-2735.0470028723184,129.6214596208298,2.6327099256895012,0.7601973009130456,-49009.75521902529,-39181.87198800752
6.35,216.0,19.6,0.0,9404.124251968506,-2564.8511894103085,129.82586759353245,2.6339515733189414,0.7607920630281387,-45279.11950354916,-35874.99525158066
6.64,210.0,25.0,0.0,8673.700195783133,-1733.6543052852921,118.6584766572814,2.570293317439707,0.7283132591329544,-27989.48200446401,-19315.781808680877
8.82,210.0,10.7,0.0,5121.998117913833,-1198.3667461387572,136.07663596451152,2.67358328902351,0.7790205365935223,-17216.73395263505,-12094.735834721218
11.07,210.0,10.7,0.0,3364.9355103884377,-609.3215220322365,135.10098267757286,2.667171712465959,0.776168637005244,-7167.092782210134,-3802.157271821696
13.32,206.0,6.25,0.0,2380.0512687687688,-360.5146344001954,135.32160081336784,2.668613746047505,0.7768132516864928,-3582.9394800685013,-1202.8882112997326
15.49,206.0,6.25,0.0,1771.460826339574,-238.7154857233693,136.45594192741643,2.676100236992988,0.7801301290872842,-2072.4167389499485,-300.9559126103745
17.74,206.0,10.7,0.0,1324.9288218714769,-198.45866865248775,143.63225943830182,2.726569927721105,0.8012403125880097,-1587.4036577481786,-262.4748358767017
