r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.09,231.0,52.9,913.673126074512,73639.5,870755.0000000001,107.92601764882816,2.515553349523329,0.6968797321244448,9201900.292341901,9275539.792341901
0.17,231.0,27.9,792.9373343127795,143299.90000000002,534481.3348416288,79.1997260874404,2.388030222175998,0.6088168341584546,3555227.2538062157,3698527.1538062156
0.26,231.0,16.4,344.62304788814265,164501.3269230769,65582.4740484427,10.97500729163216,2.0939200389842356,0.2955648531599625,292287.3082142809,456788.63513735787
0.34,231.0,11.9,0.0,154448.92058823528,-158894.37040934453,47.04572722243021,2.2591418756752732,0.4937894962294863,-1021453.8206832721,-867004.9000950368
0.43,232.0,8.04,0.0,137489.28395348834,-177139.19377162625,71.46769664992767,2.3565017358637874,0.5833556926798208,-1232826.4471983027,-1095337.1632448144
0.51,232.0,6.53,0.0,124335.25764705882,-145767.1732558139,75.82563096118193,2.374182413978156,0.5978313526049089,-1092974.6042529512,-968639.3466058924
0.6,232.0,4.75,0.0,112708.86449999998,-118823.0207445296,79.06172054752918,2.38746073497269,0.6083710327142378,-957725.1285969319,-845016.2640969319
0.69,232.0,4.0,0.0,102947.1139130435,-99869.26100076377,82.31711065419216,2.4009719044461275,0.6188120576181433,-857144.9748956845,-754197.860982641
0.77,233.0,5.69,0.0,95731.09012987014,-84683.63519300566,83.31929313064497,2.405166002099363,0.6219961634067636,-767540.3558358051,-671809.265705935
0.86,233.0,4.83,0.0,88550.89593023254,-73639.49838231939,86.11748279996819,2.4169713465946296,0.6308165568951022,-701483.5742559305,-612932.678325698
0.95,234.0,10.8,0.0,82475.98042105265,-60366.391822613026,84.5035080896992,2.4101445433997917,0.6257413025590871,-610359.2022458754,-527883.2218248227
1.03,235.0,10.3,0.0,78288.60932038832,-50826.71265410168,82.25936147620679,2.400730745575161,0.6186281595654398,-536555.317489402,-458266.7081690137
1.11,235.0,10.6,0.0,74343.70639639637,-44476.10433561753,81.85870182685242,2.3990591300795203,0.61735101169871,-486281.5659943992,-411937.8595980028
1.2,236.0,10.2,0.0,70727.67158333334,-38108.77886025549,80.32340037626899,2.392677649075494,0.6124359787276681,-430704.8473529505,-359977.17576961714
1.29,237.0,10.6,0.0,67484.12620155039,-34736.125140901735,81.85392574724098,2.3990392195197714,0.6173357738842297,-401704.44840588653,-334220.3222043362
1.38,238.0,14.2,0.0,64475.169057971034,-32791.801991392334,85.04000138813619,2.4124083753909353,0.6274319898633218,-385951.7843208467,-321476.6152628757
1.46,238.0,14.1,0.0,61909.519863013695,-31318.162200588624,87.95713725888902,2.4248146610960366,0.6365626146356906,-373956.86072238703,-312047.34085937333
1.55,239.0,19.6,0.0,59151.08148387096,-29865.37162292423,91.24714126005219,2.4390200026094284,0.6467428209329695,-361929.24314322876,-302778.1616593578
1.63,240.0,17.8,0.0,56832.40668711658,-28208.17733330393,93.12029483643275,2.447218682985593,0.6524880741137173,-347034.006228154,-290201.5995410374
1.72,241.0,7.14,0.0,54355.6913372093,-26683.8135189864,95.51073794066521,2.4578085988698555,0.6597709212567726,-333218.33534786134,-278862.64401065203
1.8,242.0,11.9,0.0,52296.158388888885,-25004.957445768945,96.57116032167318,2.4625547049940493,0.6629851685921486,-317155.1258734595,-264858.96748457063
