r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
5.03,214.0,6.0,169.3054962857112,6359.308648111331,-262.4762006328472,26.293898218018114,2.1719180021109814,0.39731158090580604,-660.6305024749558,5698.678145636375
7.55,220.0,6.0,194.07603013186767,5697.868622516557,-245.93706133417484,43.731831457280656,2.2457842702558466,0.4800837146141419,-709.0599507621708,4988.808671754386
10.07,235.0,4.0,206.4870849425612,5119.78585898709,-271.6936263382862,69.42370912236335,2.348274584153564,0.5764433882059672,-885.7326069437446,4234.053252043345
12.58,235.0,4.0,198.73069383283794,4331.249682034977,-345.6391066936799,104.89398443110339,2.500973010825866,0.6879103994494414,-1191.8308687375868,3139.4188132973904
15.1,230.0,2.0,185.18662898365866,3381.2211523178808,-317.3298020015732,121.59733899071766,2.5862887504605063,0.7368671997735463,-1110.089526203229,2271.1316261146517
17.61,231.0,2.0,184.152349774869,2735.080777967064,-223.4613115757411,122.25874740700412,2.589957326343829,0.7387907796354396,-809.3517644744068,1925.7290134926573
20.13,232.0,2.0,181.0734603733679,2257.210755091903,-172.69776727420373,125.15154846785268,2.606319914677855,0.7472005415334358,-628.4180053857117,1628.7927497061914
22.65,225.0,7.0,172.99057271387483,1864.6840309050774,-151.069880384721,131.9852232348295,2.647268822375228,0.7670791480318211,-543.459384199805,1321.2246467052723
25.16,224.0,7.0,163.16653432368722,1497.3292567567564,-122.04693138461529,135.86964237514562,2.6722155414394186,0.7784152207973499,-439.16876696331485,1058.1604897934417
27.68,229.0,2.0,163.17293694023996,1250.7879660404624,-81.24339492046437,131.23370103911853,2.6425916876565636,0.7648901212136678,-288.88741149914995,961.9005545413124
30.2,218.0,2.0,161.36754728003183,1087.862546357616,-65.65683896731824,131.73847000809494,2.645728051856403,0.7663602858351302,-225.62793327240726,862.2346130852088
32.71,214.0,2.0,154.83846756471033,920.5340660348515,-55.95727371890609,134.8242811488432,2.665369427897946,0.7753603655224487,-187.57928041003197,732.9547856248196
35.23,213.0,2.0,152.5805793804762,806.3974595515186,-45.17495213295307,134.56830417484,2.663708347911544,0.7746128357011814,-145.57335497922804,660.8241045722906
37.75,211.0,2.0,147.0366440058855,692.8523072847681,-38.4472362128478,136.57254554569514,2.6768767630315575,0.7804713334243721,-120.14304422480758,572.7092630599606
40.26,217.0,2.0,144.70318657874247,613.0078614008942,-31.078213308472577,135.71120160125062,2.6711713548113276,0.7779519855347784,-92.91317173267866,520.0946896682156
42.78,216.0,3.0,140.21572927885097,536.528894343151,-26.651039415292278,137.03975530747394,2.6800014439574644,0.7818389696208837,-76.95781586722715,459.57107847592385
45.29,215.0,3.0,138.0394466413415,478.953133141974,-21.21309348903878,135.1241599120702,2.667322995387528,0.7762363504858996,-58.222534134516046,420.73059900745795
47.81,217.0,5.0,135.9917624616637,429.82703409328593,-16.610103046226456,132.23307453482315,2.648821515834693,0.7678013354825745,-43.009224902121616,386.8178091911643
50.33,214.0,5.0,134.91053506861414,395.23821378899265,-13.725722342973546,130.174810406469,2.636078611610805,0.7618075104844364,-33.60792424995497,361.6302895390377
