galaxy,matched_sparc_name,h_kpc_source,r_kpc,v_obs_kms,v_vis_kms,h_kpc,r_min_kpc,r_max_kpc,delta_r_kpc,Dw,sigma,sigma_scale,beta,rho_struct,M_struct,g_topo_kms2_per_kpc,v_struct_kms,v_topo_kms,residual_kms,abs_residual_kms,sq_error
UGC08490,UGC08490,structure_2014_z0,0.34,38.8,27.88485251888559,1.45,0.34,10.15,0.34,2.721374113937638,0.0,0.2944395069498046,1.0,7.405877068009864,2.5179982031233537,9.366256291894827e-05,0.005643161471413202,27.884853089899387,10.91514691010061,10.91514691010061,119.1404320690789
UGC08490,UGC08490,structure_2014_z0,0.68,50.1,40.152713482403655,1.45,0.34,10.15,0.34,2.3811370163525196,0.34023709758511833,0.2944395069498046,0.3148869494157134,1.7853502738250029,3.125017296223855,2.9060498213154356e-05,0.004445350243225495,40.15271372847842,9.947286271521584,9.947286271521584,98.94850416760177
UGC08490,UGC08490,structure_2014_z0,1.02,60.2,45.68022876475117,1.45,0.34,10.15,0.33999999999999997,2.2600306374784678,0.12110637887405185,0.2944395069498046,0.6627803901850219,3.3853089042892375,4.276022323682195,1.7672910411220146e-05,0.00424574712146691,45.68022896206157,14.519771037938433,14.519771037938433,210.82375099415572
UGC08490,UGC08490,structure_2014_z0,1.36,68.2,47.83659686892453,1.45,0.34,10.15,0.3400000000000001,2.1967263481023687,0.06330428937609911,0.2944395069498046,0.8065420006763009,3.8920544407154387,5.599320833525445,1.3017452197318021e-05,0.0042075806573793105,47.83659705396837,20.363402946031634,20.363402946031634,414.6681795424498
UGC08490,UGC08490,structure_2014_z0,1.69,72.8,48.01641802550457,1.45,0.34,10.15,0.32999999999999985,2.158595678132735,0.03813066996963377,0.2944395069498046,0.8785323392079758,4.093552448183634,6.950193141426043,1.0463859986741358e-05,0.00420522572254961,48.016418209649125,24.783581790350873,24.783581790350873,614.2259263590114
UGC08490,UGC08490,structure_2014_z0,2.03,75.3,47.5740118131738,1.45,0.34,10.15,0.33999999999999986,2.131802336409107,0.026793341723627684,0.2944395069498046,0.9130197370352253,4.149292333546406,8.36095253483182,8.724331068401766e-06,0.004208371664771967,47.57401199930895,27.725988000691046,27.725988000691046,768.7304106144638
UGC08490,UGC08490,structure_2014_z0,2.37,76.6,46.876435444687985,1.45,0.34,10.15,0.3400000000000003,2.1124713585781607,0.019330977830946505,0.2944395069498046,0.9364553099992321,4.178964822318092,9.781800574419973,7.488426439852212e-06,0.004212786567398086,46.87643563398961,29.723564366010386,29.723564366010386,883.4902786203625
UGC08490,UGC08490,structure_2014_z0,2.7,77.6,46.08538271512997,1.45,0.34,10.15,0.33000000000000007,2.098260867144879,0.014210491433281902,0.2944395069498046,0.9528832833630766,4.1952579610800225,11.166235701576381,6.58639417239759e-06,0.004217020780773258,46.0853829080682,31.514617091931797,31.514617091931797,993.1710904510797
UGC08490,UGC08490,structure_2014_z0,3.05,78.5,44.954221158863376,1.45,0.34,10.15,0.34999999999999964,2.0864967557953156,0.011764111349563233,0.2944395069498046,0.9608333907956126,4.182958104220123,12.630271038053422,5.838233320465438e-06,0.004219788102194183,44.954221356916094,33.545778643083906,33.545778643083906,1125.3192647707842
UGC08490,UGC08490,structure_2014_z0,3.38,78.2,44.11988780584103,1.45,0.34,10.15,0.33000000000000007,2.0776146480130877,0.008882107782227866,0.2944395069498046,0.9702843026402084,4.188215334276272,14.012382098364592,5.27408380509854e-06,0.004222132548989085,44.119888007863345,34.08011199213666,34.08011199213666,1161.4540333965767
UGC08490,UGC08490,structure_2014_z0,3.72,78.8,43.91853595009743,1.45,0.34,10.15,0.3400000000000003,2.0701045193338135,0.007510128679274253,0.2944395069498046,0.974816018157006,4.1774109795302765,15.432701831404888,4.79539671313454e-06,0.00422360933004705,43.91853615318794,34.88146384681206,34.88146384681206,1216.7165200964569
