galaxy,matched_sparc_name,h_kpc_source,r_kpc,v_obs_kms,v_vis_kms,h_kpc,r_min_kpc,r_max_kpc,delta_r_kpc,Dw,sigma,sigma_scale,beta,rho_struct,M_struct,g_topo_kms2_per_kpc,v_struct_kms,v_topo_kms,residual_kms,abs_residual_kms,sq_error
NGC4157,NGC4157,structure_2014_z0,1.74,96.4,148.01974530446944,14.28,1.74,29.61,1.76,2.9641132634656193,0.0,0.3528298861762947,1.0,8.785967438652804,15.463302692028936,2.1962016638830898e-05,0.006181739961496744,148.01974543355325,-51.61974543355325,51.61974543355325,2664.5981186248414
NGC4157,NGC4157,structure_2014_z0,3.5,157.0,223.45501605468607,14.28,1.74,29.61,1.76,2.5415063552695196,0.4226069081960997,0.3528298861762947,0.3018684592762628,1.9498452202515386,18.895030279671644,6.6325412410275985e-06,0.0048180799436701545,223.45501610662916,-66.45501610662916,66.45501610662916,4416.269165732341
NGC4157,NGC4157,structure_2014_z0,5.24,192.0,242.04169165662347,14.28,1.74,29.61,1.7400000000000002,2.386229012389553,0.15527734287996653,0.3528298861762947,0.6439776604870433,3.666866048150088,25.2753772034528,3.958252796123734e-06,0.004554255663847646,242.0416916994699,-50.04169169946991,50.04169169946991,2504.1709081447957
NGC4157,NGC4157,structure_2014_z0,6.98,201.0,249.95191117492982,14.28,1.74,29.61,1.7400000000000002,2.301693990396479,0.08453502199307428,0.3528298861762947,0.7869493080856864,4.16909628702964,32.52960474288437,2.871021181977217e-06,0.0044765754601258515,249.951911215017,-48.95191121501699,48.95191121501699,2396.2896116029065
NGC4157,NGC4157,structure_2014_z0,8.72,201.0,254.82678999665637,14.28,1.74,29.61,1.7400000000000002,2.2477761582717815,0.05391783212469736,0.3528298861762947,0.8582881667948721,4.336498952358468,40.07511291998811,2.2662626456625713e-06,0.004445425769279881,254.82679003543137,-53.82679003543137,53.82679003543137,2897.323325518414
NGC4157,NGC4157,structure_2014_z0,10.47,194.0,236.26904007931296,14.28,1.74,29.61,1.75,2.2099747445839686,0.03780141368781287,0.3528298861762947,0.8984018751008975,4.3877843111053405,47.753735464422455,1.8731926347714398e-06,0.004428580685282473,236.26904012081718,-42.26904012081718,42.26904012081718,1786.6717527352525
NGC4157,NGC4157,structure_2014_z0,12.19,190.0,216.51426142404569,14.28,1.74,29.61,1.7199999999999989,2.182475505881148,0.027499238702820783,0.3528298861762947,0.9250207719077577,4.406058324475526,55.33215578252035,1.6011743906121195e-06,0.004417953804824326,216.51426146911967,-26.514261469119674,26.514261469119674,703.0060612528442
NGC4157,NGC4157,structure_2014_z0,13.94,186.0,200.76317814778687,14.28,1.74,29.61,1.75,2.1608930291017434,0.02158247677940439,0.3528298861762947,0.9406636529626607,4.392390062316419,63.018838391574086,1.394483248991726e-06,0.004408979075811617,200.76317819619987,-14.763178196199874,14.763178196199874,217.95143045275137
NGC4157,NGC4157,structure_2014_z0,15.68,184.0,187.18058499748312,14.28,1.74,29.61,1.7400000000000002,2.1438490943053776,0.01704393479636579,0.3528298861762947,0.9528418100315144,4.379345703849308,70.63889991627188,1.2354360391827669e-06,0.004401322198429216,187.18058504922897,-3.1805850492289665,3.1805850492289665,10.116121255378827
NGC4157,NGC4157,structure_2014_z0,17.42,182.0,178.4644572456936,14.28,1.74,29.61,1.740000000000002,2.1299731338195667,0.013875960485810968,0.3528298861762947,0.9614356698146173,4.361827454832085,78.22847968767972,1.1085034379140554e-06,0.004394329287668693,178.4644572997944,3.5355427002056103,3.5355427002056103,12.500062184977178
