galaxy,matched_sparc_name,h_kpc_source,r_kpc,v_obs_kms,v_vis_kms,h_kpc,r_min_kpc,r_max_kpc,delta_r_kpc,Dw,sigma,sigma_scale,beta,rho_struct,M_struct,g_topo_kms2_per_kpc,v_struct_kms,v_topo_kms,residual_kms,abs_residual_kms,sq_error
UGC05986,UGC05986,structure_2014_z0,0.63,29.5,32.52584971987665,1.18,0.63,9.41,0.63,2.4583380254156024,0.0,0.36984869013657656,1.0,6.043425847204283,3.807358283738698,4.1248779592029226e-05,0.005097718229068611,32.52585011935478,-3.0258501193547787,3.0258501193547787,9.155768944799329
UGC05986,UGC05986,structure_2014_z0,1.26,50.8,44.27149421467497,1.18,0.63,9.41,0.63,2.2206092727898143,0.23772875262578808,0.36984869013657656,0.5258322668535476,2.5929344054543413,5.440906959174933,1.4736646462869875e-05,0.004309080475370127,44.271494424382986,6.528505575617011,6.528505575617011,42.6213850508624
UGC05986,UGC05986,structure_2014_z0,1.88,68.2,53.76221070603403,1.18,0.63,9.41,0.6199999999999999,2.1434507021616453,0.077158570628169,0.36984869013657656,0.8117020071746898,3.729268208480271,7.7530532484327015,9.432471980607916e-06,0.0042110624934264375,53.762210870955144,14.437789129044859,14.437789129044859,208.4497549347659
UGC05986,UGC05986,structure_2014_z0,2.51,84.3,66.168567311073,1.18,0.63,9.41,0.6299999999999999,2.104573627294124,0.038877074867521344,0.36984869013657656,0.9002199450666741,3.987281324753003,10.265040483027093,7.006186263236537e-06,0.004193510166998967,66.1685674439573,18.131432556042697,18.131432556042697,328.74884653432497
UGC05986,UGC05986,structure_2014_z0,3.13,95.3,70.93660973009635,1.18,0.63,9.41,0.6200000000000001,2.0819081607938705,0.022665466500253473,0.36984869013657656,0.940556950154779,4.076695106800714,12.792591449243536,5.614851966616707e-06,0.004192193537458677,70.93660985397094,24.36339014602906,24.36339014602906,593.574779407626
UGC05986,UGC05986,structure_2014_z0,3.77,106.0,72.34067458905814,1.18,0.63,9.41,0.6400000000000001,2.0665525016520614,0.015355659141809141,0.36984869013657656,0.9593313377543583,4.09695805717508,15.414644605835587,4.6635782848745184e-06,0.004193052603292372,72.34067471057823,33.65932528942177,33.65932528942177,1132.9501789391081
UGC05986,UGC05986,structure_2014_z0,4.39,112.0,74.73848272476502,1.18,0.63,9.41,0.6199999999999997,2.0560953449525017,0.010457156699559711,0.36984869013657656,0.9721218247578416,4.109672299227453,17.962641431356605,4.00783298939054e-06,0.004194566345097485,74.73848284247136,37.261517157528644,37.261517157528644,1388.4206608808015
UGC05986,UGC05986,structure_2014_z0,5.02,115.0,75.43128064669192,1.18,0.63,9.41,0.6299999999999999,2.0482222301931716,0.007873114759330058,0.36984869013657656,0.9789375834240186,4.106852952955702,20.549958791718698,3.5064849289848746e-06,0.004195539815506947,75.43128076337133,39.56871923662867,39.56871923662867,1565.6835420271475
UGC05986,UGC05986,structure_2014_z0,5.65,116.0,72.3922930980916,1.18,0.63,9.41,0.6300000000000008,2.0421836035645824,0.006038626628589228,0.36984869013657656,0.9838052782372991,4.10297355892507,23.134832133841496,3.1162903336367275e-06,0.004196074401753085,72.39229321970012,43.60770678029988,43.60770678029988,1901.632090636612
UGC05986,UGC05986,structure_2014_z0,6.28,116.0,69.05063649235971,1.18,0.63,9.41,0.6299999999999999,2.0374154254551824,0.004768178109400001,0.36984869013657656,0.9871905088513234,4.097888628856461,25.716501970021067,2.803890585599076e-06,0.004196240326478239,69.05063661986348,46.94936338013652,46.94936338013652,2204.242721800104
UGC05986,UGC05986,structure_2014_z0,6.9,116.0,66.21693212464619,1.18,0.63,9.41,0.6200000000000001,2.0336170546234524,0.003798370831729958,0.36984869013657656,0.9897824900515491,4.093342807828359,28.25437451087465,2.5518548707574245e-06,0.004196164749890813,66.2169322576016,49.7830677423984,49.7830677423984,2478.353833844228
UGC05986,UGC05986,structure_2014_z0,7.54,114.0,61.961233041313825,1.18,0.63,9.41,0.6399999999999997,2.030387008302136,0.0032300463213164043,0.36984869013657656,0.9913045991715081,4.086624862224826,30.86981442269854,2.3348542876120234e-06,0.004195807589558255,61.96123318337686,52.03876681662314,52.03876681662314,2708.0332517948773
UGC05986,UGC05986,structure_2014_z0,8.16,112.0,58.585056968479606,1.18,0.63,9.41,0.6200000000000001,2.0277684703412624,0.0026185379608736348,0.36984869013657656,0.992944979362672,4.082835818194167,33.40117262997892,2.1569985448641956e-06,0.004195367460198432,58.58505711869802,53.41494288130198,53.41494288130198,2853.156123012753
UGC05986,UGC05986,structure_2014_z0,8.79,109.0,56.43963589535283,1.18,0.63,9.41,0.629999999999999,2.0255082768509673,0.0022601934902950482,0.36984869013657656,0.9939075048019198,4.0776881983653706,35.9701161949491,2.0018546729759507e-06,0.004194794700037012,56.43963605123887,52.56036394876113,52.56036394876113,2762.5918584262286
UGC05986,UGC05986,structure_2014_z0,9.41,107.0,55.94092062167014,1.18,0.63,9.41,0.620000000000001,2.0235972673482436,0.001911009502723715,0.36984869013657656,0.9948463224300831,4.073841869582265,38.495898154090106,1.8694061426793737e-06,0.004194175938442843,55.94092077889951,51.05907922110049,51.05907922110049,2607.029570906616
