galaxy,gamma_topo,mean_dw_pert,mean_sigma,mean_beta,r_scale,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,n_points,n_segments,mean_Dw_i,mean_sigma_i,mean_beta_i,mean_info_source_i,mean_v_struct_kms,rmse_vis_only_kms,rmse_topo_kms,mae_vis_only_kms,mae_topo_kms,reduced_chi2_vis_only,reduced_chi2_topo,rmse_improvement_kms,mae_improvement_kms
NGC2403,432993.6428305599,0.1939300358346574,0.032815724537822485,0.9837128242360789,4.87089418483742,2.2047294369271224,2.1939300358346574,0.010799401092465022,1.0476277972065482,6.464334527855247,3.2815724538822484,1.948357673935368,1.0,432993.6428305599,69,5,2.1939300358346574,0.032815724537822485,0.9837128242360789,0.037055458102161834,136.50450150525324,38.14020035207019,76.84126059402695,26.9481844126792,61.855866715102806,2117.2026111001674,4112.7492930763265,-38.70106024195676,-34.90768230242361
NGC0100,328230.36168461945,0.19208118400414032,0.03267320783105907,0.980773414260495,3.733520234736557,2.203457839158892,2.1920811840041403,0.011376655154751614,1.05061816617623,6.402706133504678,3.267320783205907,1.4934080938950227,1.0,328230.36168461945,17,5,2.1920811840041403,0.03267320783105907,0.980773414260495,0.03689752838984078,109.11410736143758,27.477769360087667,69.0224413422387,22.47593038297263,58.63980871548312,22.75170568590904,229.3236359093413,-41.54467198215103,-36.16387833251049
IC4202,434614.8228156121,0.18882734394639805,0.04327454651709384,0.9621256891580778,3.5156077328398996,2.2200835377306456,2.188827343946398,0.03125619378424771,1.1346658302602843,6.294244798246602,4.327454651809384,1.4062430931363599,1.0,434614.8228156121,28,5,2.188827343946398,0.04327454651709384,0.9621256891580778,0.05447262812355262,183.46170659353123,37.32068988815855,121.14905418314598,25.941003196887227,77.70665056977498,68.3607217596409,915.9316058388555,-83.82836429498744,-51.765647372887756
NGC4183,476207.57655589364,0.19528572178621414,0.0513129491783487,0.9654000206414107,3.1847364327823127,2.2246668741582423,2.195285721786214,0.029381152372028208,1.1191456233608428,6.509524059573805,5.13129491793487,1.273894573113325,1.0,476207.57655589364,19,5,2.195285721786214,0.0513129491783487,0.9654000206414107,0.05515873343720372,179.6487204811652,33.32695447458726,120.97737207353548,31.374016102312698,103.06684754882286,35.62939113587394,389.70697799125855,-87.65041759894822,-71.69283144651017
NGC2998,771075.0396944737,0.17378300034455618,0.05905550995729336,0.9655923761282498,4.852976785523648,2.211300975018032,2.173783000344556,0.03751797467347595,1.1611330300337261,5.792766678185206,5.905550995829336,1.9411907142098592,1.0,771075.0396944737,11,3,2.173783000344556,0.05905550995729336,0.9655923761282498,0.06253451538966585,248.43663472543787,37.33173037461076,180.10697311570758,31.907527665370004,152.8480920966252,200.42843511566008,1288.5371659152936,-142.7752427410968,-120.94056443125521
NGC3769,700293.4035630098,0.31151934345134835,0.05403261845121188,0.9647161352714922,3.0613478007192,2.3044765717053837,2.3115193434513484,0.007042771745964682,1.0192661303452175,10.383978115078278,5.403261845221188,1.22453912028808,1.0,700293.4035630098,10,3,2.3115193434513484,0.05403261845121188,0.9647161352714922,0.08840364567628312,252.32837582420186,41.03929160632841,186.18943456535024,37.68828076383251,175.08308135224758,26.748521752640777,691.4363908947751,-145.15014295902182,-137.39480058841508
NGC4157,822364.6711497551,0.26775301838493226,0.07856643272768743,0.9665958413539872,2.8342270288870623,2.2796921035500395,2.267753018384932,0.011939085165107333,1.034474197527025,8.925100612864409,7.856643272868744,1.1336908115552249,1.0,822364.6711497551,14,4,2.267753018384932,0.07856643272768743,0.9665958413539872,0.09956014411670389,300.3717119216424,41.47400894099612,209.11555638331447,36.94523856803081,187.95245318051306,22.518587028159978,648.272172954892,-167.64154744231834,-151.00721461248224
NGC3917,823013.9609858015,0.2451191522531796,0.07463977303464803,0.9388359546034604,2.837935106623121,2.305498086283193,2.2451191522531797,0.060378934030013376,1.1888264228298362,8.170638408472653,7.463977303564803,1.1351740426496484,1.0,823013.9609858015,14,4,2.2451191522531797,0.07463977303464803,0.9388359546034604,0.08792139396812729,273.02823052058216,26.275307983859516,204.3082412866631,23.910904002915338,188.95794924066112,39.657952050238954,2976.0923530034142,-178.0329333028036,-165.04704523774578
UGC05986,790342.102613395,0.22438218475852537,0.08790760689172128,0.9635575916043577,2.703808413193847,2.2591834505520936,2.2243821847585257,0.034801265793567904,1.1114390118539133,7.479406158650846,8.790760689272128,1.0815233652779388,1.0,790342.102613395,13,3,2.2243821847585257,0.08790760689172128,0.9635575916043577,0.08379109271642897,298.7741244542827,39.21030770006691,261.54960698931603,35.005928290617334,232.15300376393517,159.98877964927615,9254.44362653349,-222.3392992892491,-197.14707547331784
NGC4013,1000000.0,0.5096532201262166,0.0908357812080609,0.9017179427293727,1.7313814775909184,2.5119690884289443,2.509653220126217,0.002315868302727342,1.0038566373365398,16.98844067090722,9.083578120906092,0.6925525910367674,1.0,1072839.92386422,32,5,2.509653220126217,0.0908357812080609,0.9017179427293727,0.19013173944384154,404.04327281513724,39.77498515690112,263.1432666185707,33.98487619687046,261.13931624521047,63.22861127015683,2889.13625063608,-223.36828146166957,-227.15444004834
NGC4088,968310.7678124715,0.26291256924107326,0.10331065003893491,0.9602967218067203,2.513237156414226,2.2863010456984023,2.2629125692410734,0.02338847645732889,1.063863991210908,8.763752308069108,10.331065003993492,1.0052948625660905,1.0,968310.7678124715,10,3,2.2629125692410734,0.10331065003893491,0.9602967218067203,0.1163768070842811,351.26848949029403,47.03169137242292,289.2068632700714,40.29237110232917,269.35331690954183,46.15742119320178,1460.3040144965764,-242.17517189764845,-229.06094580721265
UGC04278,1000000.0,0.27582370678568946,0.10850746246804426,0.9239803658122133,3.86672673051297,2.349887243423467,2.2758237067856895,0.07406353663777754,1.1927075984536688,9.194123559556315,10.850746246904427,1.546690692205588,1.0,1840379.560412453,21,5,2.2758237067856895,0.10850746246804426,0.9239803658122133,0.20945231267127315,352.22917281585455,27.733839595268694,330.1636036890969,23.36036661759344,322.9470893107876,30.149033019702177,4674.031421711181,-302.42976409382817,-299.58672269319413
UGC01281,1000000.0,0.324106182892402,0.13873662288406524,0.9405685867246575,3.077111879822369,2.371730635767096,2.324106182892402,0.04762445287469408,1.1028955236644524,10.803539429780066,13.873662288506525,1.2308447519293477,1.0,2034673.9852279215,20,5,2.324106182892402,0.13873662288406524,0.9405685867246575,0.17350852384434828,347.9408270176156,19.039841709046208,333.46842895197085,16.21440390457922,330.0567238630922,18.972876049072816,5879.504937063518,-314.42858724292466,-313.842319958513
NGC4010,1000000.0,0.26862988889599465,0.12277201644207536,0.9394675133619083,2.4877760922159533,2.3331916996230526,2.268629888895995,0.0645618107270578,1.1649501697527331,8.95432962989982,12.277201644307537,0.9951104368867814,1.0,1274415.6523878642,10,3,2.268629888895995,0.12277201644207536,0.9394675133619083,0.13520523049510685,373.9132213108448,17.55139775692406,337.3571732747626,15.401422451744116,316.03951221088795,14.345191584623803,3779.7505481202948,-319.8057755178385,-300.63808975914384
UGC07089,1000000.0,0.2690508882430273,0.11798734034039216,0.942676343949981,2.3541082460195466,2.3289873789100493,2.269050888243027,0.05993649066702211,1.1548593555897382,8.968362941467577,11.798734034139216,0.9416432984082187,1.0,1150705.2743544271,10,3,2.269050888243027,0.11798734034039216,0.942676343949981,0.1250465124799798,366.6477040608374,15.229946408036618,355.328647452722,12.303559329756132,335.63889576328353,7.696393487154574,6924.835157434679,-340.0987010446854,-323.3353364335274
UGC06917,1000000.0,0.40098144278695,0.17751614085158263,0.9354149022561549,1.794628911656008,2.444657869965672,2.40098144278695,0.04367642717872178,1.0754997573265794,13.366048092931667,17.751614085258264,0.7178515646628032,1.0,1831832.8183801454,10,2,2.40098144278695,0.17751614085158263,0.9354149022561549,0.23127688739018612,459.68269229039277,30.596331189780688,404.6024364984822,28.244821977626014,397.2039791310265,57.79119508699503,11887.919239681216,-374.0061053087015,-368.95915715340044
NGC2683,1000000.0,0.3775115373010549,0.15304863334655572,0.9460605715135442,2.4831750476237224,2.374856860604672,2.377511537301055,0.002654676696383085,1.0050035355898328,12.583717910068497,15.304863334755572,0.993270019049889,1.0,1922530.9786097312,10,2,2.377511537301055,0.15304863334655572,0.9460605715135442,0.2171160804576759,513.6741152627993,34.69083060476303,426.9555802717497,30.871646941735946,405.2144206202412,15.1749967952912,3541.984026409634,-392.26474966698663,-374.34277367850524
DDO168,1000000.0,0.29748402110180194,0.17171513697241902,0.941022177412098,2.3074512826452187,2.3498850069690236,2.297484021101802,0.05240098586722164,1.1116817559568863,9.916134036760065,17.171513697341904,0.9229805130584875,1.0,1747125.0049051673,9,2,2.297484021101802,0.17171513697241902,0.941022177412098,0.2147253061767997,473.81158827802267,19.024813323289894,498.6711106725449,15.826201390734967,479.78507762980126,128.81094172142923,94284.10273564809,-479.646297349255,-463.9588762390663
UGC06667,1000000.0,0.28995996190377316,0.35517287011604637,0.9084258251287403,2.1997755991278245,2.4423049057586588,2.289959961903773,0.15234494385488562,1.2361450794217297,9.665332063492437,35.51728701170463,0.8799102396515298,1.0,3733914.5951578273,8,2,2.289959961903773,0.35517287011604637,0.9084258251287403,0.362920963840499,563.7884810710483,45.17688884804951,566.8843769901575,43.819180397494996,556.1554169604148,214.57156548510218,31091.62452069837,-521.707488142108,-512.3362365629198
UGC08837,1000000.0,0.31170914949438444,0.2678120275099918,0.9197233004795455,2.089010992695987,2.4148216376452623,2.3117091494943844,0.10311248815087781,1.17792704087861,10.390304983179481,26.781202751099176,0.8356043970787947,1.0,2738908.2311403467,7,2,2.3117091494943844,0.2678120275099918,0.9197233004795455,0.2987297855185814,512.138026278424,8.490305533776496,543.0047618746885,6.9506867492881765,530.7910928765712,9.31837127870333,61135.2311963351,-534.514456340912,-523.840406127283
UGC05750,1000000.0,0.16491977790879253,0.2134813075166444,0.9471417937308513,4.300134098843159,2.2644433100805603,2.1649197779087928,0.09952353217176757,1.2630106942211148,5.497325930326418,21.34813075176444,1.7200536395376638,1.0,2549531.364186582,10,2,2.1649197779087928,0.2134813075166444,0.9471417937308513,0.20182882394606189,531.1861222452333,21.177236001939548,726.8144773717204,17.68465137815956,675.6345338460767,8.104833924877713,18905.18946777286,-705.6372413697809,-657.9498824679172
