Structural coupling rotation pipeline run log
started_at: 2026-03-23T14:45:37.130117
project_root: C:\Users\mincu\Desktop\topological_gravity_project
data_dir: C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized
output_root: C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_structural_coupling
run_dir: C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_structural_coupling\2026-03-23_144537_constant
beta_mode: constant
beta_value: 200.0
n_input_files: 175
------------------------------------------------------------------------
[001/175] [OK] CamB | beta=200 | rmse=167.21 | mafe=30.8499
[002/175] [OK] D512-2 | beta=200 | rmse=32.2419 | mafe=0.958071
[003/175] [OK] D564-8 | beta=200 | rmse=19.8897 | mafe=1
[004/175] [OK] D631-7 | beta=200 | rmse=78.0961 | mafe=2.89396
[005/175] [OK] DDO064 | beta=200 | rmse=155.116 | mafe=8.13044
[006/175] [OK] DDO154 | beta=200 | rmse=39.6987 | mafe=1
[007/175] [OK] DDO161 | beta=200 | rmse=85.2041 | mafe=2.3502
[008/175] [OK] DDO168 | beta=200 | rmse=101.459 | mafe=3.07322
[009/175] [OK] DDO170 | beta=200 | rmse=53.3812 | mafe=1
[010/175] [OK] ESO079-G014 | beta=200 | rmse=127.142 | mafe=1.33166
[011/175] [OK] ESO116-G012 | beta=200 | rmse=161.148 | mafe=2.62531
[012/175] [OK] ESO444-G084 | beta=200 | rmse=87.9251 | mafe=2.3596
[013/175] [OK] ESO563-G021 | beta=200 | rmse=166.037 | mafe=1.45178
[014/175] [OK] F561-1 | beta=200 | rmse=34.1795 | mafe=0.727543
[015/175] [OK] F563-1 | beta=200 | rmse=79.9971 | mafe=0.968192
[016/175] [OK] F563-V1 | beta=200 | rmse=40.3359 | mafe=1.89088
[017/175] [OK] F563-V2 | beta=200 | rmse=150.13 | mafe=3.8216
[018/175] [OK] F565-V2 | beta=200 | rmse=60.6002 | mafe=1.03824
[019/175] [OK] F567-2 | beta=200 | rmse=34.834 | mafe=0.76843
[020/175] [OK] F568-1 | beta=200 | rmse=109.613 | mafe=2.12573
[021/175] [OK] F568-3 | beta=200 | rmse=89.6765 | mafe=1.98157
[022/175] [OK] F568-V1 | beta=200 | rmse=125.263 | mafe=2.09693
[023/175] [OK] F571-8 | beta=200 | rmse=319.876 | mafe=7.92248
[024/175] [OK] F571-V1 | beta=200 | rmse=73.6268 | mafe=1.09001
[025/175] [OK] F574-1 | beta=200 | rmse=113.575 | mafe=2.34996
[026/175] [OK] F574-2 | beta=200 | rmse=14.2522 | mafe=0.558291
[027/175] [OK] F579-V1 | beta=200 | rmse=133.392 | mafe=1.56551
[028/175] [OK] F583-1 | beta=200 | rmse=89.7998 | mafe=3.10622
[029/175] [OK] F583-4 | beta=200 | rmse=129.682 | mafe=4.21903
[030/175] [OK] IC2574 | beta=200 | rmse=48.0801 | mafe=1.41535
[031/175] [OK] IC4202 | beta=200 | rmse=195.607 | mafe=0.857818
[032/175] [OK] KK98-251 | beta=200 | rmse=108.904 | mafe=8.20046
[033/175] [OK] NGC0024 | beta=200 | rmse=254.405 | mafe=4.23757
[034/175] [OK] NGC0055 | beta=200 | rmse=70.3543 | mafe=0.916332
[035/175] [OK] NGC0100 | beta=200 | rmse=147.053 | mafe=4.92512
[036/175] [OK] NGC0247 | beta=200 | rmse=89.6253 | mafe=1.09969
[037/175] [OK] NGC0289 | beta=200 | rmse=124.511 | mafe=0.661458
[038/175] [OK] NGC0300 | beta=200 | rmse=82.305 | mafe=1
[039/175] [OK] NGC0801 | beta=200 | rmse=152.236 | mafe=0.632482
[040/175] [OK] NGC0891 | beta=200 | rmse=219.64 | mafe=1
[041/175] [OK] NGC1003 | beta=200 | rmse=89.2265 | mafe=0.898257
[042/175] [OK] NGC1090 | beta=200 | rmse=221.915 | mafe=2.56982
[043/175] [OK] NGC1705 | beta=200 | rmse=69.9056 | mafe=1
[044/175] [OK] NGC2366 | beta=200 | rmse=127.273 | mafe=6.99424
[045/175] [OK] NGC2403 | beta=200 | rmse=359.467 | mafe=3.23547
[046/175] [OK] NGC2683 | beta=200 | rmse=160.306 | mafe=0.823236
[047/175] [OK] NGC2841 | beta=200 | rmse=257.466 | mafe=0.801369
[048/175] [OK] NGC2903 | beta=200 | rmse=228.136 | mafe=1.07346
[049/175] [OK] NGC2915 | beta=200 | rmse=76.2105 | mafe=1
[050/175] [OK] NGC2955 | beta=200 | rmse=224.551 | mafe=0.84332
[051/175] [OK] NGC2976 | beta=200 | rmse=530.939 | mafe=17.0006
[052/175] [OK] NGC2998 | beta=200 | rmse=306.637 | mafe=1.64179
[053/175] [OK] NGC3109 | beta=200 | rmse=74.3587 | mafe=2.86835
[054/175] [OK] NGC3198 | beta=200 | rmse=113.955 | mafe=0.857596
[055/175] [OK] NGC3521 | beta=200 | rmse=208.04 | mafe=1
[056/175] [OK] NGC3726 | beta=200 | rmse=136.307 | mafe=0.889487
[057/175] [OK] NGC3741 | beta=200 | rmse=37.8974 | mafe=1
[058/175] [OK] NGC3769 | beta=200 | rmse=104.261 | mafe=0.883502
[059/175] [OK] NGC3877 | beta=200 | rmse=142.909 | mafe=0.946575
[060/175] [OK] NGC3893 | beta=200 | rmse=179.123 | mafe=1
[061/175] [OK] NGC3917 | beta=200 | rmse=116.844 | mafe=0.970976
[062/175] [OK] NGC3949 | beta=200 | rmse=153.815 | mafe=1
[063/175] [OK] NGC3953 | beta=200 | rmse=214.086 | mafe=1
[064/175] [OK] NGC3972 | beta=200 | rmse=103.255 | mafe=0.930851
[065/175] [OK] NGC3992 | beta=200 | rmse=117.226 | mafe=0.455552
[066/175] [OK] NGC4010 | beta=200 | rmse=200.937 | mafe=2.44755
[067/175] [OK] NGC4013 | beta=200 | rmse=154.829 | mafe=0.836526
[068/175] [OK] NGC4051 | beta=200 | rmse=132.163 | mafe=0.892035
[069/175] [OK] NGC4068 | beta=200 | rmse=167.001 | mafe=15.3826
[070/175] [OK] NGC4085 | beta=200 | rmse=113.341 | mafe=1
