galaxy,source_file,beta_mode,beta,structural_mode,sigma_proxy_mode,sigma_damping_mode,sigma_positive_only,D_bg,upsilon_disk,upsilon_bul,rmse_kmps,mae_kmps,mean_absolute_fractional_error,median_absolute_fractional_error,chi_square,reduced_chi_square,n_points_total,n_points_valid,detail_table,plot_path,status,error
NGC5907,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5907_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,40.995673260138844,34.66956164244231,0.15932354286185996,0.16069033241167796,4326.870486942741,240.38169371904118,19,19,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC5907_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC5907_rotation_curve.png,ok,
NGC5985,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5985_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,77.6560871345894,76.87024178371455,0.2702116732691191,0.26780926426643653,7958.839625086433,248.71373828395105,33,33,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC5985_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC5985_rotation_curve.png,ok,
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,38.332325038050385,30.169159350093867,0.1996546277731911,0.17461412385465133,3740.7533943288154,86.99426498439105,44,44,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC6015_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC6015_rotation_curve.png,ok,
NGC6195,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6195_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,43.83141340061971,40.65549272994288,0.1711349440808102,0.1775811554198717,1352.8173084000496,61.49169583636589,23,23,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC6195_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC6195_rotation_curve.png,ok,
NGC6503,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6503_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,33.108634736623245,30.50090681092324,0.26534243531538465,0.30031187038277457,16504.099190384804,550.1366396794934,31,31,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC6503_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC6503_rotation_curve.png,ok,
NGC6674,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6674_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,73.96885810258296,68.05912629576397,0.2749293290470594,0.2737205733293387,14001.677438256853,1000.1198170183467,15,15,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC6674_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC6674_rotation_curve.png,ok,
NGC6789,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6789_normalized.csv,structural,1814.097340727936,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,13.48033284251017,10.815548499427848,0.5391476346739202,0.237733413446237,43.03830990634055,14.346103302113518,4,4,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC6789_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC6789_rotation_curve.png,ok,
NGC6946,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6946_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,26.896731680199977,22.75250001908572,0.14522067574637082,0.12636715276924035,4991.21951157266,87.56525458899404,58,58,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC6946_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC6946_rotation_curve.png,ok,
NGC7331,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7331_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,70.4729722359337,55.88634622650338,0.22819708796282306,0.17329394532596076,5781.590982318116,165.1883137805176,36,36,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC7331_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC7331_rotation_curve.png,ok,
NGC7793,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7793_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,9.774127120914523,7.465653692711368,0.15700840590822504,0.07905123218915855,85.45949531910883,1.8990998959801961,46,46,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC7793_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC7793_rotation_curve.png,ok,
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7814_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,51.2775281997801,46.19380609447671,0.2065363306150856,0.20985492965387142,2531.099195537962,148.88818797282127,18,18,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC7814_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC7814_rotation_curve.png,ok,
PGC51017,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\PGC51017_normalized.csv,structural,383.37588307909607,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,2.859602361666247,2.5295127790507155,0.13353333433376238,0.14382703592277646,15.231509613142597,3.0463019226285195,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\PGC51017_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\PGC51017_rotation_curve.png,ok,
UGC00128,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC00128_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,50.8897567646602,48.753308212274014,0.3956140021974013,0.41182501469513155,62386.94445507354,2970.806878813026,22,22,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC00128_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC00128_rotation_curve.png,ok,
UGC00191,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC00191_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,13.042682350363203,10.51541205049058,0.1641906114384624,0.21266779061937746,1701.5237043364227,212.69046304205284,9,9,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC00191_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC00191_rotation_curve.png,ok,
UGC00634,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC00634_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,34.29760949902135,31.919581849400103,0.31838901783770873,0.3529317163611732,2459.839774603529,819.9465915345096,4,4,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC00634_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC00634_rotation_curve.png,ok,
UGC00731,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC00731_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,14.952506717074357,13.633249449112052,0.24130935123670916,0.22542329564148267,376.2211186806798,34.2019198800618,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC00731_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC00731_rotation_curve.png,ok,
UGC00891,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC00891_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,7.385004270737469,6.630414620677376,0.1447923542138226,0.1454618653087648,528.2450530405704,132.0612632601426,5,5,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC00891_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC00891_rotation_curve.png,ok,
UGC01230,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC01230_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,31.95570807159335,29.231306448641945,0.2892058943835193,0.3375860461169034,88.88746466227329,8.888746466227328,11,11,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC01230_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC01230_rotation_curve.png,ok,
UGC01281,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC01281_normalized.csv,structural,1808.9308054833596,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,9.630496364786833,7.844481429902979,0.5560729636906722,0.1427668442050751,125.74349146220517,5.239312144258549,25,25,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC01281_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC01281_rotation_curve.png,ok,
UGC02023,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC02023_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,3.50824781525718,2.7329387031555026,0.0864931978719477,0.10588619969399198,0.8149124976830621,0.20372812442076552,5,5,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC02023_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC02023_rotation_curve.png,ok,
UGC02259,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC02259_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,22.59258762046668,21.43558147344432,0.25969702954981616,0.2758831722320163,1232.4009999704426,176.05728571006324,8,8,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC02259_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC02259_rotation_curve.png,ok,
UGC02455,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC02455_normalized.csv,structural,0.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,35.37808204018852,33.10474494883046,1.0790784060976484,1.1711010342629669,755.7110788807568,107.95872555439382,8,8,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC02455_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC02455_rotation_curve.png,ok,
UGC02487,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC02487_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,106.8520869262508,99.65772770964156,0.28667847305573846,0.3166497494398589,21847.628510660314,1365.4767819162696,17,17,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC02487_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC02487_rotation_curve.png,ok,
UGC02885,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC02885_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,67.32585166165637,58.07927186968065,0.19984376123231498,0.18475214084823358,861.2263573737978,47.84590874298877,19,19,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC02885_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC02885_rotation_curve.png,ok,
UGC02916,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC02916_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,39.51052349417606,31.66660018387751,0.15355252773593525,0.14539545597443923,10391.190636204114,247.4093008620027,43,43,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC02916_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC02916_rotation_curve.png,ok,
UGC02953,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC02953_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,60.429866017431024,52.457761942362225,0.19907449813309522,0.21258453791062704,57460.98816952414,504.04375587301877,115,115,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC02953_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC02953_rotation_curve.png,ok,
UGC03205,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC03205_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,31.895135071321167,24.06954397728913,0.11632951219659027,0.09738017781425658,7099.245195862448,151.04777012473292,48,48,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC03205_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC03205_rotation_curve.png,ok,
UGC03546,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC03546_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,71.73691302428018,60.71810300101802,0.27573993588858053,0.3180549910958203,2341.3908919979763,80.73761696544746,30,30,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC03546_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC03546_rotation_curve.png,ok,
UGC03580,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC03580_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,36.34032469804885,32.95333241963855,0.3874588888820927,0.3500162006397241,11287.593395689515,245.3824651236851,47,47,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC03580_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC03580_rotation_curve.png,ok,
UGC04278,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC04278_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,16.184501345351176,12.803111365023907,0.3563610124244148,0.20164300836249613,235.23625758795623,9.80151073283151,25,25,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC04278_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC04278_rotation_curve.png,ok,
UGC04305,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC04305_normalized.csv,structural,1308.1434081253772,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,4.580675672035372,3.6738268185649816,0.16750893929686922,0.12306584239172341,45.38417613590048,2.16115124456669,22,22,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC04305_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC04305_rotation_curve.png,ok,
UGC04325,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC04325_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,22.175401646515688,21.063086764645572,0.2492514175869001,0.2730394298190387,422.5851932022198,60.36931331460283,8,8,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC04325_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC04325_rotation_curve.png,ok,
UGC04483,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC04483_normalized.csv,structural,442.3704081751118,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,3.050072632344705,2.0589400427007525,0.2536470467095136,0.060196522921544794,12.938241427109554,1.8483202038727935,8,8,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC04483_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC04483_rotation_curve.png,ok,
UGC04499,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC04499_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,10.928327015566145,9.5910736839097,0.1493206452819679,0.1659919717161474,144.00068963014382,18.000086203767978,9,9,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC04499_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC04499_rotation_curve.png,ok,
UGC05005,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05005_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,22.36831241385578,17.105457175503922,0.2007230170730093,0.18077092517027904,52.29640237854662,5.229640237854662,11,11,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC05005_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC05005_rotation_curve.png,ok,
UGC05253,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05253_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,43.067757231659066,40.04213316671233,0.1675470604384303,0.16665768246731957,11758.532095945104,163.31294577701533,73,73,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC05253_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC05253_rotation_curve.png,ok,
UGC05414,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05414_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,4.498865721068032,3.7882908064188086,0.09303329219557917,0.07691552292748943,20.29132829342285,4.0582656586845705,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC05414_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC05414_rotation_curve.png,ok,
UGC05716,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05716_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,14.403018945124591,13.048518242202993,0.19209154691912245,0.22833149057746913,3245.5990466580633,295.0544587870967,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC05716_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC05716_rotation_curve.png,ok,
UGC05721,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05721_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,19.137492454964168,16.910354677057587,0.21751411938012657,0.2865837335211421,380.04804837465974,17.27491128975726,23,23,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC05721_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC05721_rotation_curve.png,ok,
UGC05750,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05750_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,10.526064082830437,8.24595445749481,0.1723460860332352,0.17838172500477661,13.046413711592631,1.304641371159263,11,11,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC05750_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC05750_rotation_curve.png,ok,
UGC05764,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05764_normalized.csv,structural,1622.1243634524174,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,10.55992820358308,8.201514405000541,0.24607696046949315,0.117985387085912,809.2898747331928,89.92109719257698,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC05764_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC05764_rotation_curve.png,ok,
UGC05829,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05829_normalized.csv,structural,1979.9123658939643,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,11.96500476490473,9.822897687795775,0.3320781057048062,0.17544481078415342,61.50598858231349,6.1505988582313496,11,11,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\UGC05829_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\UGC05829_rotation_curve.png,ok,
