galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,sigma_scale,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms,source_file
UGC01281,3,1.76,2.22,1.9900000000000002,0.4600000000000002,0.35,2.0363232998740926,22.166147625823672,38.525000000000006,4.865,4,4.99,0.23,3.077111879822369,0.32498005891736587,0.022510445318584704,0.9330773670309876,0.000506720148440992,0.00047280910192887206,0.004786589506652134,5.198527985418354e-09,0.00010171072062955077,22.166147626057025,UGC01281_segment_structure_v8_2.csv
UGC01281,4,2.38,3.07,2.7249999999999996,0.69,0.35,2.0253075013708703,25.118562460484434,48.379999999999995,6.388,5,4.99,0.23,3.077111879822369,0.32498005891736587,0.011015798503222207,0.966671217005207,0.00012134781666359262,0.00011730344161511981,0.004867528881366567,2.819264862036298e-09,8.764985310340748e-05,25.118562460637357,UGC01281_segment_structure_v8_2.csv
UGC01281,5,3.46,4.99,4.225,1.5300000000000002,0.35,2.0152662878215204,26.65534840303284,55.620000000000005,4.0,5,4.99,0.23,3.077111879822369,0.32498005891736587,0.010041213549349948,0.9695745252257474,0.00010082596954364898,9.775829155070912e-05,0.005017099067439152,1.2088143440434005e-09,7.146496067013098e-05,26.65534840312864,UGC01281_segment_structure_v8_2.csv
UGC04278,1,0.14,1.25,0.6950000000000001,1.1099999999999999,0.35,2.104449555589894,17.252937366659097,22.345999999999997,5.018,5,6.69,0.14,3.86672673051297,0.2586166723675705,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.252937366659097,UGC04278_segment_structure_v8_2.csv
UGC04278,2,1.52,2.63,2.075,1.1099999999999999,0.35,2.0311824366281934,31.76649967257124,42.42,4.0,5,6.69,0.14,3.86672673051297,0.2586166723675705,0.07326711896170046,0.7532908073807141,0.005368070720947967,0.004043718327459666,0.004488527343480229,4.483612050944415e-09,9.645462666824056e-05,31.766499672717675,UGC04278_segment_structure_v8_2.csv
UGC04278,3,2.91,4.01,3.46,1.0999999999999996,0.35,2.0174884183772774,33.98739353469354,55.120000000000005,6.544,5,6.69,0.14,3.86672673051297,0.2586166723675705,0.013694018250915985,0.9484264591850278,0.0001875261358564201,0.000177854749034955,0.004684167567418679,1.682831295097286e-09,7.630593870097274e-05,33.987393534779194,UGC04278_segment_structure_v8_2.csv
UGC04278,4,4.29,5.4,4.845000000000001,1.1100000000000003,0.35,2.011929812206079,36.39439984531107,75.44,4.0,5,6.69,0.14,3.86672673051297,0.2586166723675705,0.005558606171198299,0.9787357305266033,3.089810256648382e-05,3.0241076987293457e-05,0.004717735162874575,8.64383263601316e-10,6.47142713174488e-05,36.3943998453686,UGC04278_segment_structure_v8_2.csv
UGC04278,5,5.68,6.69,6.1850000000000005,1.0100000000000007,0.35,2.0090374196658924,48.335042283998504,89.08000000000001,10.664,5,6.69,0.14,3.86672673051297,0.2586166723675705,0.0028923925401866946,0.9888782178937815,8.365934606527639e-06,8.272890504718965e-06,0.004726090782284341,5.313528402793297e-10,5.732728248511047e-05,48.3350422840325,UGC04278_segment_structure_v8_2.csv
UGC05721,1,0.27,0.99,0.63,0.72,0.35,2.1402695778916967,41.56777150931113,51.52,5.208,5,6.74,0.27,3.217393244907978,0.3108106233462927,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.56777150931113,UGC05721_segment_structure_v8_2.csv
UGC05721,2,1.17,1.71,1.44,0.54,0.35,2.054713728132017,45.20426179596009,76.89999999999999,8.2275,4,6.74,0.27,3.217393244907978,0.3108106233462927,0.08555584975967978,0.7593694864821988,0.007319803428100899,0.0055584353703476185,0.0030015550999877142,6.225606840802546e-09,9.468301775268713e-05,45.20426179605926,UGC05721_segment_structure_v8_2.csv
UGC05721,3,1.89,2.67,2.28,0.78,0.35,2.0321923764151126,39.45641091235627,82.1,4.57,4,6.74,0.27,3.217393244907978,0.3108106233462927,0.02252135171690428,0.9301029082910349,0.0005072112831565074,0.00047175868958189513,0.0033695268778615923,2.7877869814296135e-09,7.972549352408876e-05,39.456410912436816,UGC05721_segment_structure_v8_2.csv
UGC05721,4,3.15,4.49,3.8200000000000003,1.3400000000000003,0.35,2.0177024685754015,32.80303406408797,78.525,4.57,4,6.74,0.27,3.217393244907978,0.3108106233462927,0.014489907839711158,0.9544502758670144,0.00020995742920332288,0.00020039392622344065,0.0036380547390010027,1.0722667969296895e-09,6.40004622192013e-05,32.8030340641504,UGC05721_segment_structure_v8_2.csv
UGC05721,5,4.93,6.74,5.835,1.8100000000000005,0.35,2.0108361210313346,31.605710564737638,78.7,4.57,5,6.74,0.27,3.217393244907978,0.3108106233462927,0.0068663475440668975,0.9781504952074849,4.714672859591351e-05,4.611659592350569e-05,0.0037215257776225482,4.701101905437107e-10,5.237454497962299e-05,31.605710564781035,UGC05721_segment_structure_v8_2.csv
UGC05750,1,0.31,4.09,2.1999999999999997,3.78,0.35,2.034638242641633,19.55186144552288,25.28,7.7,5,22.85,0.31,4.300134098843159,0.23255088725466128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.55186144552288,UGC05750_segment_structure_v8_2.csv
UGC05750,2,4.82,22.85,13.835,18.03,0.35000000000000003,2.0040949974021585,41.681157619043795,68.21666666666665,9.233333333333333,6,22.85,0.31,4.300134098843159,0.23255088725466128,0.030543245239474714,0.8769195268979102,0.0009328898297586948,0.0008180693081598666,0.014749789626122396,3.3142697565823893e-10,6.771478574308373e-05,41.6811576190988,UGC05750_segment_structure_v8_2.csv
UGC05986,1,0.63,3.13,1.88,2.5,0.35,2.0502753892255186,53.532946336351,65.62,2.6319999999999997,5,9.41,0.63,2.703808413193847,0.36984869013657656,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.532946336351,UGC05986_segment_structure_v8_2.csv
UGC05986,2,3.77,6.28,5.025,2.5100000000000002,0.35,2.015376207504578,72.79067351019327,113.0,3.068,5,9.41,0.63,2.703808413193847,0.36984869013657656,0.03489918172094075,0.9099544814101962,0.0012179528847912453,0.00110828168566227,0.002781787031012298,4.738185949674949e-10,4.8794860792010276e-05,72.79067351020963,UGC05986_segment_structure_v8_2.csv
UGC05986,3,6.9,9.41,8.155000000000001,2.51,0.35,2.008640924139031,59.828755730292514,111.6,4.101999999999999,5,9.41,0.63,2.703808413193847,0.36984869013657656,0.006735283365546962,0.9819539008943592,4.5364042014213616e-05,4.4545398016192664e-05,0.0028935959800329416,1.8713297257547156e-10,3.906493813322851e-05,59.82875573030527,UGC05986_segment_structure_v8_2.csv
UGC06667,1,0.87,3.5,2.185,2.63,0.35,2.046092605687848,14.461322096856858,49.525000000000006,3.5,4,7.85,0.87,2.1997755991278245,0.4545918230916298,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.461322096856858,UGC06667_segment_structure_v8_2.csv
UGC06667,2,4.37,7.85,6.109999999999999,3.4799999999999995,0.35,2.0131010127730398,31.2656471036617,82.53999999999999,3.34,5,7.85,0.87,2.1997755991278245,0.4545918230916298,0.032991592914808354,0.9299968303463694,0.0010884452030564327,0.0010122505888481928,0.0035226320491917105,4.0583099816750527e-10,4.979585724539198e-05,31.265647103701355,UGC06667_segment_structure_v8_2.csv
UGC06917,1,1.74,5.24,3.49,3.5,0.35,2.0318717320396127,61.92095464486067,81.17999999999999,3.9799999999999995,5,10.47,1.74,1.794628911656008,0.557218260279359,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61.92095464486067,UGC06917_segment_structure_v8_2.csv
UGC06917,2,6.11,10.47,8.290000000000001,4.36,0.35000000000000003,2.010702714775933,68.8610731755489,105.0,4.316666666666666,6,10.47,1.74,1.794628911656008,0.557218260279359,0.021169017263679812,0.9627220574285598,0.00044812729190997394,0.0004314220284574589,0.0018810000440745208,1.1771724765490627e-10,3.1239013797800545e-05,68.86107317555599,UGC06917_segment_structure_v8_2.csv
UGC07089,1,0.87,3.5,2.185,2.63,0.35,2.046092605687848,36.64117958084035,37.974999999999994,4.3,4,9.16,0.87,2.3541082460195466,0.4247893025696053,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.64117958084035,UGC07089_segment_structure_v8_2.csv
UGC07089,2,4.37,6.55,5.46,2.1799999999999997,0.35,2.0150102292409753,53.57789334738961,66.22500000000001,4.875,4,9.16,0.87,2.3541082460195466,0.4247893025696053,0.03108237644687284,0.9294416228393915,0.0009661141255851155,0.0008979466807318893,0.0019575237639955184,2.824113275304232e-10,3.9267872979270356e-05,53.577893347404,UGC07089_segment_structure_v8_2.csv
UGC07089,3,6.98,9.16,8.07,2.1799999999999997,0.35,2.009372260474542,53.43893757923338,75.175,6.3999999999999995,4,9.16,0.87,2.3541082460195466,0.4247893025696053,0.00563796876643341,0.9868153010082664,3.1786691811278664e-05,3.136759384780395e-05,0.002025905118583731,1.3379269040824558e-10,3.285889547131099e-05,53.438937579243486,UGC07089_segment_structure_v8_2.csv
UGC08490,1,0.34,2.03,1.1849999999999998,1.6899999999999997,0.35000000000000003,2.0728745660628807,42.857470245607225,60.900000000000006,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.857470245607225,UGC08490_segment_structure_v8_2.csv
UGC08490,2,2.37,4.06,3.215,1.6899999999999995,0.35000000000000003,2.0227152452949775,44.92403110569881,78.14999999999999,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.05015932076790319,0.843365143717434,0.0025159574598974045,0.0021218708247533248,0.0035859616938331176,1.4921210121319722e-09,6.926159869656699e-05,44.9240311057522,UGC08490_segment_structure_v8_2.csv
UGC08490,3,4.39,6.09,5.24,1.7000000000000002,0.35000000000000003,2.012834742091601,38.707034034772285,79.31666666666666,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.009880503203376634,0.9669998016132114,9.762434355193592e-05,9.440272084734203e-05,0.003746446319273599,5.868367387909727e-10,5.5452903542237506e-05,38.707034034812004,UGC08490_segment_structure_v8_2.csv
UGC08490,4,6.42,8.12,7.27,1.6999999999999993,0.35000000000000003,2.0087639803149546,34.32792483425858,79.8,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.004070761776646226,0.9862696722440181,1.6571101442203935e-05,1.634357478812485e-05,0.003774230396413411,3.07128374303745e-10,4.725275950871257e-05,34.3279248342911,UGC08490_segment_structure_v8_2.csv
UGC08490,5,8.46,10.15,9.305,1.6899999999999995,0.35000000000000003,2.006579539707975,31.63884744527787,77.61666666666667,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.002184440606979532,0.992608473395268,4.771780765421106e-06,4.736510020941547e-06,0.0037822350983488023,1.8787808299420525e-10,4.1811548192587654e-05,31.6388474453055,UGC08490_segment_structure_v8_2.csv
UGC08837,1,0.52,2.09,1.305,1.5699999999999998,0.35,2.0737260345572377,19.17745861076016,17.752499999999998,2.07,4,4.2,0.52,2.089010992695987,0.47869542261692144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.17745861076016,UGC08837_segment_structure_v8_2.csv
UGC08837,2,2.63,4.2,3.415,1.5700000000000003,0.35,2.0233160378186956,32.88988635846468,43.225,3.0075,4,4.2,0.52,2.089010992695987,0.47869542261692144,0.05040999673854207,0.900048131783311,0.0025411677711798227,0.00228717330499836,0.0035908620888474257,1.324273426944239e-09,6.724874536386963e-05,32.88988635853343,UGC08837_segment_structure_v8_2.csv
UGC12506,1,0.82,9.02,4.92,8.2,0.35000000000000003,2.0167845746748188,109.39646172839652,181.83333333333334,17.9,6,49.99,0.82,4.110273924149317,0.2432927874039356,0.0,1.0,0.0,0.0,0.0,0.0,0.0,109.39646172839652,UGC12506_segment_structure_v8_2.csv
UGC12506,2,10.65,18.85,14.75,8.200000000000001,0.35000000000000003,2.0045166410583635,177.94576202553347,240.0,11.6,6,49.99,0.82,4.110273924149317,0.2432927874039356,0.012267933616455284,0.9508256489833572,0.00015050219521775364,0.00014310134744134053,0.0011734310490189926,2.3197110407520943e-11,1.849749654712588e-05,177.94576202553444,UGC12506_segment_structure_v8_2.csv
UGC12506,3,20.49,30.32,25.405,9.830000000000002,0.35000000000000003,2.002385429013577,168.50919584502986,248.71428571428572,12.07142857142857,7,49.99,0.82,4.110273924149317,0.2432927874039356,0.0021312120447865013,0.9912783905386591,4.54206477984306e-06,4.502450664685158e-06,0.0012176901390528478,8.114443586740748e-12,1.4357835467825528e-05,168.5091958450305,UGC12506_segment_structure_v8_2.csv
UGC12506,4,31.96,38.52,35.24,6.560000000000002,0.35,2.001629975819223,152.28746127646687,242.2,16.8,5,49.99,0.82,4.110273924149317,0.2432927874039356,0.0007554531943538834,0.9968996963321547,5.707095288594863e-07,5.68940156013889e-07,0.0012214223864762989,4.230136978845061e-12,1.2209423701981186e-05,152.28746127646735,UGC12506_segment_structure_v8_2.csv
UGC12506,5,40.16,49.99,45.075,9.830000000000005,0.35000000000000003,2.001225931082285,144.06925810466495,230.28571428571428,14.628571428571425,7,49.99,0.82,4.110273924149317,0.2432927874039356,0.00040404473693822496,0.9983406437101116,1.632521494474794e-07,1.6298125596645593e-07,0.001223024492222449,2.5889522362436935e-12,1.0802639587095577e-05,144.06925810466535,UGC12506_segment_structure_v8_2.csv
UGCA281,1,0.25,1.08,0.665,0.8300000000000001,0.35000000000000003,2.1288839663765535,17.94486518706182,24.633333333333336,1.6616666666666664,6,1.08,0.25,1.463255402256019,0.6834076938709533,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.94486518706182,UGCA281_segment_structure_v8_2.csv
